Drug	Disease
DB01124	125853
DB01124	125853
DB01124	125853
DB00839	125853
DB00839	125853
DB00839	125853
DB01261	125853
DB01261	125853
DB01261	125853
DB08907	125853
DB08907	125853
DB08907	125853
DB08882	125853
DB08882	125853
DB08882	125853
DB09038	125853
DB09038	125853
DB09038	125853
DB00798	233810
DB00184	233810
DB00281	233810
DB05291	233810
DB00787	233810
DB00936	173200
DB00936	173200
DB00472	607499
DB02530	607594
DB00363	181500
DB00363	181500
DB00363	181500
DB00502	181500
DB00502	181500
DB00502	181500
DB00477	181500
DB00477	181500
DB00477	181500
DB06288	181500
DB06288	181500
DB06288	181500
DB01242	181500
DB01242	181500
DB01242	181500
DB00490	181500
DB00490	181500
DB00490	181500
DB01618	181500
DB01618	181500
DB01618	181500
DB01267	181500
DB01267	181500
DB01267	181500
DB00734	181500
DB00734	181500
DB00734	181500
DB01238	181500
DB01238	181500
DB01238	181500
DB01608	181500
DB01608	181500
DB01608	181500
DB00408	181500
DB00408	181500
DB00408	181500
DB00334	181500
DB00334	181500
DB00334	181500
DB00433	181500
DB00433	181500
DB00433	181500
DB00831	181500
DB00831	181500
DB00831	181500
DB04946	181500
DB04946	181500
DB04946	181500
DB00850	181500
DB00850	181500
DB00850	181500
DB01224	181500
DB01224	181500
DB01224	181500
DB08815	181500
DB08815	181500
DB08815	181500
DB00252	161900
DB00252	310468
DB00746	161900
DB00746	310468
DB00280	161900
DB00280	310468
DB00437	161900
DB00437	310468
DB00988	161900
DB00988	310468
DB00555	161900
DB00555	310468
DB00316	161900
DB00316	310468
DB00927	161900
DB00927	310468
DB00551	161900
DB00551	310468
DB00802	161900
DB00802	310468
DB01393	161900
DB01393	310468
DB00847	161900
DB00847	310468
DB01115	161900
DB01115	310468
DB00302	161900
DB00302	310468
DB00789	161900
DB00789	310468
DB00264	161900
DB00264	310468
DB00619	161900
DB00619	310468
DB08941	179600
DB08941	179600
DB00457	179600
DB00457	179600
DB00277	210050
DB00651	210050
DB01001	210050
DB00983	210050
DB00816	210050
DB00938	210050
DB00871	210050
DB01223	210050
DB00986	115000
DB00281	115000
DB05291	115000
DB00661	115000
DB01158	115000
DB01193	115000
DB01136	115000
DB00280	115000
DB00184	115000
DB00335	115000
DB00252	115000
DB00489	115000
DB00379	115000
DB01580	115000
DB01182	115000
DB00960	115000
DB01035	115000
DB00264	115000
DB00571	115000
DB00513	609135
DB00531	609135
DB00208	609135
DB06210	609135
DB00215	104300
DB00215	125320
DB00215	605055
DB00215	104300
DB00843	104300
DB00843	125320
DB00843	605055
DB00843	104300
DB01238	104300
DB01238	125320
DB01238	605055
DB01238	104300
DB00734	104300
DB00734	125320
DB00734	605055
DB00734	104300
DB01043	104300
DB01043	125320
DB01043	605055
DB01043	104300
DB01005	167000
DB00328	607411
DB01050	607411
DB01018	143465
DB01018	143465
DB01018	143465
DB00575	143465
DB00575	143465
DB00575	143465
DB00182	143465
DB00182	143465
DB00182	143465
DB00422	143465
DB00422	143465
DB00422	143465
DB00437	300322
DB01184	145590
DB06698	145590
DB01050	145590
DB00152	145590
DB00889	145590
DB00363	145590
DB00557	145590
DB00477	145590
DB01068	145590
DB00822	145590
DB00404	145590
DB00450	145590
DB00165	145590
DB00472	145590
DB00662	145590
DB01174	145590
DB00338	145590
DB01069	145590
DB00433	145590
DB00737	145590
DB01176	145590
DB00850	145590
DB00669	145590
DB00285	145590
DB00904	145590
DB01233	145590
DB00918	145590
DB06717	145590
DB00377	145590
DB00313	605899
DB09526	145200
DB00600	145200
DB00755	145200
DB00531	254400
DB00888	254400
DB00541	254400
DB00996	260480
DB01241	260480
DB01039	260480
DB00454	260480
DB01393	260480
DB00782	260480
DB08882	260480
DB01261	260480
DB00544	246470
DB00544	114500
DB00630	102500
DB00630	166710
DB00630	166710
DB01077	102500
DB01077	166710
DB01077	166710
DB00884	102500
DB00884	166710
DB00884	166710
DB00399	102500
DB00399	166710
DB00399	166710
DB00481	102500
DB00481	166710
DB00481	166710
DB00710	102500
DB00710	166710
DB00710	166710
DB09267	102500
DB09267	166710
DB09267	166710
DB00975	601367
DB00975	601367
DB00370	601367
DB00370	601367
DB08816	601367
DB08816	601367
DB00490	606798
DB00196	258360
DB00363	258360
DB00531	258360
DB01143	258360
DB00515	258360
DB00958	258360
DB01224	258360
DB00716	258360
DB00208	258360
DB00619	258360
DB01141	258360
DB01263	258360
DB08873	258360
DB05665	258360
DB00501	190310
DB00448	190310
DB00927	190310
DB01129	190310
DB00213	190310
DB00338	190310
DB01039	238600
DB01188	114580
DB01188	212050
DB01026	114580
DB01026	212050
DB01004	114580
DB01004	212050
DB00257	114580
DB00257	212050
DB01099	114580
DB01099	212050
DB00196	114580
DB00196	212050
DB01110	114580
DB01110	212050
DB00582	114580
DB00582	212050
DB01263	114580
DB01263	212050
DB00362	114580
DB00362	212050
DB01141	114580
DB01141	212050
DB01039	100070
DB00291	247640
DB01204	247640
DB01050	200170
DB01050	200170
DB00484	231300
DB00829	217200
DB00499	176807
DB00499	601518
DB00499	176807
DB01128	176807
DB01128	601518
DB01128	176807
DB00515	176807
DB00515	601518
DB00515	176807
DB01041	176807
DB01041	601518
DB01041	176807
DB01204	176807
DB01204	601518
DB01204	176807
DB00399	176807
DB00399	601518
DB00399	176807
DB08899	176807
DB08899	601518
DB08899	176807
DB05812	176807
DB05812	601518
DB05812	176807
DB00548	604416
DB00250	604416
DB00799	604416
DB00210	604416
DB00634	604416
DB09096	604416
DB00755	604416
DB00458	103780
DB00458	103780
DB00822	103780
DB00822	103780
DB00557	103780
DB00557	103780
DB00831	103780
DB00831	103780
DB00755	103780
DB00755	103780
DB00659	103780
DB00659	103780
DB00641	103780
DB00641	103780
DB00879	103780
DB00879	103780
DB00477	176000
DB01181	260350
DB00993	152700
DB00993	152700
DB01611	152700
DB01611	152700
DB01050	152700
DB01050	152700
DB00313	152700
DB00313	152700
DB00513	176807
DB00513	601518
DB00499	176807
DB00499	601518
DB06825	176807
DB06825	601518
DB01156	608516
DB00449	115645
DB00449	212350
DB00544	274270
DB09019	608088
DB00813	608088
DB00874	608088
DB00868	608088
DB00678	608088
DB00967	608088
DB01189	608088
DB00716	608088
DB00966	608088
DB00454	608088
DB00537	208230
DB05488	208230
DB01050	208230
DB00271	137800
DB00262	137800
DB01249	137800
DB00789	137800
DB00544	133239
DB00515	133239
DB00437	131440
DB00261	131440
DB01005	131440
DB00184	608320
DB01039	608320
DB01241	608320
DB00727	608320
DB01115	608320
DB00641	608320
DB00966	608320
DB00590	125320
DB01075	125320
DB00915	125320
DB01162	125320
DB00376	125320
DB06756	250850
DB01241	260570
DB00969	260570
DB02530	300755
DB00993	191390
DB00244	191390
DB00515	259500
DB00515	259500
DB00531	259500
DB00531	259500
DB00958	259500
DB00958	259500
DB00541	259500
DB00541	259500
DB00531	113970
DB01075	158280
DB01174	158280
DB01069	158280
DB01233	158280
DB00737	158280
DB01176	158280
DB00531	114480
DB00404	606842
DB00490	606842
DB00986	304790
DB00986	600351
DB00152	304790
DB00152	600351
DB00916	304790
DB00916	600351
DB00152	225740
DB00152	225755
DB00152	260970
DB00152	608033
DB01378	225740
DB01378	225755
DB01378	260970
DB01378	608033
DB01181	225740
DB01181	225755
DB01181	260970
DB01181	608033
DB00974	225740
DB00974	225755
DB00974	260970
DB00974	608033
DB00350	225740
DB00350	225755
DB00350	260970
DB00350	608033
DB04077	147050
DB03575	147050
DB00531	608710
DB01119	147530
DB00927	147530
DB06704	147530
DB01050	166760
DB00829	184850
DB04272	604278
DB09125	604278
DB00152	300232
DB00564	190400
DB00437	230450
DB00437	231900
DB00437	266120
DB01077	143880
DB00710	143880
DB00974	143880
DB00399	143880
DB00720	143880
DB05260	143880
DB00531	109543
DB00531	151400
DB00531	151400
DB00531	151400
DB00291	109543
DB00291	151400
DB00291	151400
DB00291	151400
DB00888	109543
DB00888	151400
DB00888	151400
DB00888	151400
DB06769	109543
DB06769	151400
DB06769	151400
DB06769	151400
DB00352	109543
DB00352	151400
DB00352	151400
DB00352	151400
DB01033	109543
DB01033	151400
DB01033	151400
DB01033	151400
DB00297	190310
DB00829	190310
DB00571	190310
DB01224	190310
DB00531	608089
DB00515	608089
DB00958	608089
DB00644	608089
DB01050	109100
DB01050	109100
DB00531	109100
DB00531	109100
DB01097	109100
DB01097	109100
DB00182	300491
DB00422	300491
DB00531	211980
DB00630	167320
DB00630	602080
DB00630	602080
DB00630	602080
DB01077	167320
DB01077	602080
DB01077	602080
DB01077	602080
DB00399	167320
DB00399	602080
DB00399	602080
DB00399	602080
DB00884	167320
DB00884	602080
DB00884	602080
DB00884	602080
DB06698	156000
DB00433	156000
DB01176	156000
DB00472	137580
DB00472	137580
DB00472	137580
DB00502	137580
DB00502	137580
DB00502	137580
DB01100	137580
DB01100	137580
DB01100	137580
DB00515	273300
DB00357	219090
DB06663	219090
DB00927	137215
DB01019	157950
DB01400	157950
DB00545	157950
DB00499	600082
DB00515	248190
DB01378	248190
DB00653	248190
DB04272	310468
DB09125	310468
DB01059	310468
DB00449	310500
DB00996	102300
DB00268	102300
DB05271	102300
DB00855	177000
DB00537	219700
DB05488	219700
DB08820	219700
DB00993	266600
DB00720	266600
DB00916	266600
DB00244	266600
DB00252	208920
DB00262	137800
DB00853	137800
DB00437	263300
DB00437	263300
DB00888	263300
DB00888	263300
DB00843	182830
DB00215	182830
DB01238	182830
DB01043	182830
DB00408	182830
DB00734	182830
DB01224	182830
DB01267	182830
DB00334	182830
DB08815	182830
DB01242	161400
DB00745	161400
DB00515	114550
DB00993	188030
DB00541	188030
DB00993	205700
DB00746	205700
DB01077	259660
DB01114	603165
DB01114	603165
DB01130	603165
DB01130	603165
DB00553	603165
DB00553	603165
DB00482	175510
DB00515	109800
DB01143	211980
DB00317	211980
DB00642	211980
DB00530	211980
DB00398	211980
DB06698	165199
DB00993	615688
DB00280	115080
DB00571	115080
DB00152	165150
DB01249	137800
DB00271	137800
DB00853	137800
DB00789	137800
DB01168	137800
DB01062	182940
DB00958	182280
DB00958	182280
DB00389	275000
DB00571	275000
DB01165	604416
DB00755	604416
DB00559	265450
DB00571	194200
DB00571	194200
DB01182	194200
DB01182	194200
DB00683	136200
DB00422	136200
DB00186	136200
DB00816	181000
DB01267	127750
DB01267	127750
DB01267	127750
DB00734	127750
DB00734	127750
DB00734	127750
DB00745	606703
DB01238	606703
DB00541	118200
DB00244	104130
DB00831	165150
DB00831	259050
DB06775	237310
DB00820	178600
DB00820	178600
DB00203	178600
DB00203	178600
DB00559	178600
DB00559	178600
DB06268	178600
DB06268	178600
DB00317	178500
DB04951	178500
DB00541	194070
DB00541	194070
DB00541	194070
DB00958	194070
DB00958	194070
DB00958	194070
DB00464	192200
DB04844	143100
DB04844	143100
DB00393	210050
DB00692	171300
DB00692	171300
DB06704	171300
DB06704	171300
DB00750	250790
DB08167	250790
DB00571	140850
DB00619	607907
DB00847	219800
DB01204	114550
DB00398	114550
DB06704	168000
DB01592	206200
DB00745	107650
DB00745	107650
DB00734	156190
DB01011	201400
DB06775	220120
DB00782	600803
DB00782	600803
DB00734	209850
DB01238	209850
DB00789	110100
DB01595	605021
DB01080	605021
DB00293	114500
DB00293	114500
DB01101	114500
DB01101	114500
DB08896	114500
DB08896	114500
DB00755	612376
DB00634	260480
DB00634	270150
DB00755	148000
DB00738	148000
DB00619	606764
DB06589	606764
DB08896	606764
DB00755	106400
DB00724	109400
DB01593	277900
DB06824	277900
DB01233	500007
DB00419	230800
DB00571	190300
DB06824	220100
DB00331	540000
DB00738	602068
DB00782	144110
DB00730	131440
DB00571	157300
DB00571	607498
DB00571	607501
DB00571	607508
DB00571	607516
DB00338	600263
DB01101	114500
DB01101	114500
DB01264	612416
DB00973	210250
DB01609	613985
DB00550	275000
DB00550	275000
DB00763	275000
DB00763	275000
DB00398	146255
DB09314	193000
