Drug	Disease
DB00949	604827
DB00949	607628
DB00949	607631
DB00949	607681
DB00949	607682
DB00949	608105
DB01121	208700
DB01121	267740
DB01121	300491
DB01121	600131
DB01121	604827
DB01121	607628
DB01121	607631
DB01121	607681
DB01121	607682
DB01121	608105
DB01174	208700
DB01174	267740
DB01174	300491
DB01174	600131
DB01174	604827
DB01174	607628
DB01174	607631
DB01174	607681
DB01174	607682
DB01174	608105
DB01320	208700
DB01320	267740
DB01320	300491
DB01320	600131
DB01320	604827
DB01320	607628
DB01320	607631
DB01320	607681
DB01320	607682
DB01320	608105
DB01351	208700
DB01351	267740
DB01351	300491
DB01351	600131
DB01351	604827
DB01351	607628
DB01351	607631
DB01351	607681
DB01351	607682
DB01351	608105
DB05246	208700
DB05246	267740
DB05246	300491
DB05246	600131
DB05246	604827
DB05246	607628
DB05246	607631
DB05246	607681
DB05246	607682
DB05246	608105
DB00261	187950
DB00262	236000
DB00262	236000
DB00290	236000
DB00290	236000
DB00291	236000
DB00291	236000
DB00443	236000
DB00443	236000
DB00541	236000
DB00541	236000
DB00570	236000
DB00570	236000
DB00620	236000
DB00620	236000
DB00635	236000
DB00635	236000
DB00741	236000
DB00741	236000
DB00851	236000
DB00851	236000
DB00860	236000
DB00860	236000
DB00888	236000
DB00888	236000
DB00959	236000
DB00959	236000
DB00997	236000
DB00997	236000
DB01168	236000
DB01168	236000
DB01206	236000
DB01206	236000
DB01234	236000
DB01234	236000
DB01380	236000
DB01380	236000
DB04572	236000
DB04572	236000
DB08870	236000
DB08870	236000
DB00262	137800
DB00266	188050
DB00682	188050
DB00946	188050
DB00268	102300
DB00413	102300
DB00996	102300
DB05271	102300
DB08872	102300
DB00277	210050
DB00332	210050
DB00368	210050
DB00588	210050
DB00651	210050
DB00668	210050
DB00816	210050
DB00871	210050
DB00938	210050
DB00983	210050
DB01223	210050
DB01274	210050
DB01291	210050
DB01409	210050
DB09082	210050
DB00279	138800
DB00279	138800
DB00279	255900
DB00451	255900
DB00290	273300
DB00515	273300
DB01181	273300
DB09110	273300
DB00309	211980
DB00563	211980
DB00888	211980
DB00997	211980
DB00309	608232
DB00791	608232
DB00888	608232
DB01005	608232
DB04865	608232
DB08901	608232
DB00316	145590
DB00318	145590
DB00388	145590
DB00514	145590
DB00788	145590
DB00874	145590
DB00936	145590
DB01050	145590
DB01356	145590
DB01397	145590
DB01620	145590
DB08797	145590
DB09213	145590
DB00317	211980
DB00361	211980
DB00441	211980
DB00530	211980
DB00642	211980
DB00707	211980
DB01229	211980
DB01248	211980
DB05578	211980
DB09035	211980
DB09037	211980
DB09079	211980
DB09559	211980
DB11363	211980
DB00322	114550
DB00328	607411
DB00338	190310
DB00364	190310
DB00448	190310
DB00501	190310
DB00585	190310
DB00863	190310
DB00927	190310
DB01129	190310
DB06723	190310
DB00350	104130
DB00351	608089
DB00396	608089
DB00603	608089
DB00354	158280
DB00568	158280
DB00737	158280
DB00747	158280
DB00985	158280
DB01176	158280
DB00360	261600
DB00385	109800
DB00385	109800
DB04572	109800
DB04572	109800
DB00389	275000
DB00389	275000
DB00394	208550
DB00398	144700
DB00398	605839
DB00877	144700
DB00877	605839
DB01268	144700
DB01268	605839
DB01590	144700
DB01590	605839
DB06287	144700
DB06287	605839
DB06589	144700
DB06589	605839
DB06626	144700
DB06626	605839
DB06824	144700
DB06824	605839
DB08875	144700
DB08875	605839
DB00398	114550
DB00419	257220
DB00420	176000
DB00477	176000
DB03404	176000
DB00420	145590
DB00508	145590
DB00568	145590
DB00662	145590
DB00985	145590
DB00435	265380
DB00797	265380
DB09152	265380
DB00441	167000
DB00488	167000
DB00515	167000
DB00958	167000
DB00997	167000
DB01005	167000
DB01030	167000
DB01042	167000
DB01229	167000
DB04572	167000
DB05109	167000
DB09074	167000
DB00443	256370
DB00620	256370
DB00635	256370
DB00741	256370
DB00860	256370
DB00959	256370
DB01234	256370
DB01380	256370
DB00443	152700
DB00443	152700
DB00608	152700
DB00608	152700
DB00620	152700
DB00620	152700
DB00635	152700
DB00635	152700
DB00741	152700
DB00741	152700
DB00860	152700
DB00860	152700
DB00959	152700
DB00959	152700
DB01234	152700
DB01234	152700
DB01380	152700
DB01380	152700
DB01611	152700
DB01611	152700
DB08879	152700
DB08879	152700
DB00443	181000
DB00620	181000
DB00635	181000
DB00741	181000
DB00860	181000
DB00959	181000
DB01234	181000
DB01380	181000
DB00443	191390
DB00620	191390
DB00635	191390
DB00741	191390
DB00860	191390
DB00959	191390
DB01234	191390
DB01380	191390
DB00443	254400
DB00531	254400
DB00563	254400
DB00570	254400
DB00620	254400
DB00635	254400
DB00741	254400
DB00860	254400
DB00888	254400
DB00959	254400
DB01234	254400
DB01380	254400
DB00443	109100
DB00443	109100
DB00620	109100
DB00620	109100
DB00635	109100
DB00635	109100
DB00741	109100
DB00741	109100
DB00860	109100
DB00860	109100
DB00959	109100
DB00959	109100
DB01380	109100
DB01380	109100
DB00443	205700
DB00620	205700
DB00635	205700
DB00741	205700
DB00860	205700
DB00959	205700
DB01234	205700
DB01380	205700
DB00445	114480
DB00997	114480
DB01229	114480
DB01248	114480
DB01590	114480
DB04845	114480
DB00451	140300
DB00451	140300
DB00464	192200
DB06811	192200
DB00472	607499
DB00493	604416
DB01212	604416
DB00502	137580
DB00502	137580
DB00502	137580
DB01100	137580
DB01100	137580
DB01100	137580
DB00531	256700
DB00541	256700
DB00997	256700
DB09077	256700
DB00541	194070
DB00541	194070
DB00541	194070
DB00970	194070
DB00970	194070
DB00970	194070
DB00997	194070
DB00997	194070
DB00997	194070
DB00541	113970
DB00563	113970
DB00997	113970
DB01234	113970
DB00544	137215
DB01101	137215
DB01248	137215
DB03209	137215
DB09256	137215
DB09257	137215
DB00545	254200
DB01122	254200
DB01400	254200
DB00564	190400
DB00570	246400
DB00570	246400
DB00570	148000
DB00694	148000
DB00997	148000
DB01229	148000
DB00571	140850
DB00586	612401
DB00599	243200
DB00742	243200
DB00619	607907
DB00619	607685
DB00619	607685
DB00619	606764
DB01268	606764
DB08896	606764
DB00620	148100
DB01234	148100
DB07615	148100
DB00624	212112
DB00624	146110
DB00624	212112
DB00624	146110
DB00624	219050
DB01185	219050
DB01420	219050
DB00624	146110
DB01185	146110
DB01420	146110
DB00624	241100
DB01185	241100
DB01420	241100
DB06710	241100
DB00653	248190
DB01377	248190
DB09407	248190
DB09481	248190
DB00659	103780
DB00659	103780
DB00704	103780
DB00704	103780
DB00822	103780
DB00822	103780
DB00674	104300
DB00674	125320
DB00674	605055
DB00674	104300
DB00843	104300
DB00843	125320
DB00843	605055
DB00843	104300
DB00989	104300
DB00989	125320
DB00989	605055
DB00989	104300
DB00681	114580
DB00681	212050
DB01263	114580
DB01263	212050
DB00681	602068
DB05630	602068
DB00692	171300
DB00692	171300
DB00765	171300
DB00765	171300
DB00925	171300
DB00925	171300
DB00694	612376
DB00755	612376
DB00987	612376
DB01033	612376
DB01169	612376
DB01177	612376
DB04942	612376
DB00707	133239
DB00710	143880
DB00974	143880
DB00734	209850
DB01238	209850
DB00755	106400
DB00936	106400
DB00770	187500
DB00771	226150
DB00773	182280
DB00773	182280
DB00997	182280
DB00997	182280
DB01030	182280
DB01030	182280
DB00791	263300
DB00791	263300
DB00845	604416
DB00847	219800
DB00858	609135
DB06412	609135
DB00859	277900
DB06824	277900
DB00859	220100
DB06823	220100
DB00860	270150
DB00872	613508
DB06212	613508
DB00970	612219
DB00973	210250
DB01005	603903
DB01019	157950
DB01400	157950
DB01049	182830
DB01057	248200
DB01080	605021
DB01285	605021
DB01119	601820
DB01156	608516
DB01185	163950
DB01185	160800
DB01219	145600
DB01219	145600
DB01219	154276
DB01219	217150
DB01219	145600
DB01248	176807
DB01248	601518
DB01248	176807
DB05812	176807
DB05812	601518
DB05812	176807
DB08899	176807
DB08899	601518
DB08899	176807
DB08913	176807
DB08913	601518
DB08913	176807
DB01267	181500
DB01267	615232
DB01271	309900
DB01277	262500
DB01279	253200
DB01394	249100
DB01394	249100
DB01394	249100
DB06168	249100
DB06168	249100
DB06168	249100
DB01586	109720
DB01590	191100
DB01609	613985
DB08826	613985
DB02659	213700
DB04931	177000
DB05016	310200
DB05311	106100
DB06196	106100
DB06718	106100
DB06168	142680
DB06211	600803
DB06211	600803
DB06212	173900
DB06698	156000
DB06760	222900
DB06819	237300
DB06819	215700
DB08867	150699
DB08867	150699
DB08877	131440
DB08877	254450
DB08877	254450
DB08941	179600
DB08941	179600
DB09205	179600
DB09205	179600
DB09046	608709
DB09051	253000
DB09078	188470
DB09078	188470
DB09078	188470
DB09078	188550
DB09081	535000
DB09118	607208
DB09125	604278
DB09146	239350
DB09162	239350
DB09357	233810
DB11563	278000
