?diseaseid	?hpoid
"226730"	"0002804"
"226730"	"0001561"
"226730"	"0001056"
"226730"	"0001057"
"226730"	"0003577"
"226730"	"0000119"
"226730"	"0001522"
"226730"	"0001030"
"226730"	"0001075"
"226730"	"0000656"
"226730"	"0002041"
"226730"	"0003341"
"226730"	"0001060"
"226730"	"0004399"
"226730"	"0005984"
"226735"	"0000007"
"226735"	"0003811"
"226735"	"0008066"
"226735"	"0000776"
"226735"	"0007446"
"226750"	"0000007"
"226750"	"0001249"
"226750"	"0001250"
"226750"	"0001263"
"226750"	"0002119"
"226750"	"0001251"
"226750"	"0003828"
"226750"	"0002059"
"226750"	"0006297"
"226750"	"0000726"
"226750"	"0000705"
"226750"	"0001257"
"226750"	"0010864"
"226750"	"0001321"
"226750"	"0002521"
"226750"	"0002376"
"226750"	"0200134"
"226800"	"0000007"
"226800"	"0001249"
"226800"	"0001264"
"226800"	"0007207"
"226810"	"0002608"
"226850"	"0000007"
"226850"	"0001249"
"226850"	"0001250"
"226850"	"0000664"
"226850"	"0001939"
"226850"	"0001999"
"226850"	"0000524"
"226900"	"0001156"
"226900"	"0000007"
"226900"	"0001762"
"226900"	"0004322"
"226900"	"0002650"
"226900"	"0010049"
"226900"	"0002829"
"226900"	"0001385"
"226900"	"0002656"
"226900"	"0003370"
"226900"	"0008802"
"226900"	"0002654"
"226900"	"0006376"
"226900"	"0031174"
"226950"	"0000007"
"226950"	"0000365"
"226950"	"0002656"
"226950"	"0011003"
"226950"	"0010574"
"226960"	"0000007"
"226960"	"0000252"
"226960"	"0004322"
"226960"	"0001256"
"226960"	"0000639"
"226960"	"0003177"
"226960"	"0001518"
"226960"	"0002656"
"226960"	"0010582"
"226960"	"0010585"
"226960"	"0003182"
"226980"	"0000316"
"226980"	"0002240"
"226980"	"0000007"
"226980"	"0000252"
"226980"	"0001263"
"226980"	"0005280"
"226980"	"0004322"
"226980"	"0000218"
"226980"	"0006110"
"226980"	"0010230"
"226980"	"0004467"
"226980"	"0000939"
"226980"	"0002857"
"226980"	"0000926"
"226980"	"0003593"
"226980"	"0000083"
"226980"	"0002673"
"226980"	"0002827"
"226980"	"0001552"
"226980"	"0000582"
"226980"	"0003307"
"226980"	"0001276"
"226980"	"0100651"
"226980"	"0002656"
"226980"	"0003301"
"226980"	"0010585"
"226980"	"0010234"
"226980"	"0003071"
"226980"	"0001498"
"226980"	"0000831"
"226980"	"0003311"
"226980"	"0004236"
"226980"	"0030043"
"226980"	"0008134"
"226980"	"0002868"
"226980"	"0002654"
"226980"	"0006274"
"226980"	"0010168"
"226990"	"0000007"
"226990"	"0003812"
"226990"	"0000246"
"226990"	"0001744"
"226990"	"0002090"
"226990"	"0001945"
"226990"	"0002721"
"226990"	"0002719"
"226990"	"0002110"
"227000"	"0000007"
"227000"	"0001762"
"227000"	"0010783"
"227000"	"0000164"
"227010"	"0000007"
"227010"	"0001256"
"227010"	"0000407"
"227010"	"0002226"
"227010"	"0002227"
"227010"	"0001045"
"227010"	"0005585"
"227010"	"0001022"
"227010"	"0011364"
"227050"	"0000007"
"227050"	"0005510"
"227090"	"0000007"
"227090"	"0001508"
"227090"	"0001522"
"227090"	"0003073"
"227090"	"0007381"
"227150"	"0000007"
"227150"	"0001290"
"227150"	"0001939"
"227150"	"0001640"
"227150"	"0001522"
"227210"	"0000007"
"227210"	"0000527"
"227210"	"0004691"
"227210"	"0010709"
"227210"	"0000607"
"227210"	"0005620"
"227210"	"0007425"
"227210"	"0011930"
"227210"	"0045018"
"227220"	"0000478"
"227240"	"0000478"
"227250"	"0000316"
"227250"	"0000494"
"227250"	"0000007"
"227250"	"0001249"
"227250"	"0002751"
"227250"	"0000158"
"227250"	"0010808"
"227250"	"0000256"
"227250"	"0002355"
"227255"	"0000316"
"227255"	"0000431"
"227255"	"0000494"
"227255"	"0002023"
"227255"	"0000007"
"227255"	"0000126"
"227255"	"0001252"
"227255"	"0001290"
"227255"	"0001629"
"227255"	"0001636"
"227255"	"0000238"
"227255"	"0001274"
"227255"	"0003196"
"227255"	"0001511"
"227255"	"0000414"
"227255"	"0000160"
"227255"	"0002937"
"227255"	"0000465"
"227255"	"0000143"
"227255"	"0001999"
"227255"	"0000358"
"227255"	"0002162"
"227255"	"0002714"
"227255"	"0000637"
"227255"	"0001669"
"227255"	"0001194"
"227255"	"0400004"
"227260"	"0002023"
"227260"	"0000007"
"227260"	"0005280"
"227260"	"0000414"
"227260"	"0000968"
"227260"	"0000561"
"227260"	"0000629"
"227260"	"0008496"
"227260"	"0008509"
"227270"	"0000954"
"227270"	"0000007"
"227270"	"0000347"
"227270"	"0030680"
"227270"	"0000160"
"227270"	"0009778"
"227270"	"0000171"
"227270"	"0000278"
"227270"	"0002984"
"227270"	"0009237"
"227270"	"0003022"
"227270"	"0003811"
"227270"	"0003038"
"227270"	"0001518"
"227270"	"0001883"
"227270"	"0009486"
"227280"	"0000028"
"227280"	"0000175"
"227280"	"0000431"
"227280"	"0030084"
"227280"	"0000007"
"227280"	"0000072"
"227280"	"0001770"
"227280"	"0001792"
"227280"	"0000347"
"227280"	"0000272"
"227280"	"0010055"
"227280"	"0001357"
"227280"	"0008551"
"227280"	"0000668"
"227280"	"0002650"
"227280"	"0000023"
"227280"	"0006887"
"227280"	"0010864"
"227280"	"0003199"
"227280"	"0001706"
"227280"	"0000085"
"227280"	"0003764"
"227280"	"0002515"
"227280"	"0005326"
"227300"	"0000007"
"227300"	"0001892"
"227300"	"0003125"
"227300"	"0003225"
"227310"	"0000007"
"227310"	"0001892"
"227310"	"0003125"
"227310"	"0003225"
"227320"	"0000049"
"227320"	"0000343"
"227320"	"0000463"
"227320"	"0000007"
"227320"	"0000767"
"227320"	"0000568"
"227320"	"0001792"
"227320"	"0000347"
"227320"	"0000219"
"227320"	"0000319"
"227320"	"0006610"
"227320"	"0003246"
"227320"	"0000807"
"227330"	"0000028"
"227330"	"0000049"
"227330"	"0000316"
"227330"	"0000349"
"227330"	"0000463"
"227330"	"0000494"
"227330"	"0001159"
"227330"	"0000007"
"227330"	"0000767"
"227330"	"0001249"
"227330"	"0000248"
"227330"	"0000365"
"227330"	"0000189"
"227330"	"0000689"
"227330"	"0004209"
"227330"	"0008551"
"227330"	"0000218"
"227330"	"0003196"
"227330"	"0001169"
"227330"	"0001773"
"227330"	"0002002"
"227330"	"0000023"
"227330"	"0000154"
"227330"	"0000426"
"227330"	"0000211"
"227330"	"0012385"
"227330"	"0000325"
"227330"	"0001547"
"227330"	"0002948"
"227330"	"0200021"
"227330"	"0001840"
"227330"	"0000358"
"227330"	"0003508"
"227330"	"0000472"
"227330"	"0000637"
"227330"	"0005639"
"227330"	"0100515"
"227400"	"0000007"
"227400"	"0000978"
"227400"	"0000421"
"227400"	"0003645"
"227400"	"0000132"
"227400"	"0003010"
"227400"	"0005542"
"227400"	"0008151"
"227400"	"0003225"
"227500"	"0000007"
"227500"	"0003828"
"227500"	"0002170"
"227500"	"0001892"
"227500"	"0000421"
"227500"	"0008169"
"227500"	"0005261"
"227500"	"0000132"
"227500"	"0012233"
"227600"	"0000007"
"227600"	"0003828"
"227600"	"0002170"
"227600"	"0003011"
"227600"	"0000225"
"227600"	"0000421"
"227600"	"0003645"
"227600"	"0005261"
"227600"	"0000132"
"227600"	"0008151"
"227600"	"0012233"
"227600"	"0008321"
"227645"	"0000028"
"227645"	"0000486"
"227645"	"0000007"
"227645"	"0001627"
"227645"	"0000252"
"227645"	"0000568"
"227645"	"0001249"
"227645"	"0000365"
"227645"	"0000957"
"227645"	"0004322"
"227645"	"0030680"
"227645"	"0009778"
"227645"	"0001000"
"227645"	"0001873"
"227645"	"0001875"
"227645"	"0001896"
"227645"	"0009777"
"227645"	"0009943"
"227645"	"0000978"
"227645"	"0003974"
"227645"	"0000104"
"227645"	"0000085"
"227645"	"0000086"
"227645"	"0001903"
"227645"	"0001518"
"227645"	"0000081"
"227645"	"0001909"
"227645"	"0000815"
"227645"	"0001876"
"227645"	"0001017"
"227645"	"0003213"
"227645"	"0003214"
"227645"	"0003221"
"227646"	"0000028"
"227646"	"0000486"
"227646"	"0000007"
"227646"	"0001627"
"227646"	"0000252"
"227646"	"0000568"
"227646"	"0001249"
"227646"	"0000365"
"227646"	"0000957"
"227646"	"0004322"
"227646"	"0030680"
"227646"	"0009778"
"227646"	"0001000"
"227646"	"0001873"
"227646"	"0001875"
"227646"	"0001896"
"227646"	"0009777"
"227646"	"0009943"
"227646"	"0000978"
"227646"	"0003974"
"227646"	"0000104"
"227646"	"0000085"
"227646"	"0000086"
"227646"	"0001903"
"227646"	"0001518"
"227646"	"0000081"
"227646"	"0001909"
"227646"	"0000815"
"227646"	"0001876"
"227646"	"0001017"
"227646"	"0003213"
"227646"	"0003214"
"227646"	"0003221"
"227650"	"0000028"
"227650"	"0000486"
"227650"	"0000007"
"227650"	"0001627"
"227650"	"0000252"
"227650"	"0000568"
"227650"	"0001249"
"227650"	"0000365"
"227650"	"0000957"
"227650"	"0004322"
"227650"	"0030680"
"227650"	"0009778"
"227650"	"0001000"
"227650"	"0001873"
"227650"	"0001875"
"227650"	"0001896"
"227650"	"0009777"
"227650"	"0009943"
"227650"	"0000978"
"227650"	"0003974"
"227650"	"0000104"
"227650"	"0000085"
"227650"	"0000086"
"227650"	"0001903"
"227650"	"0001518"
"227650"	"0000081"
"227650"	"0001909"
"227650"	"0000815"
"227650"	"0001876"
"227650"	"0001017"
"227650"	"0003213"
"227650"	"0003214"
"227650"	"0003221"
"227810"	"0000007"
"227810"	"0001263"
"227810"	"0001508"
"227810"	"0003270"
"227810"	"0002148"
"227810"	"0003155"
"227810"	"0002749"
"227810"	"0003758"
"227810"	"0004396"
"227810"	"0000124"
"227810"	"0002900"
"227810"	"0003076"
"227810"	"0002909"
"227810"	"0002024"
"227810"	"0001941"
"227810"	"0003109"
"227810"	"0003537"
"227810"	"0004915"
"227810"	"0012468"
"227850"	"0000007"
"227850"	"0002754"
"227850"	"0001876"
"227850"	"0002783"
"227850"	"0005939"
"227850"	"0007606"
"228000"	"0002240"
"228000"	"0000007"
"228000"	"0001249"
"228000"	"0001270"
"228000"	"0003828"
"228000"	"0001508"
"228000"	"0001744"
"228000"	"0003676"
"228000"	"0000737"
"228000"	"0001369"
"228000"	"0001386"
"228000"	"0002093"
"228000"	"0001615"
"228000"	"0007470"
"228000"	"0010729"
"228000"	"0040139"
"228020"	"0000765"
"228020"	"0000007"
"228020"	"0000951"
"228020"	"0002086"
"228020"	"0001376"
"228020"	"0005750"
"228100"	"0000007"
"228100"	"0001250"
"228100"	"0001252"
"228100"	"0001290"
"228100"	"0000952"
"228100"	"0003811"
"228100"	"0000799"
"228100"	"0001892"
"228100"	"0001943"
"228100"	"0002901"
"228100"	"0000119"
"228100"	"0001254"
"228100"	"0001259"
"228100"	"0001397"
"228100"	"0001343"
"228100"	"0006693"
"228250"	"0000007"
"228250"	"0001171"
"228250"	"0004058"
"228250"	"0009556"
"228250"	"0003982"
"228250"	"0200054"
"228250"	"0010443"
"228300"	"0000007"
"228300"	"0001939"
"228300"	"0002215"
"228300"	"0000869"
"228300"	"0000054"
"228300"	"0000044"
"228300"	"0002225"
"228300"	"0000771"
"228300"	"0000138"
"228300"	"0000876"
"228300"	"0008669"
"228300"	"0008226"
"228300"	"0010789"
"228300"	"0012215"
"228300"	"0030344"
"228300"	"0040171"
"228355"	"0000007"
"228355"	"0001249"
"228355"	"0000365"
"228355"	"0001939"
"228355"	"0000851"
"228355"	"0001264"
"228355"	"0008251"
"228400"	"0000007"
"228400"	"0001945"
"228520"	"0000175"
"228520"	"0000343"
"228520"	"0000463"
"228520"	"0000007"
"228520"	"0000272"
"228520"	"0002007"
"228520"	"0005280"
"228520"	"0008905"
"228520"	"0000369"
"228520"	"0000377"
"228520"	"0000470"
"228520"	"0012368"
"228520"	"0004209"
"228520"	"0003196"
"228520"	"0004279"
"228520"	"0000160"
"228520"	"0001773"
"228520"	"0003026"
"228520"	"0000907"
"228520"	"0000926"
"228520"	"0009473"
"228520"	"0012385"
"228520"	"0000520"
"228520"	"0003826"
"228520"	"0000773"
"228520"	"0003038"
"228520"	"0000260"
"228520"	"0001804"
"228520"	"0000882"
"228520"	"0000883"
"228520"	"0005257"
"228520"	"0001800"
"228520"	"0200055"
"228520"	"0001539"
"228520"	"0001789"
"228520"	"0001538"
"228520"	"0003175"
"228520"	"0000947"
"228520"	"0000485"
"228520"	"0005622"
"228520"	"0000890"
"228520"	"0003375"
"228520"	"0006645"
"228520"	"0001655"
"228520"	"0000922"
"228520"	"0005442"
"228520"	"0005476"
"228520"	"0008451"
"228520"	"0100865"
"228550"	"0000006"
"228550"	"0003549"
"228550"	"0010614"
"228560"	"0000316"
"228560"	"0000494"
"228560"	"0000007"
"228560"	"0000951"
"228560"	"0005280"
"228560"	"0000218"
"228560"	"0000574"
"228560"	"0000664"
"228560"	"0000430"
"228560"	"0001999"
"228560"	"0000256"
"228560"	"0000696"
"228560"	"0000232"
"228560"	"0006335"
"228560"	"0000169"
"228560"	"0012471"
"228560"	"0040079"
"228600"	"0000007"
"228600"	"0003828"
"228600"	"0000280"
"228600"	"0000938"
"228600"	"0000939"
"228600"	"0002014"
"228600"	"0003676"
"228600"	"0001482"
"228600"	"0000212"
"228600"	"0002719"
"228600"	"0000169"
"228600"	"0002797"
"228600"	"0005876"
"228800"	"0000765"
"228800"	"0000007"
"228800"	"0009473"
"228800"	"0001392"
"228800"	"0100490"
"228800"	"0000464"
"228800"	"0100646"
"228800"	"0005200"
"228800"	"0030991"
"228900"	"0001156"
"228900"	"0000007"
"228900"	"0001792"
"228900"	"0008905"
"228900"	"0009803"
"228900"	"0010049"
"228900"	"0010743"
"228900"	"0002990"
"228900"	"0003038"
"228900"	"0001772"
"228900"	"0002999"
"228900"	"0010624"
"228900"	"0010760"
"228900"	"0004097"
"228900"	"0006092"
"228900"	"0008119"
"228930"	"0030084"
"228930"	"0000007"
"228930"	"0001374"
"228930"	"0001762"
"228930"	"0001770"
"228930"	"0001162"
"228930"	"0004322"
"228930"	"0006101"
"228930"	"0001180"
"228930"	"0002984"
"228930"	"0002986"
"228930"	"0002990"
"228930"	"0006495"
"228930"	"0000141"
"228930"	"0006492"
"228930"	"0002866"
"228930"	"0002980"
"228930"	"0008839"
"228930"	"0006443"
"228930"	"0009465"
"228930"	"0005613"
"228930"	"0001849"
"228930"	"0005914"
"228930"	"0001964"
"228930"	"0006143"
"228930"	"0001802"
"228930"	"0009767"
"228930"	"0006262"
"228940"	"0001159"
"228940"	"0000007"
"228940"	"0001629"
"228940"	"0000347"
"228940"	"0000377"
"228940"	"0000107"
"228940"	"0000089"
"228940"	"0003022"
"228940"	"0003811"
"228940"	"0003027"
"228940"	"0001660"
"228940"	"0002878"
"228940"	"0002093"
"228960"	"0000007"
"228960"	"0003645"
"228960"	"0005527"
"228980"	"0000007"
"228980"	"0000618"
"228980"	"0012045"
"228990"	"0000007"
"228990"	"0000618"
"228990"	"0000662"
"228990"	"0012045"
"229045"	"0000007"
"229045"	"0000153"
"229050"	"0000007"
"229050"	"0001249"
"229050"	"0001250"
"229050"	"0001252"
"229050"	"0001263"
"229050"	"0001290"
"229050"	"0001251"
"229050"	"0009830"
"229050"	"0001508"
"229050"	"0002014"
"229050"	"0003593"
"229050"	"0002135"
"229050"	"0001873"
"229050"	"0001875"
"229050"	"0008872"
"229050"	"0000155"
"229050"	"0000737"
"229050"	"0002719"
"229050"	"0002305"
"229050"	"0002024"
"229050"	"0001882"
"229050"	"0004851"
"229050"	"0100660"
"229070"	"0000007"
"229070"	"0000135"
"229070"	"0002750"
"229070"	"0000789"
"229070"	"0001939"
"229070"	"0003199"
"229070"	"0000027"
"229070"	"0000786"
"229070"	"0008734"
"229100"	"0000007"
"229100"	"0001249"
"229100"	"0001510"
"229100"	"0003355"
"229100"	"0001889"
"229100"	"0004821"
"229100"	"0003612"
"229120"	"0000007"
"229120"	"0001249"
"229120"	"0001250"
"229120"	"0004322"
"229120"	"0001169"
"229120"	"0004279"
"229120"	"0000280"
"229120"	"0000179"
"229120"	"0000407"
"229120"	"0002684"
"229120"	"0009836"
"229120"	"0000282"
"229200"	"0001388"
"229200"	"0000007"
"229200"	"0001374"
"229200"	"0000365"
"229200"	"0000286"
"229200"	"0002650"
"229200"	"0000545"
"229200"	"0001634"
"229200"	"0000572"
"229200"	"0000563"
"229200"	"0001119"
"229200"	"0001519"
"229200"	"0000256"
"229200"	"0000987"
"229200"	"0007517"
"229200"	"0003302"
"229200"	"0000703"
"229200"	"0000592"
"229200"	"0000993"
"229200"	"0002297"
"229200"	"0100689"
"229230"	"0000007"
"229230"	"0001845"
"229230"	"0000138"
"229230"	"0001607"
"229230"	"0009540"
"229250"	"0000007"
"229250"	"0000618"
"229250"	"0012247"
"229300"	"0000007"
"229300"	"0000648"
"229300"	"0002650"
"229300"	"0003621"
"229300"	"0000639"
"229300"	"0002066"
"229300"	"0007663"
"229300"	"0001260"
"229300"	"0001635"
"229300"	"0001761"
"229300"	"0003487"
"229300"	"0002070"
"229300"	"0002495"
"229300"	"0001639"
"229300"	"0000763"
"229300"	"0000649"
"229300"	"0000819"
"229300"	"0001123"
"229300"	"0002522"
"229300"	"0003448"
"229300"	"0007078"
"229300"	"0010831"
"229300"	"0003115"
"229300"	"0003116"
"229300"	"0003209"
"229300"	"0003232"
"229310"	"0000007"
"229310"	"0001251"
"229310"	"0002650"
"229310"	"0003621"
"229310"	"0000639"
"229310"	"0001260"
"229310"	"0001635"
"229310"	"0001761"
"229310"	"0003487"
"229310"	"0002495"
"229310"	"0001765"
"229310"	"0001315"
"229310"	"0001087"
"229310"	"0007078"
"229310"	"0003115"
"229310"	"0005157"
"229310"	"0002062"
"229310"	"0003116"
"229310"	"0003209"
"229310"	"0003232"
"229310"	"0001691"
"229310"	"0001953"
"229310"	"0003133"
"229310"	"0011397"
"229310"	"0011441"
"229400"	"0000202"
"229400"	"0000204"
"229400"	"0000316"
"229400"	"0000508"
"229400"	"0000007"
"229400"	"0000568"
"229400"	"0000248"
"229400"	"0000272"
"229400"	"0011800"
"229400"	"0000193"
"229400"	"0003196"
"229400"	"0000581"
"229400"	"0000506"
"229400"	"0000518"
"229400"	"0000482"
"229400"	"0009755"
"229400"	"0000430"
"229400"	"0000612"
"229400"	"0004122"
"229400"	"0011803"
"229400"	"0004423"
"229400"	"0007541"
"229400"	"0000625"
"229400"	"0007835"
"229400"	"0005466"
"229400"	"0007708"
"229500"	"0000007"
"229500"	"0001250"
"229500"	"0001943"
"229500"	"0004919"
"229500"	"0005973"
"229600"	"0001394"
"229600"	"0002240"
"229600"	"0000007"
"229600"	"0001249"
"229600"	"0001250"
"229600"	"0000952"
"229600"	"0001508"
"229600"	"0002149"
"229600"	"0002148"
"229600"	"0002239"
"229600"	"0002013"
"229600"	"0002027"
"229600"	"0002904"
"229600"	"0002018"
"229600"	"0002910"
"229600"	"0001942"
"229600"	"0001943"
"229600"	"0003128"
"229600"	"0001254"
"229600"	"0003076"
"229600"	"0001259"
"229600"	"0002049"
"229600"	"0001397"
"229600"	"0004395"
"229600"	"0003109"
"229600"	"0000114"
"229600"	"0005973"
"229600"	"0003149"
"229600"	"0003646"
"229600"	"0008273"
"229650"	"0000007"
"229700"	"0002240"
"229700"	"0000007"
"229700"	"0001250"
"229700"	"0001252"
"229700"	"0001290"
"229700"	"0001945"
"229700"	"0000737"
"229700"	"0002094"
"229700"	"0002104"
"229700"	"0001649"
"229700"	"0001942"
"229700"	"0001943"
"229700"	"0001254"
"229700"	"0001259"
"229700"	"0001946"
"229700"	"0002883"
"229700"	"0040301"
"229800"	"0000007"
"229800"	"0011033"
"229850"	"0000028"
"229850"	"0000049"
"229850"	"0000175"
"229850"	"0000204"
"229850"	"0000316"
"229850"	"0000343"
"229850"	"0000431"
"229850"	"0000463"
"229850"	"0000954"
"229850"	"0002023"
"229850"	"0000007"
"229850"	"0000126"
"229850"	"0000568"
"229850"	"0001249"
"229850"	"0001250"
"229850"	"0001629"
"229850"	"0001631"
"229850"	"0001792"
"229850"	"0000369"
"229850"	"0000470"
"229850"	"0001274"
"229850"	"0002032"
"229850"	"0000047"
"229850"	"0000581"
"229850"	"0001520"
"229850"	"0000280"
"229850"	"0000107"
"229850"	"0002566"
"229850"	"0009778"
"229850"	"0000154"
"229850"	"0007759"
"229850"	"0001798"
"229850"	"0000048"
"229850"	"0002247"
"229850"	"0001838"
"229850"	"0009473"
"229850"	"0012385"
"229850"	"0001561"
"229850"	"0003826"
"229850"	"0009882"
"229850"	"0000104"
"229850"	"0009623"
"229850"	"0000883"
"229850"	"0005257"
"229850"	"0000885"
"229850"	"0001305"
"229850"	"0000308"
"229850"	"0001539"
"229850"	"0000813"
"229850"	"0045025"
"229850"	"0002251"
"229850"	"0002089"
"229850"	"0001212"
"229850"	"0002245"
"229850"	"0002139"
"229850"	"0001748"
"229850"	"0000073"
"229850"	"0011039"
"229850"	"0000475"
"229850"	"0006278"
"229850"	"0007036"
"229850"	"0007096"
"229850"	"0009112"
"229850"	"0009937"
"229850"	"0010310"
"229850"	"0010804"
"230000"	"0000316"
"230000"	"0001371"
"230000"	"0002240"
"230000"	"0000007"
"230000"	"0001249"
"230000"	"0001250"
"230000"	"0002007"
"230000"	"0002938"
"230000"	"0000365"
"230000"	"0004322"
"230000"	"0002650"
"230000"	"0000280"
"230000"	"0000179"
"230000"	"0000445"
"230000"	"0000574"
"230000"	"0001744"
"230000"	"0002059"
"230000"	"0000958"
"230000"	"0001271"
"230000"	"0001640"
"230000"	"0000158"
"230000"	"0000970"
"230000"	"0002205"
"230000"	"0002673"
"230000"	"0001552"
"230000"	"0011220"
"230000"	"0004298"
"230000"	"0100790"
"230000"	"0000914"
"230000"	"0001014"
"230000"	"0004558"
"230000"	"0001922"
"230000"	"0002510"
"230000"	"0000943"
"230000"	"0012236"
"230000"	"0000503"
"230000"	"0004630"
"230000"	"0005453"
"230000"	"0008430"
"230000"	"0008436"
"230000"	"0010471"
"230200"	"0000007"
"230200"	"0000518"
"230200"	"0006579"
"230200"	"0002516"
"230200"	"0012023"
"230200"	"0012024"
"230300"	"0000765"
"230300"	"0000007"
"230300"	"0100829"
"230300"	"0000119"
"230350"	"0002240"
"230350"	"0000007"
"230350"	"0001249"
"230350"	"0001252"
"230350"	"0001263"
"230350"	"0001290"
"230350"	"0000952"
"230350"	"0001508"
"230350"	"0001744"
"230350"	"0000750"
"230350"	"0000407"
"230350"	"0002013"
"230350"	"0003355"
"230350"	"0002194"
"230350"	"0012023"
"230350"	"0012024"
"230400"	"0001394"
"230400"	"0002240"
"230400"	"0000007"
"230400"	"0001249"
"230400"	"0001508"
"230400"	"0002014"
"230400"	"0001878"
"230400"	"0000518"
"230400"	"0002013"
"230400"	"0008209"
"230400"	"0001410"
"230400"	"0001942"
"230400"	"0003355"
"230400"	"0000815"
"230400"	"0012592"
"230400"	"0012023"
"230400"	"0012024"
"230400"	"0004918"
"230400"	"0410061"
"230400"	"0410062"
"230400"	"0410063"
"230400"	"0410064"
"230450"	"0000007"
"230450"	"0001878"
"230450"	"0001939"
"230450"	"0001271"
"230450"	"0003198"
"230450"	"0006904"
"230500"	"0000316"
"230500"	"0002240"
"230500"	"0000007"
"230500"	"0001249"
"230500"	"0002007"
"230500"	"0000470"
"230500"	"0002650"
"230500"	"0008479"
"230500"	"0000280"
"230500"	"0003510"
"230500"	"0000023"
"230500"	"0001744"
"230500"	"0000079"
"230500"	"0000457"
"230500"	"0001635"
"230500"	"0002808"
"230500"	"0004568"
"230500"	"0001639"
"230500"	"0001644"
"230500"	"0000212"
"230500"	"0000900"
"230500"	"0001654"
"230500"	"0001387"
"230500"	"0001522"
"230500"	"0000998"
"230500"	"0001922"
"230500"	"0001071"
"230500"	"0010729"
"230500"	"0007313"
"230500"	"0008166"
"230600"	"0000007"
"230600"	"0002119"
"230600"	"0001251"
"230600"	"0000648"
"230600"	"0000926"
"230600"	"0002059"
"230600"	"0001288"
"230600"	"0002673"
"230600"	"0001392"
"230600"	"0000271"
"230600"	"0002123"
"230600"	"0001743"
"230600"	"0002510"
"230600"	"0007281"
"230600"	"0008166"
"230600"	"0001982"
"230600"	"0007272"
"230650"	"0000007"
"230650"	"0004322"
"230650"	"0002650"
"230650"	"0001256"
"230650"	"0000926"
"230650"	"0003202"
"230650"	"0001332"
"230650"	"0007759"
"230650"	"0002808"
"230650"	"0000271"
"230650"	"0001871"
"230650"	"0003274"
"230650"	"0001350"
"230650"	"0002869"
"230650"	"0008430"
"230650"	"0008166"
"230650"	"0002506"
"230650"	"0003651"
"230740"	"0000486"
"230740"	"0000007"
"230740"	"0001249"
"230740"	"0001250"
"230740"	"0001596"
"230740"	"0002119"
"230740"	"0000347"
"230740"	"0001270"
"230740"	"0002007"
"230740"	"0005280"
"230740"	"0000270"
"230740"	"0000648"
"230740"	"0002650"
"230740"	"0000179"
"230740"	"0002750"
"230740"	"0001537"
"230740"	"0000639"
"230740"	"0001510"
"230740"	"0001939"
"230740"	"0002557"
"230740"	"0003187"
"230740"	"0000613"
"230740"	"0002353"
"230740"	"0000501"
"230740"	"0000653"
"230740"	"0000411"
"230740"	"0000563"
"230740"	"0000260"
"230740"	"0000164"
"230740"	"0001382"
"230740"	"0002705"
"230740"	"0001591"
"230740"	"0001582"
"230740"	"0001006"
"230740"	"0200040"
"230740"	"0045075"
"230740"	"0001043"
"230740"	"0000706"
"230740"	"0005576"
"230750"	"0001543"
"230800"	"0002240"
"230800"	"0006530"
"230800"	"0000007"
"230800"	"0000822"
"230800"	"0002092"
"230800"	"0000478"
"230800"	"0002756"
"230800"	"0002953"
"230800"	"0001744"
"230800"	"0000953"
"230800"	"0001873"
"230800"	"0002653"
"230800"	"0002094"
"230800"	"0001903"
"230800"	"0004975"
"230800"	"0002113"
"230800"	"0000421"
"230800"	"0010885"
"230800"	"0001876"
"230800"	"0007401"
"230800"	"0001971"
"230800"	"0006775"
"230900"	"0000486"
"230900"	"0002240"
"230900"	"0000007"
"230900"	"0000565"
"230900"	"0001250"
"230900"	"0001263"
"230900"	"0001508"
"230900"	"0001744"
"230900"	"0002059"
"230900"	"0001257"
"230900"	"0001347"
"230900"	"0001873"
"230900"	"0000211"
"230900"	"0002015"
"230900"	"0002063"
"230900"	"0002104"
"230900"	"0000657"
"230900"	"0001903"
"230900"	"0011968"
"230900"	"0002100"
"230900"	"0001538"
"230900"	"0002344"
"230900"	"0002483"
"231000"	"0000486"
"231000"	"0002240"
"231000"	"0000007"
"231000"	"0003812"
"231000"	"0001270"
"231000"	"0001251"
"231000"	"0004322"
"231000"	"0001336"
"231000"	"0001744"
"231000"	"0000716"
"231000"	"0000726"
"231000"	"0003581"
"231000"	"0001873"
"231000"	"0002313"
"231000"	"0004325"
"231000"	"0002167"
"231000"	"0001876"
"231000"	"0002123"
"231000"	"0002344"
"231000"	"0004934"
"231000"	"0003656"
"231000"	"0007817"
"231005"	"0000486"
"231005"	"0002240"
"231005"	"0000007"
"231005"	"0001250"
"231005"	"0000238"
"231005"	"0001744"
"231005"	"0001640"
"231005"	"0007759"
"231005"	"0001761"
"231005"	"0000623"
"231005"	"0004380"
"231005"	"0000666"
"231005"	"0001718"
"231005"	"0001876"
"231005"	"0004382"
"231005"	"0004963"
"231005"	"0007885"
"231005"	"0007975"
"231050"	"0000343"
"231050"	"0000463"
"231050"	"0002240"
"231050"	"0000007"
"231050"	"0000767"
"231050"	"0001250"
"231050"	"0001263"
"231050"	"0001650"
"231050"	"0001792"
"231050"	"0004322"
"231050"	"0003196"
"231050"	"0004279"
"231050"	"0000311"
"231050"	"0001072"
"231050"	"0001773"
"231050"	"0003026"
"231050"	"0000938"
"231050"	"0000154"
"231050"	"0000319"
