?diseaseid	?hpoid
"601162"	"0007340"
"601162"	"0000012"
"601162"	"0001498"
"601162"	"0002127"
"601162"	"0007178"
"601162"	"0003700"
"601162"	"0007299"
"601163"	"0000316"
"601163"	"0000463"
"601163"	"0001159"
"601163"	"0000007"
"601163"	"0001770"
"601163"	"0000369"
"601163"	"0004209"
"601163"	"0002566"
"601163"	"0009827"
"601163"	"0000776"
"601163"	"0001539"
"601163"	"0002089"
"601163"	"0000029"
"601163"	"0000775"
"601163"	"0004331"
"601165"	"0000204"
"601165"	"0000316"
"601165"	"0000007"
"601165"	"0000272"
"601165"	"0012368"
"601165"	"0030680"
"601165"	"0001169"
"601165"	"0004279"
"601165"	"0001520"
"601165"	"0002566"
"601165"	"0009944"
"601165"	"0005469"
"601165"	"0005922"
"601165"	"0000157"
"601165"	"0002744"
"601165"	"0004510"
"601165"	"0003271"
"601170"	"0000007"
"601170"	"0002119"
"601170"	"0001272"
"601170"	"0002059"
"601170"	"0003429"
"601170"	"0003593"
"601170"	"0006808"
"601170"	"0011344"
"601170"	"0010628"
"601170"	"0003690"
"601170"	"0003324"
"601170"	"0003431"
"601170"	"0003458"
"601170"	"0003741"
"601170"	"0003327"
"601186"	"0000028"
"601186"	"0000431"
"601186"	"0000007"
"601186"	"0000126"
"601186"	"0001643"
"601186"	"0001252"
"601186"	"0001290"
"601186"	"0001629"
"601186"	"0001631"
"601186"	"0001636"
"601186"	"0001642"
"601186"	"0000347"
"601186"	"0000369"
"601186"	"0004322"
"601186"	"0001511"
"601186"	"0000581"
"601186"	"0000023"
"601186"	"0001680"
"601186"	"0000089"
"601186"	"0002627"
"601186"	"0004935"
"601186"	"0000013"
"601186"	"0000528"
"601186"	"0004712"
"601186"	"0000085"
"601186"	"0002187"
"601186"	"0000776"
"601186"	"0001660"
"601186"	"0000813"
"601186"	"0002089"
"601186"	"0007633"
"601186"	"0000125"
"601186"	"0001750"
"601186"	"0002093"
"601186"	"0009110"
"601186"	"0005156"
"601186"	"0005311"
"601186"	"0005944"
"601186"	"0006270"
"601187"	"0000007"
"601187"	"0001249"
"601187"	"0001250"
"601187"	"0004322"
"601187"	"0002750"
"601187"	"0002652"
"601187"	"0002866"
"601187"	"0003274"
"601187"	"0005638"
"601195"	"0001939"
"601195"	"0012463"
"601198"	"0000006"
"601198"	"0001250"
"601198"	"0004322"
"601198"	"0003401"
"601198"	"0002135"
"601198"	"0000121"
"601198"	"0003394"
"601198"	"0000787"
"601198"	"0002901"
"601198"	"0002900"
"601198"	"0002150"
"601198"	"0001281"
"601198"	"0002917"
"601198"	"0000848"
"601198"	"0012211"
"601198"	"0025425"
"601200"	"0000006"
"601200"	"0002885"
"601200"	"0002859"
"601200"	"0100528"
"601202"	"0000006"
"601202"	"0001134"
"601202"	"0000646"
"601214"	"0000007"
"601214"	"0025092"
"601214"	"0000982"
"601214"	"0001806"
"601214"	"0001640"
"601214"	"0001635"
"601214"	"0008404"
"601214"	"0001699"
"601214"	"0001645"
"601214"	"0011663"
"601214"	"0001279"
"601214"	"0011712"
"601214"	"0002212"
"601214"	"0001644"
"601214"	"0001962"
"601214"	"0000535"
"601214"	"0001030"
"601214"	"0006682"
"601214"	"0004751"
"601214"	"0006677"
"601214"	"0002224"
"601214"	"0010872"
"601214"	"0031193"
"601214"	"0100792"
"601216"	"0000327"
"601216"	"0000007"
"601216"	"0000303"
"601216"	"0004322"
"601216"	"0008450"
"601216"	"0002750"
"601216"	"0000926"
"601216"	"0000677"
"601216"	"0000691"
"601216"	"0001634"
"601216"	"0000705"
"601216"	"0000687"
"601216"	"0000998"
"601216"	"0002945"
"601216"	"0008441"
"601217"	"0001596"
"601217"	"0001256"
"601217"	"0001939"
"601217"	"0002069"
"601217"	"0000054"
"601217"	"0008734"
"601217"	"0000815"
"601217"	"0002224"
"601217"	"0040149"
"601220"	"0000939"
"601220"	"0001010"
"601220"	"0001107"
"601220"	"0040160"
"601223"	"0000006"
"601223"	"0001939"
"601224"	"0000431"
"601224"	"0000494"
"601224"	"0000954"
"601224"	"0001156"
"601224"	"0001249"
"601224"	"0001250"
"601224"	"0001252"
"601224"	"0000248"
"601224"	"0000337"
"601224"	"0000348"
"601224"	"0002697"
"601224"	"0003196"
"601224"	"0000286"
"601224"	"0000506"
"601224"	"0002645"
"601224"	"0000054"
"601224"	"0000322"
"601224"	"0000430"
"601224"	"0002714"
"601224"	"0004439"
"601224"	"0000262"
"601224"	"0002762"
"601224"	"0001466"
"601224"	"0005338"
"601224"	"0005650"
"601228"	"0000006"
"601228"	"0001438"
"601230"	"0000006"
"601230"	"0000989"
"601238"	"0000007"
"601238"	"0001252"
"601238"	"0001263"
"601238"	"0001290"
"601238"	"0000639"
"601238"	"0002066"
"601238"	"0001260"
"601238"	"0002136"
"601238"	"0002080"
"601277"	"0000007"
"601277"	"0000707"
"601277"	"0000982"
"601277"	"0001820"
"601277"	"0001438"
"601277"	"0001217"
"601277"	"0007431"
"601277"	"0000656"
"601287"	"0000007"
"601287"	"0003236"
"601287"	"0003560"
"601287"	"0002355"
"601287"	"0001714"
"601287"	"0008981"
"601287"	"0003691"
"601287"	"0007126"
"601287"	"0003391"
"601316"	"0000006"
"601316"	"0000407"
"601317"	"0000006"
"601317"	"0002321"
"601317"	"0008619"
"601319"	"0000007"
"601319"	"0001799"
"601319"	"0008383"
"601319"	"0001816"
"601319"	"0006337"
"601321"	"0000028"
"601321"	"0000316"
"601321"	"0000494"
"601321"	"0000508"
"601321"	"0000767"
"601321"	"0000006"
"601321"	"0001249"
"601321"	"0001263"
"601321"	"0001642"
"601321"	"0000272"
"601321"	"0005280"
"601321"	"0011800"
"601321"	"0000369"
"601321"	"0000470"
"601321"	"0004322"
"601321"	"0000286"
"601321"	"0002650"
"601321"	"0001328"
"601321"	"0000750"
"601321"	"0002967"
"601321"	"0001324"
"601321"	"0000465"
"601321"	"0001684"
"601321"	"0000256"
"601321"	"0000358"
"601321"	"0002162"
"601321"	"0007565"
"601321"	"0003006"
"601321"	"0012471"
"601321"	"0000997"
"601321"	"0009732"
"601321"	"0009734"
"601321"	"0009737"
"601321"	"0030052"
"601321"	"0000917"
"601321"	"0005272"
"601322"	"0000007"
"601322"	"0001631"
"601322"	"0001636"
"601322"	"0002335"
"601322"	"0002132"
"601322"	"0001321"
"601322"	"0001696"
"601331"	"0000007"
"601331"	"0000006"
"601331"	"0000083"
"601331"	"0000076"
"601331"	"0000110"
"601331"	"0003577"
"601331"	"0000800"
"601331"	"0002089"
"601331"	"0004719"
"601338"	"0000006"
"601338"	"0000648"
"601338"	"0000639"
"601338"	"0002066"
"601338"	"0000407"
"601338"	"0001332"
"601338"	"0001260"
"601338"	"0001269"
"601338"	"0001324"
"601338"	"0000618"
"601338"	"0002131"
"601338"	"0001761"
"601338"	"0002078"
"601338"	"0000529"
"601338"	"0001310"
"601338"	"0001284"
"601338"	"0000408"
"601338"	"0002311"
"601338"	"0006852"
"601341"	"0000951"
"601341"	"0007401"
"601344"	"0000006"
"601344"	"0004322"
"601344"	"0002944"
"601344"	"0004268"
"601344"	"0002812"
"601344"	"0008467"
"601344"	"0008423"
"601344"	"0008464"
"601344"	"0008473"
"601345"	"0000006"
"601345"	"0000956"
"601345"	"0004322"
"601345"	"0000668"
"601345"	"0001597"
"601345"	"0000677"
"601345"	"0000968"
"601345"	"0002209"
"601345"	"0000653"
"601345"	"0004482"
"601345"	"0000535"
"601345"	"0000695"
"601345"	"0004437"
"601345"	"0007387"
"601345"	"0007515"
"601345"	"0100038"
"601346"	"0000007"
"601346"	"0000047"
"601346"	"0001511"
"601346"	"0002566"
"601346"	"0002247"
"601346"	"0002594"
"601346"	"0002575"
"601346"	"0001734"
"601346"	"0005242"
"601346"	"0005235"
"601346"	"0005233"
"601346"	"0005245"
"601347"	"0000007"
"601347"	"0001263"
"601347"	"0001631"
"601347"	"0000272"
"601347"	"0002007"
"601347"	"0005280"
"601347"	"0011800"
"601347"	"0000369"
"601347"	"0004322"
"601347"	"0000160"
"601347"	"0000179"
"601347"	"0000963"
"601347"	"0000545"
"601347"	"0001875"
"601347"	"0002863"
"601347"	"0001659"
"601347"	"0000322"
"601347"	"0000076"
"601347"	"0001999"
"601347"	"0002721"
"601347"	"0004325"
"601347"	"0011220"
"601347"	"0005180"
"601347"	"0001903"
"601347"	"0002719"
"601347"	"0008734"
"601347"	"0004808"
"601347"	"0002570"
"601347"	"0002110"
"601347"	"0030037"
"601347"	"0007522"
"601348"	"0001629"
"601348"	"0001636"
"601348"	"0000347"
"601348"	"0000581"
"601348"	"0001839"
"601348"	"0012745"
"601348"	"0010954"
"601349"	"0000028"
"601349"	"0000175"
"601349"	"0000202"
"601349"	"0000204"
"601349"	"0000252"
"601349"	"0000568"
"601349"	"0001249"
"601349"	"0000303"
"601349"	"0000581"
"601349"	"0001839"
"601349"	"0000482"
"601349"	"0012745"
"601349"	"0001566"
"601349"	"0100678"
"601350"	"0000007"
"601350"	"0004322"
"601350"	"0001939"
"601350"	"0000774"
"601350"	"0000325"
"601350"	"0004482"
"601350"	"0000085"
"601350"	"0000308"
"601350"	"0002663"
"601350"	"0025369"
"601351"	"0000007"
"601351"	"0002342"
"601351"	"0004322"
"601351"	"0000023"
"601351"	"0001537"
"601351"	"0001510"
"601351"	"0000407"
"601351"	"0000325"
"601351"	"0000307"
"601351"	"0007678"
"601351"	"0002656"
"601351"	"0006499"
"601352"	"0000007"
"601352"	"0000252"
"601352"	"0001249"
"601352"	"0001250"
"601352"	"0002650"
"601352"	"0000280"
"601352"	"0002750"
"601352"	"0001007"
"601353"	"0000028"
"601353"	"0000049"
"601353"	"0000175"
"601353"	"0000316"
"601353"	"0000343"
"601353"	"0000494"
"601353"	"0001156"
"601353"	"0000007"
"601353"	"0001249"
"601353"	"0001250"
"601353"	"0001263"
"601353"	"0001290"
"601353"	"0002079"
"601353"	"0000248"
"601353"	"0000272"
"601353"	"0005280"
"601353"	"0000365"
"601353"	"0000369"
"601353"	"0000586"
"601353"	"0012368"
"601353"	"0008551"
"601353"	"0003196"
"601353"	"0002650"
"601353"	"0001182"
"601353"	"0000160"
"601353"	"0000527"
"601353"	"0000219"
"601353"	"0001510"
"601353"	"0002059"
"601353"	"0003187"
"601353"	"0003745"
"601353"	"0000518"
"601353"	"0001838"
"601353"	"0012385"
"601353"	"0000358"
"601353"	"0000046"
"601353"	"0002221"
"601353"	"0040019"
"601353"	"0000915"
"601353"	"0000917"
"601353"	"0000485"
"601355"	"0000175"
"601355"	"0000007"
"601355"	"0000252"
"601355"	"0001629"
"601355"	"0004467"
"601355"	"0000465"
"601355"	"0000430"
"601355"	"0002086"
"601355"	"0009882"
"601355"	"0000122"
"601355"	"0001660"
"601355"	"0002324"
"601356"	"0000007"
"601356"	"0002645"
"601356"	"0000926"
"601356"	"0007759"
"601356"	"0000413"
"601356"	"0001776"
"601356"	"0000256"
"601356"	"0003027"
"601356"	"0000260"
"601356"	"0011910"
"601356"	"0009826"
"601356"	"0005716"
"601356"	"0005720"
"601357"	"0001629"
"601357"	"0000369"
"601357"	"0001331"
"601357"	"0002650"
"601357"	"0003745"
"601357"	"0009827"
"601357"	"0003097"
"601357"	"0003577"
"601357"	"0000589"
"601357"	"0001539"
"601357"	"0001360"
"601357"	"0001849"
"601357"	"0002744"
"601357"	"0002006"
"601357"	"0007035"
"601358"	"0000028"
"601358"	"0000343"
"601358"	"0000463"
"601358"	"0000494"
"601358"	"0001156"
"601358"	"0000006"
"601358"	"0000252"
"601358"	"0001249"
"601358"	"0001250"
"601358"	"0000294"
"601358"	"0004322"
"601358"	"0002650"
"601358"	"0009803"
"601358"	"0010049"
"601358"	"0010743"
"601358"	"0001511"
"601358"	"0000179"
"601358"	"0001508"
"601358"	"0000154"
"601358"	"0000718"
"601358"	"0000964"
"601358"	"0002209"
"601358"	"0000687"
"601358"	"0001344"
"601358"	"0010864"
"601358"	"0000325"
"601358"	"0001852"
"601358"	"0002223"
"601358"	"0000232"
"601358"	"0012810"
"601358"	"0006237"
"601358"	"0045025"
"601358"	"0000446"
"601358"	"0007946"
"601358"	"0000289"
"601358"	"0002465"
"601360"	"0000007"
"601360"	"0009827"
"601363"	"0000006"
"601363"	"0002667"
"601367"	"0001297"
"601369"	"0000006"
"601369"	"0000360"
"601369"	"0002321"
"601369"	"0003676"
"601369"	"0011462"
"601369"	"0005102"
"601369"	"0008596"
"601369"	"0009591"
"601370"	"0004440"
"601370"	"0004443"
"601370"	"0008479"
"601370"	"0002673"
"601370"	"0009882"
"601370"	"0002507"
"601371"	"0100018"
"601372"	"0000518"
"601372"	"0002072"
"601372"	"0007747"
"601374"	"0000007"
"601374"	"0001762"
"601374"	"0000193"
"601374"	"0007268"
"601374"	"0007973"
"601374"	"0006893"
"601374"	"0007027"
"601374"	"0007265"
"601375"	"0000006"
"601375"	"0002209"
"601375"	"0002215"
"601375"	"0002286"
"601375"	"0000653"
"601375"	"0008404"
"601375"	"0002223"
"601375"	"0007529"
"601375"	"0001805"
"601375"	"0002225"
"601375"	"0010764"
"601375"	"0001662"
"601375"	"0004763"
"601376"	"0000007"
"601376"	"0008873"
"601376"	"0002984"
"601376"	"0003022"
"601376"	"0003097"
"601376"	"0003811"
"601376"	"0003038"
"601376"	"0005736"
"601376"	"0005623"
"601376"	"0001474"
"601376"	"0003930"
"601376"	"0005787"
"601376"	"0005825"
"601376"	"0005885"
"601376"	"0012792"
"601379"	"0000006"
"601379"	"0001249"
"601379"	"0001363"
"601379"	"0004322"
"601379"	"0000160"
"601379"	"0002714"
"601379"	"0007874"
"601382"	"0000007"
"601382"	"0001762"
"601382"	"0001270"
"601382"	"0002650"
"601382"	"0001425"
"601382"	"0010628"
"601382"	"0006958"
"601382"	"0003701"
"601382"	"0003693"
"601382"	"0002460"
"601382"	"0002936"
"601382"	"0003431"
"601382"	"0007208"
"601386"	"0000007"
"601386"	"0000478"
"601386"	"0000399"
"601389"	"0002023"
"601389"	"0000007"
"601389"	"0001762"
"601389"	"0004392"
"601389"	"0001177"
"601389"	"0001973"
"601389"	"0000089"
"601389"	"0000110"
"601389"	"0000912"
"601389"	"0002944"
"601389"	"0000891"
"601389"	"0001539"
"601389"	"0000796"
"601389"	"0008635"
"601390"	"0000316"
"601390"	"0000327"
"601390"	"0000431"
"601390"	"0000508"
"601390"	"0001388"
"601390"	"0002023"
"601390"	"0030084"
"601390"	"0000007"
"601390"	"0001762"
"601390"	"0001249"
"601390"	"0001290"
"601390"	"0001302"
"601390"	"0002079"
"601390"	"0000347"
"601390"	"0000272"
"601390"	"0000405"
"601390"	"0011800"
"601390"	"0000689"
"601390"	"0010554"
"601390"	"0008551"
"601390"	"0000218"
"601390"	"0000286"
"601390"	"0002650"
"601390"	"0000047"
"601390"	"0000581"
"601390"	"0000938"
"601390"	"0002652"
"601390"	"0001510"
"601390"	"0000407"
"601390"	"0000774"
"601390"	"0000413"
"601390"	"0000089"
"601390"	"0010044"
"601390"	"0004689"
"601390"	"0000260"
"601390"	"0000894"
"601390"	"0012745"
"601390"	"0000341"
"601390"	"0003577"
"601390"	"0001545"
"601390"	"0002714"
"601390"	"0000960"
"601390"	"0011968"
"601390"	"0002779"
"601390"	"0009879"
"601390"	"0002282"
"601390"	"0040079"
"601390"	"0010537"
"601390"	"0010804"
"601399"	"0000006"
"601399"	"0001873"
"601399"	"0002863"
"601399"	"0000978"
"601399"	"0002665"
"601399"	"0003006"
"601399"	"0000421"
"601399"	"0003010"
"601399"	"0004845"
"601399"	"0004808"
"601399"	"0003540"
"601410"	"0001511"
"601410"	"0001525"
"601410"	"0001944"
"601410"	"0003074"
"601410"	"0008255"
"601412"	"0000006"
"601412"	"0005101"
"601414"	"0000006"
"601414"	"0000662"
"601414"	"0000510"
"601414"	"0008043"
"601414"	"0000575"
"601414"	"0007987"
"601419"	"0000007"
"601419"	"0000006"
"601419"	"0002014"
"601419"	"0002019"
"601419"	"0001283"
"601419"	"0010628"
"601419"	"0011663"
"601419"	"0001639"
"601419"	"0001644"
"601419"	"0001723"
"601419"	"0002460"
"601419"	"0003458"
"601419"	"0001709"
"601419"	"0002600"
"601419"	"0002747"
"601419"	"0001662"
"601419"	"0000467"
"601419"	"0003694"
"601420"	"0000175"
"601420"	"0000204"
"601420"	"0000007"
"601420"	"0000252"
"601420"	"0001250"
"601420"	"0001263"
"601420"	"0002079"
"601420"	"0001177"
"601420"	"0000520"
"601427"	"0000765"
"601427"	"0000007"
"601427"	"0000470"
"601427"	"0001773"
"601427"	"0001510"
"601427"	"0001595"
"601427"	"0007700"
"601427"	"0000402"
"601427"	"0001385"
"601427"	"0000612"
"601427"	"0000164"
"601427"	"0001305"
"601427"	"0001321"
"601427"	"0000824"
"601427"	"0000851"
"601427"	"0002777"
"601427"	"0008736"
"601438"	"0001156"
"601438"	"0000007"
"601438"	"0008905"
"601438"	"0010049"
"601438"	"0010743"
"601438"	"0000926"
"601438"	"0005792"
"601438"	"0002812"
"601438"	"0005687"
"601449"	"0000007"
"601449"	"0008513"
"601449"	"0000381"
"601450"	"0000316"
"601450"	"0000431"
"601450"	"0001388"
"601450"	"0003502"
"601450"	"0001374"
"601450"	"0001643"
"601450"	"0000006"
"601450"	"0000272"
"601450"	"0012368"
"601450"	"0000286"
"601450"	"0000023"
"601450"	"0000076"
"601450"	"0001382"
"601450"	"0001655"
"601450"	"0005191"
"601453"	"0000006"
"601453"	"0000252"
"601453"	"0000668"
"601453"	"0002213"
"601453"	"0002299"
"601453"	"0000698"
"601453"	"0002217"
"601453"	"0008070"
"601453"	"0000694"
"601455"	"0000007"
"601455"	"0000365"
"601455"	"0003621"
"601455"	"0001265"
"601455"	"0001288"
"601455"	"0006958"
"601455"	"0003693"
"601455"	"0001284"
"601455"	"0002460"
"601455"	"0002936"
"601455"	"0003383"
"601455"	"0003481"
"601455"	"0003447"
"601455"	"0000762"
"601455"	"0000649"
"601455"	"0001155"
"601455"	"0004696"
"601455"	"0006916"
"601457"	"0000007"
"601457"	"0001508"
"601457"	"0002014"
"601457"	"0002090"
"601457"	"0004430"
"601457"	"0010976"
"601457"	"0000509"
"601457"	"0001369"
"601457"	"0000388"
"601457"	"0000265"
"601457"	"0003139"
"601457"	"0001287"
"601457"	"0005403"
"601457"	"0005390"
"601457"	"0008866"
"601462"	"0000508"
"601462"	"0000602"
"601462"	"0000007"
"601462"	"0000006"
"601462"	"0000218"
"601462"	"0003674"
"601462"	"0001260"
"601462"	"0002015"
"601462"	"0003324"
"601462"	"0011968"
"601462"	"0000597"
"601462"	"0003473"
"601462"	"0003554"
"601462"	"0003436"
"601462"	"0003443"
"601462"	"0004889"
"601466"	"0001410"
"601466"	"0001397"
"601466"	"0001987"
"601466"	"0012024"
"601466"	"0002480"
"601466"	"0012021"
"601466"	"0012022"
"601471"	"0000006"
"601471"	"0010628"
"601471"	"0003680"
"601471"	"0008000"
"601471"	"0012507"
"601472"	"0000006"
"601472"	"0002650"
"601472"	"0001265"
"601472"	"0003674"
"601472"	"0003677"
"601472"	"0001761"
"601472"	"0003693"
"601472"	"0001765"
"601472"	"0002936"
"601472"	"0003484"
"601472"	"0003392"
"601472"	"0003393"
"601472"	"0003426"
"601472"	"0003427"
"601472"	"0003435"
"601472"	"0009129"
"601477"	"0000007"
"601477"	"0003034"
"601492"	"0000007"
"601492"	"0000951"
"601492"	"0000403"
"601492"	"0005280"
"601492"	"0000193"
"601492"	"0004322"
"601492"	"0000176"
"601492"	"0002159"
"601492"	"0012069"
"601492"	"0003170"
"601493"	"0000006"
"601493"	"0001712"
"601493"	"0001635"
"601493"	"0001645"
"601493"	"0004308"
"601493"	"0001644"
"601493"	"0030682"
"601493"	"0006685"
"601494"	"0000006"
"601494"	"0001712"
"601494"	"0001635"
"601494"	"0001699"
"601494"	"0005110"
"601494"	"0001644"
"601494"	"0030682"
"601495"	"0000007"
"601495"	"0000403"
"601495"	"0001508"
"601495"	"0002014"
"601495"	"0002718"
"601495"	"0010976"
"601495"	"0003593"
"601495"	"0000509"
"601495"	"0001875"
"601495"	"0006532"
"601495"	"0002110"
"601495"	"0004432"
"601495"	"0011108"
"601495"	"0002743"
"601495"	"0100280"
"601499"	"0000028"
"601499"	"0000316"
"601499"	"0000327"
"601499"	"0000431"
"601499"	"0001627"
"601499"	"0000006"
"601499"	"0000238"
"601499"	"0000365"
"601499"	"0000303"
"601499"	"0030680"
"601499"	"0000668"
"601499"	"0000047"
"601499"	"0000023"
"601499"	"0000506"
"601499"	"0001537"
"601499"	"0000691"
"601499"	"0000501"
"601499"	"0007759"
"601499"	"0000482"
"601499"	"0000322"
"601499"	"0002025"
"601499"	"0000618"
"601499"	"0000232"
"601499"	"0007833"
"601518"	"0000006"
"601518"	"0002664"
"601518"	"0012125"
"601536"	"0000407"
"601536"	"0002194"
"601536"	"0000496"
"601536"	"0002363"
"601536"	"0009145"
"601539"	"0000431"
"601539"	"0001394"
"601539"	"0002240"
"601539"	"0000007"
"601539"	"0001250"
"601539"	"0001263"
"601539"	"0001290"
"601539"	"0011800"
"601539"	"0000444"
"601539"	"0000286"
"601539"	"0000648"
"601539"	"0000107"
"601539"	"0000750"
"601539"	"0000407"
"601539"	"0001319"
"601539"	"0010655"
"601539"	"0000510"
"601539"	"0003159"
"601539"	"0002415"
"601539"	"0001395"
"601543"	"0000006"
"601543"	"0000407"
"601544"	"0000006"
"601544"	"0000407"
"601547"	"0000006"
"601547"	"0000519"
"601547"	"0010695"
"601547"	"0007976"
"601549"	"0000007"
"601549"	"0000522"
"601549"	"0000584"
"601549"	"0000613"
"601552"	"0000494"
"601552"	"0000007"
"601552"	"0000568"
"601552"	"0000689"
"601552"	"0000444"
"601552"	"0000445"
"601552"	"0000278"
"601552"	"0000448"
"601552"	"0001999"
"601552"	"0001083"
"601552"	"0001089"
"601552"	"0003683"
"601553"	"0000007"
"601553"	"0001597"
"601553"	"0007663"
"601553"	"0000618"
"601553"	"0000164"
"601553"	"0000548"
"601553"	"0001006"
"601553"	"0007754"
"601553"	"0003777"
"601559"	"0000954"
"601559"	"0000007"
"601559"	"0001252"
"601559"	"0001290"
"601559"	"0002092"
"601559"	"0000347"
"601559"	"0000272"
"601559"	"0002007"
"601559"	"0003015"
"601559"	"0011800"
"601559"	"0000369"
"601559"	"0000470"
"601559"	"0004322"
"601559"	"0003196"
"601559"	"0002650"
"601559"	"0009803"
"601559"	"0001609"
"601559"	"0000939"
"601559"	"0002756"
"601559"	"0000963"
"601559"	"0000682"
"601559"	"0007759"
"601559"	"0001181"
"601559"	"0002987"
"601559"	"0006380"
"601559"	"0002486"
"601559"	"0002015"
"601559"	"0002982"
"601559"	"0012332"
"601559"	"0008824"
"601559"	"0005736"
"601559"	"0012745"
"601559"	"0001611"
"601559"	"0000883"
"601559"	"0002104"
"601559"	"0002980"
"601559"	"0001954"
"601559"	"0009465"
"601559"	"0000935"
"601559"	"0012810"
"601559"	"0011968"
"601559"	"0002089"
"601559"	"0003037"
"601559"	"0002093"
"601559"	"0007328"
"601559"	"0004684"
"601559"	"0004964"
"601559"	"0009185"
"601559"	"0005830"
"601559"	"0000321"
"601559"	"0001883"
"601559"	"0005089"
"601559"	"0100865"
"601559"	"0000205"
"601559"	"0010298"
"601559"	"0006844"
"601559"	"0007610"
"601559"	"0004980"
"601560"	"0000175"
"601560"	"0000316"
"601560"	"0001156"
"601560"	"0001371"
"601560"	"0000767"
"601560"	"0001762"
"601560"	"0000347"
"601560"	"0008905"
"601560"	"0100864"
"601560"	"0000369"
"601560"	"0000455"
"601560"	"0002650"
"601560"	"0003083"
"601560"	"0001511"
"601560"	"0002857"
"601560"	"0003745"
"601560"	"0003097"
"601560"	"0005792"
"601560"	"0001840"
"601560"	"0003038"
"601560"	"0000358"
"601560"	"0000582"
"601560"	"0002812"
"601560"	"0010582"
"601560"	"0003370"
"601560"	"0003090"
"601560"	"0002654"
"601560"	"0006167"
"601561"	"0000175"
"601561"	"0000007"
"601561"	"0000272"
"601561"	"0003015"
"601561"	"0004322"
"601561"	"0003026"
"601561"	"0000926"
"601561"	"0000501"
"601561"	"0002987"
"601561"	"0003273"
"601561"	"0000520"
"601561"	"0000260"
"601561"	"0000268"
"601561"	"0002983"
"601561"	"0002663"
"601561"	"0005622"
"601583"	"0000006"
"601583"	"0001428"
"601583"	"0002667"
"601596"	"0000007"
"601596"	"0003812"
"601596"	"0001270"
"601596"	"0000365"
"601596"	"0002650"
"601596"	"0001425"
"601596"	"0000639"
"601596"	"0001291"
"601596"	"0040078"
"601596"	"0010628"
"601596"	"0001761"
"601596"	"0003693"
"601596"	"0002460"
"601596"	"0002936"
"601596"	"0003431"
"601596"	"0002355"
"601596"	"0012473"
"601596"	"0001308"
"601596"	"0000764"
"601596"	"0003387"
"601596"	"0003484"
"601596"	"0003400"
"601596"	"0004466"
"601596"	"0007107"
"601596"	"0007695"
"601606"	"0000006"
"601606"	"0003581"
"601606"	"0002671"
"601608"	"0000007"
"601608"	"0001973"
"601608"	"0001258"
"601608"	"0004844"
"601612"	"0000007"
"601612"	"0001643"
"601612"	"0001671"
"601612"	"0001680"
"601612"	"0003811"
"601612"	"0003577"
"601612"	"0002093"
"601612"	"0005944"
"601612"	"0100682"
"601616"	"0000006"
"601616"	"0011523"
"601626"	"0000006"
"601626"	"0004808"
"601631"	"0000006"
"601631"	"0000501"
"601631"	"0000659"
"601631"	"0000558"
"601631"	"0002280"
"601631"	"0000627"
"601631"	"0001492"
"601631"	"0009918"
"601631"	"0007990"
"601631"	"0007905"
"601631"	"0001320"
"601634"	"0001939"
"601634"	"0010301"
"601650"	"0000006"
"601650"	"0001609"
"601650"	"0003581"
"601650"	"0003001"
"601650"	"0006824"
"601650"	"0008629"
"601650"	"0030074"
"601650"	"0001605"
"601650"	"0001686"
"601650"	"0002886"
"601650"	"0006715"
"601665"	"0000007"
"601665"	"0000006"
"601665"	"0003812"
"601665"	"0001513"
"601665"	"0010982"
"601665"	"0012340"
"601665"	"0031819"
"601666"	"0000819"
"601666"	"0100651"
"601668"	"0000007"
"601668"	"0000951"
"601668"	"0003015"
"601668"	"0100864"
"601668"	"0001182"
"601668"	"0002857"
"601668"	"0000926"
"601668"	"0000677"
"601668"	"0000707"
"601668"	"0000592"
"601668"	"0003301"
"601668"	"0006429"
"601668"	"0010585"
"601668"	"0003508"
"601668"	"0010584"
"601668"	"0003071"
"601668"	"0001238"
"601668"	"0009183"
"601668"	"0002651"
"601668"	"0003025"
"601668"	"0002868"
"601668"	"0006290"
"601668"	"0006304"
"601668"	"0006339"
"601675"	"0000486"
"601675"	"0000765"
"601675"	"0001371"
"601675"	"0000007"
"601675"	"0000252"
"601675"	"0000568"
"601675"	"0001249"
"601675"	"0001792"
"601675"	"0004322"
"601675"	"0000135"
"601675"	"0002213"
"601675"	"0000962"
"601675"	"0002099"
"601675"	"0000639"
"601675"	"0000750"
"601675"	"0000958"
"601675"	"0000992"
"601675"	"0001480"
"601675"	"0000278"
"601675"	"0000613"
"601675"	"0000518"
"601675"	"0002299"
"601675"	"0000482"
"601675"	"0008404"
"601675"	"0000411"
"601675"	"0002671"
"601675"	"0000271"
"601675"	"0001019"
"601675"	"0008070"
"601675"	"0002028"
"601675"	"0002860"
"601675"	"0001518"
"601675"	"0002719"
"601675"	"0001097"
"601675"	"0002024"
"601675"	"0007479"
"601675"	"0004315"
"601675"	"0001808"
"601675"	"0001009"
"601675"	"0009886"
"601675"	"0005214"
"601675"	"0010719"
"601675"	"0007519"
"601678"	"0000007"
"601678"	"0001249"
"601678"	"0001250"
"601678"	"0001263"
"601678"	"0004322"
"601678"	"0001425"
"601678"	"0003401"
"601678"	"0000938"
"601678"	"0001508"
"601678"	"0002014"
"601678"	"0002019"
"601678"	"0000859"
"601678"	"0000121"
