?diseaseid	?meshid
"600807"	D016335
"600807"	D002634
"600807"	D005821
"600807"	D011976
"600807"	D016179
"600807"	D017737
"600807"	D018949
"600807"	D012137
"600807"	D002412
"600807"	D026403
"600807"	D041681
"600807"	D015847
"600807"	D000318
"600807"	D001993
"600807"	D005541
"600807"	D007073
"600807"	D016210
"600807"	D017667
"600807"	D020218
"600807"	D001992
"600807"	D012463
"600807"	D050981
"600807"	D050982
"600807"	D009077
"600807"	D005803
"600807"	D005227
"600807"	D008805
"600807"	D011312
"600807"	D010744
"600807"	D050990
"600807"	D051059
"600807"	D015230
"600807"	D012701
"600807"	D011951
"600807"	D018900
"600807"	D024642
"600807"	D009093
"600807"	D001285
"600807"	D018079
"600807"	D008407
"600807"	D007763
"600807"	D010047
"600807"	D018418
"600807"	D019169
"600807"	D050800
"600807"	D003364
"600807"	D011786
"600807"	D052247
"600807"	D016660
"600807"	D007155
"600807"	D008233
"600807"	D018664
"600807"	D019264
"600807"	D011991
"600807"	D004167
"600807"	D018124
"600807"	D012129
"600807"	D010991
"600807"	D015848
"600807"	D020545
"600807"	D000485
"600807"	D014598
"600807"	D009942
"600807"	D010544
"600807"	D006969
"600807"	D001985
"600807"	D008925
"600807"	D011852
"600807"	D016535
"600807"	D017455
"600807"	D019742
"600807"	D053474
"600807"	D054413
"600807"	D054423
"600807"	D053592
"600807"	D016906
"600807"	D005540
"600807"	D014797
"600807"	D000403
"600807"	D002217
"600807"	D059951
"600807"	D012132
"600807"	D051257
"600807"	D018793
"600807"	D012471
"600807"	D004281
"600807"	D000336
"600807"	D050556
"600807"	D051571
"600807"	D002951
"600807"	D013023
"600807"	D011982
"600807"	D008170
"600807"	D019343
"600807"	D007097
"600807"	D047209
"600807"	D055610
"600807"	D019948
"600807"	D016085
"600807"	D002656
"600807"	D003058
"600807"	D010277
"600807"	D012495
"600807"	D015926
"600807"	D016084
"600807"	D026422
"600807"	D039741
"600807"	D051038
"600807"	D053418
"600807"	D053660
"600807"	D053661
"600807"	D060765
"137580"	D000015
"137580"	D000293
"137580"	D000328
"137580"	D002648
"137580"	D002675
"137580"	D005799
"137580"	D005808
"137580"	D006579
"137580"	D006801
"137580"	D008875
"137580"	D010375
"137580"	D000367
"137580"	D000368
"137580"	D000369
"137580"	D000483
"137580"	D000818
"137580"	D001483
"137580"	D002877
"137580"	D002894
"137580"	D004195
"137580"	D004198
"137580"	D004200
"137580"	D005190
"137580"	D005786
"137580"	D005787
"137580"	D005838
"137580"	D007297
"137580"	D008040
"137580"	D008126
"137580"	D008957
"137580"	D009426
"137580"	D009679
"137580"	D010641
"137580"	D010865
"137580"	D011110
"137580"	D011247
"137580"	D011401
"137580"	D012091
"137580"	D012189
"137580"	D012306
"137580"	D012307
"137580"	D012333
"137580"	D012737
"137580"	D014430
"137580"	D014644
"137580"	D015331
"137580"	D015810
"137580"	D015994
"137580"	D016022
"137580"	D016133
"137580"	D018076
"137580"	D018740
"137580"	D018895
"137580"	D020022
"137580"	D020133
"137580"	D020641
"137580"	D044465
"137580"	D051379
"137580"	D002869
"137580"	D002874
"137580"	D005500
"137580"	D005826
"137580"	D007223
"137580"	D007422
"137580"	D009154
"137580"	D009626
"137580"	D011379
"137580"	D012689
"137580"	D014157
"137580"	D014427
"137580"	D016368
"137580"	D025063
"137580"	D001921
"137580"	D001927
"137580"	D004252
"137580"	D005192
"137580"	D019683
"137580"	D009765
"137580"	D000375
"137580"	D000437
"137580"	D000595
"137580"	D001549
"137580"	D002851
"137580"	D003001
"137580"	D003360
"137580"	D004247
"137580"	D004298
"137580"	D005006
"137580"	D005091
"137580"	D005796
"137580"	D005819
"137580"	D005820
"137580"	D005828
"137580"	D006239
"137580"	D006720
"137580"	D007700
"137580"	D008099
"137580"	D008969
"137580"	D012016
"137580"	D013624
"137580"	D014158
"137580"	D014178
"137580"	D015342
"137580"	D017448
"137580"	D018492
"137580"	D019966
"137580"	D024101
"137580"	D044469
"137580"	D001722
"137580"	D001724
"137580"	D002872
"137580"	D002878
"137580"	D002886
"137580"	D004843
"137580"	D005220
"137580"	D007438
"137580"	D008954
"137580"	D009483
"137580"	D010290
"137580"	D011795
"137580"	D012008
"137580"	D012106
"137580"	D012107
"137580"	D012150
"137580"	D012720
"137580"	D014429
"137580"	D015139
"137580"	D015995
"137580"	D017422
"137580"	D018570
"137580"	D030342
"137580"	D035781
"137580"	D002531
"137580"	D002871
"137580"	D004739
"137580"	D007091
"137580"	D007621
"137580"	D008214
"137580"	D008279
"137580"	D008565
"137580"	D009006
"137580"	D009035
"137580"	D009460
"137580"	D017404
"137580"	D017668
"137580"	D002908
"137580"	D007558
"137580"	D012744
"137580"	D014364
"137580"	D002887
"137580"	D002889
"137580"	D002893
"137580"	D002895
"137580"	D002897
"137580"	D018244
"137580"	D002898
"137580"	D013223
"137580"	D055815
"137580"	D002880
"137580"	D005197
"137580"	D011506
"137580"	D049671
"137580"	D001289
"137580"	D002170
"137580"	D002883
"137580"	D002884
"137580"	D002896
"137580"	D002899
"137580"	D006306
"137580"	D009069
"137580"	D009419
"137580"	D009422
"137580"	D011792
"137580"	D012148
"137580"	D015897
"137580"	D017403
"137580"	D018709
"137580"	D020189
"137580"	D018389
"137580"	D010450
"137580"	D016415
"137580"	D002882
"137580"	D002890
"137580"	D004912
"137580"	D012075
"137580"	D013019
"137580"	D015723
"137580"	D015894
"137580"	D001321
"137580"	D001519
"137580"	D018628
"137580"	D005189
"137580"	D009656
"137580"	D011336
"137580"	D007585
"137580"	D000704
"137580"	D011954
"137580"	D016013
"137580"	D016555
"137580"	D019655
"137580"	D019964
"137580"	D020413
"137580"	D055106
"137580"	D005809
"137580"	D008677
"137580"	D000316
"137580"	D009638
"137580"	D015899
"137580"	D001523
"137580"	D001923
"137580"	D001931
"137580"	D005625
"137580"	D008487
"137580"	D008869
"137580"	D009043
"137580"	D012984
"137580"	D015415
"137580"	D020440
"137580"	D003951
"137580"	D009462
"137580"	D004261
"137580"	D006220
"137580"	D011759
"137580"	D007407
"137580"	D020161
"137580"	D007446
"137580"	D007859
"137580"	D013064
"137580"	D015321
"137580"	D019457
"137580"	D020451
"137580"	D020732
"137580"	D004410
"137580"	D017421
"137580"	D010713
"137580"	D014754
"137580"	D005215
"137580"	D007041
"137580"	D011955
"137580"	D014705
"137580"	D005824
"137580"	D002657
"137580"	D017063
"137580"	D002421
"137580"	D003342
"137580"	D006719
"137580"	D011699
"137580"	D050956
"137580"	D017447
"137580"	D004299
"137580"	D012453
"137580"	D004269
"137580"	D020223
"137580"	D002415
"137580"	D002097
"137580"	D000697
"137580"	D008774
"137580"	D016172
"137580"	D020389
"137580"	D012652
"137580"	D016728
"137580"	D000374
"137580"	D000786
"137580"	D001007
"137580"	D003913
"137580"	D009771
"137580"	D012701
"137580"	D015102
"137580"	D007370
"137580"	D022202
"137580"	D020131
"137580"	D010640
"137580"	D001521
"137580"	D007049
"137580"	D014366
"137580"	D002876
"137580"	D000300
"137580"	D007003
"137580"	D011869
"137580"	D049031
"137580"	D005879
"137580"	D010361
"137580"	D011613
"137580"	D002659
"137580"	D000228
"137580"	D000661
"137580"	D001435
"137580"	D001526
"137580"	D003192
"137580"	D005084
"137580"	D005219
"137580"	D006640
"137580"	D006916
"137580"	D007062
"137580"	D008032
"137580"	D008093
"137580"	D009769
"137580"	D010200
"137580"	D010262
"137580"	D010698
"137580"	D010976
"137580"	D011570
"137580"	D011574
"137580"	D012660
"137580"	D012725
"137580"	D012958
"137580"	D013342
"137580"	D013475
"137580"	D013981
"137580"	D014150
"137580"	D017367
"137580"	D020323
"127750"	D000328
"127750"	D005799
"127750"	D006801
"127750"	D008875
"127750"	D010375
"127750"	D000368
"127750"	D000369
"127750"	D000483
"127750"	D000818
"127750"	D001483
"127750"	D005787
"127750"	D005838
"127750"	D007150
"127750"	D010641
"127750"	D012307
"127750"	D012333
"127750"	D013997
"127750"	D014057
"127750"	D015153
"127750"	D016022
"127750"	D016133
"127750"	D017346
"127750"	D017931
"127750"	D018740
"127750"	D018895
"127750"	D020022
"127750"	D020133
"127750"	D051379
"127750"	D003241
"127750"	D003937
"127750"	D008661
"127750"	D008854
"127750"	D008958
"127750"	D009154
"127750"	D001921
"127750"	D001927
"127750"	D002540
"127750"	D004252
"127750"	D005192
"127750"	D017809
"127750"	D000375
"127750"	D000595
"127750"	D002460
"127750"	D004777
"127750"	D005091
"127750"	D005819
"127750"	D006239
"127750"	D006580
"127750"	D006720
"127750"	D007564
"127750"	D008969
"127750"	D010766
"127750"	D014018
"127750"	D014162
"127750"	D017354
"127750"	D051381
"127750"	D001284
"127750"	D001344
"127750"	D001933
"127750"	D005998
"127750"	D009483
"127750"	D009929
"127750"	D012106
"127750"	D012150
"127750"	D015870
"127750"	D019943
"127750"	D020125
"127750"	D002871
"127750"	D007839
"127750"	D008279
"127750"	D008565
"127750"	D009460
"127750"	D014786
"127750"	D017386
"127750"	D017404
"127750"	D017668
"127750"	D018450
"127750"	D007558
"127750"	D009329
"127750"	D011392
"127750"	D012694
"127750"	D014861
"127750"	D020869
"127750"	D003062
"127750"	D007930
"127750"	D002352
"127750"	D008970
"127750"	D011506
"127750"	D020411
"127750"	D006212
"127750"	D009419
"127750"	D009474
"127750"	D013378
"127750"	D015897
"127750"	D002479
"127750"	D002417
"127750"	D016415
"127750"	D020033
"127750"	D001216
"127750"	D003072
"127750"	D005823
"127750"	D012015
"127750"	D013045
"127750"	D009410
"127750"	D003550
"127750"	D018628
"127750"	D011498
"127750"	D013912
"127750"	D006624
"127750"	D018377
"127750"	D051843
"127750"	D051844
"127750"	D003577
"127750"	D015899
"127750"	D000535
"127750"	D000544
"127750"	D000682
"127750"	D001057
"127750"	D001479
"127750"	D001923
"127750"	D001931
"127750"	D003704
"127750"	D005625
"127750"	D005947
"127750"	D007532
"127750"	D007562
"127750"	D009454
"127750"	D010300
"127750"	D011328
"127750"	D011581
"127750"	D012426
"127750"	D014055
"127750"	D016229
"127750"	D016631
"127750"	D019389
"127750"	D020440
"127750"	D025801
"127750"	D053764
"127750"	D053766
"127750"	D058225
"127750"	D004594
"127750"	D009886
"127750"	D017385
"127750"	D020734
"127750"	D000679
"127750"	D044767
"127750"	D006899
"127750"	D013494
"127750"	D020961
"127750"	D009801
"127750"	D003342
"127750"	D005133
"127750"	D008636
"127750"	D050483
"127750"	D005962
"127750"	D010302
"127750"	D004361
"127750"	D008125
"127750"	D013377
"127750"	D019578
"127750"	D019579
"127750"	D019851
"127750"	D020187
"127750"	D051846
"260570"	D000328
"260570"	D006801
"260570"	D002455
"260570"	D002467
"260570"	D005334
"260570"	D010146
"260570"	D000005
"260570"	D004804
"260570"	D009504
"260570"	D010381
"600631"	D000293
"600631"	D002648
"600631"	D002675
"600631"	D005799
"600631"	D006801
"600631"	D010375
"600631"	D005838
"600631"	D008040
"600631"	D008126
"600631"	D002874
"600631"	D005192
"600631"	D002881
"600631"	D005819
"600631"	D003718
"600631"	D002882
"600631"	D004775
"600808"	D002648
"600808"	D002675
"600808"	D006801
"600808"	D010375
"600808"	D005838
"600808"	D008040
"600808"	D002874
"600808"	D005192
"600808"	D002881
"600808"	D005819
"600808"	D004775
"300494"	D000293
"300494"	D000328
"300494"	D002648
"300494"	D006801
"300494"	D008875
"300494"	D010375
"300494"	D001483
"300494"	D008040
"300494"	D012333
"300494"	D018076
"300494"	D009154
"300494"	D001921
"300494"	D000595
"300494"	D008969
"300494"	D008565
"300494"	D017386
"300494"	D041321
"300494"	D011569
"300494"	D020869
"300494"	D002352
"300494"	D009419
"300494"	D001321
"300494"	D015816
"300494"	D011594
"300494"	D015588
"300494"	D020817
"107550"	D000015
"107550"	D000293
"107550"	D000328
"107550"	D006801
"107550"	D013577
"107550"	D004200
"107550"	D011247
"107550"	D007223
"107550"	D007231
"107550"	D001017
"107550"	D004374
"107550"	D006330
"107550"	D006345
"107550"	D008607
"107550"	D012160
"107550"	D003103
"107550"	D012640
"107550"	D004562
"107550"	D000790
"107550"	D001015
"107550"	D003330
"107550"	D005153
"107550"	D006328
"107550"	D009506
"137750"	D000293
"137750"	D000328
"137750"	D002648
"137750"	D002675
"137750"	D005799
"137750"	D006801
"137750"	D008875
"137750"	D010375
"137750"	D000367
"137750"	D000368
"137750"	D000369
"137750"	D000483
"137750"	D000818
"137750"	D001483
"137750"	D002894
"137750"	D005190
"137750"	D005786
"137750"	D005787
"137750"	D005838
"137750"	D008040
"137750"	D008126
"137750"	D010641
"137750"	D011110
"137750"	D011401
"137750"	D012091
"137750"	D012307
"137750"	D012333
"137750"	D012737
"137750"	D013548
"137750"	D015153
"137750"	D016022
"137750"	D016133
"137750"	D017931
"137750"	D018740
"137750"	D018895
"137750"	D020022
"137750"	D051379
"137750"	D002874
"137750"	D005826
"137750"	D008958
"137750"	D009154
"137750"	D014157
"137750"	D004252
"137750"	D000595
"137750"	D001741
"137750"	D002460
"137750"	D002851
"137750"	D004247
"137750"	D005796
"137750"	D005819
"137750"	D005820
"137750"	D006239
"137750"	D006580
"137750"	D007723
"137750"	D008810
"137750"	D008969
"137750"	D011995
"137750"	D017354
"137750"	D002872
"137750"	D002878
"137750"	D003430
"137750"	D003718
"137750"	D005123
"137750"	D005602
"137750"	D006023
"137750"	D008807
"137750"	D008822
"137750"	D012150
"137750"	D015995
"137750"	D019076
"137750"	D020125
"137750"	D005654
"137750"	D007498
"137750"	D007908
"137750"	D008967
"137750"	D014792
"137750"	D015183
"137750"	D017668
"137750"	D018807
"137750"	D008137
"137750"	D015152
"137750"	D002893
"137750"	D009687
"137750"	D018244
"137750"	D019556
"137750"	D018703
"137750"	D002170
"137750"	D002899
"137750"	D011792
"137750"	D017403
"137750"	D018398
"137750"	D018389
"137750"	D002890
"137750"	D005973
"137750"	D015894
"137750"	D016923
"137750"	D018014
"137750"	D001766
"137750"	D005853
"137750"	D001224
"137750"	D006639
"137750"	D007194
"137750"	D040641
"137750"	D000305
"137750"	D003577
"137750"	D004276
"137750"	D003598
"137750"	D016324
"137750"	D005901
"137750"	D014130
"137750"	D009900
"137750"	D017510
"137750"	D014443
"137750"	D002522
"137750"	D053595
"137750"	D009901
"137750"	D005136
"137750"	D007429
"137750"	D020287
"137750"	D017433
"137750"	D009216
"137750"	D005902
"137750"	D009898
"137750"	D014794
"137750"	D018160
"137750"	D001189
"137750"	D006068
"137750"	D013648
"137750"	D009798
"137750"	D014129
"137750"	D004728
"137750"	D018274
"137750"	D012165
"137750"	D001082
"137750"	D014207
"137750"	D014943
"137750"	D015987
"137750"	D017461
"137750"	D020675
"146255"	D000293
"146255"	D000328
"146255"	D002648
"146255"	D002675
"146255"	D005799
"146255"	D005808
"146255"	D006579
"146255"	D006801
"146255"	D006972
"146255"	D008875
"146255"	D010375
"146255"	D013577
"146255"	D000368
"146255"	D000818
"146255"	D001483
"146255"	D010641
"146255"	D051379
"146255"	D002869
"146255"	D002874
"146255"	D003241
"146255"	D007223
"146255"	D007231
"146255"	D007668
"146255"	D007676
"146255"	D009154
"146255"	D016368
"146255"	D025063
"146255"	D004252
"146255"	D005192
"146255"	D014034
"146255"	D000595
"146255"	D002681
"146255"	D003001
"146255"	D004247
"146255"	D005819
"146255"	D006239
"146255"	D008969
"146255"	D014178
"146255"	D017353
"146255"	D017354
"146255"	D044466
"146255"	D002872
"146255"	D009030
"146255"	D012008
"146255"	D013030
"146255"	D000159
"146255"	D002871
"146255"	D003638
"146255"	D006319
"146255"	D007621
"146255"	D008214
"146255"	D009006
"146255"	D017384
"146255"	D017404
"146255"	D001763
"146255"	D018244
"146255"	D002879
"146255"	D002898
"146255"	D007011
"146255"	D002118
"146255"	D019556
"146255"	D002658
"146255"	D004268
"146255"	D010280
"146255"	D018389
"146255"	D015534
"146255"	D009404
"146255"	D002544
"146255"	D006429
"146255"	D020440
"146255"	D020161
"146255"	D009759
"146255"	D016335
"146255"	D004062
"146255"	D050990
"146255"	D005183
"146255"	D005836
"215140"	D000015
"215140"	D000328
"215140"	D004392
"215140"	D005808
"215140"	D006228
"215140"	D006579
"215140"	D006801
"215140"	D013577
"215140"	D014960
"215140"	D000483
"215140"	D000818
"215140"	D001483
"215140"	D002784
"215140"	D004195
"215140"	D005838
"215140"	D008040
"215140"	D010641
"215140"	D011247
"215140"	D016019
"215140"	D017931
"215140"	D051379
"215140"	D001842
"215140"	D003241
"215140"	D003937
"215140"	D005315
"215140"	D006831
"215140"	D008661
"215140"	D009154
"215140"	D018345
"215140"	D001921
"215140"	D004252
"215140"	D006367
"215140"	D016216
"215140"	D005347
"215140"	D006720
"215140"	D008810
"215140"	D008969
"215140"	D000025
"215140"	D001848
"215140"	D002356
"215140"	D002806
"215140"	D005804
"215140"	D006132
"215140"	D008954
"215140"	D009999
"215140"	D010009
"215140"	D011261
"215140"	D017422
"215140"	D020125
"215140"	D017689
"215140"	D008817
"215140"	D001847
"215140"	D009685
"215140"	D011817
"215140"	D008659
"215140"	D002114
"215140"	D004487
"215140"	D012441
"215140"	D007057
"215140"	D029701
"215140"	D045744
"215140"	D008855
"215140"	D015160
"215140"	D010088
"215140"	D018160
"215140"	D019082
"215140"	D044925
"215140"	D000028
"215140"	D013261
"215140"	D008052
"215140"	D040181
"215140"	D008956
"215140"	D010381
"215140"	D018191
"181000"	D000293
"181000"	D000328
"181000"	D002648
"181000"	D002675
"181000"	D006801
"181000"	D008875
"181000"	D010375
"181000"	D000367
"181000"	D000368
"181000"	D000483
"181000"	D004797
"181000"	D005787
"181000"	D009657
"181000"	D010641
"181000"	D011110
"181000"	D011401
"181000"	D011446
"181000"	D012189
"181000"	D012307
"181000"	D014481
"181000"	D015994
"181000"	D016022
"181000"	D016133
"181000"	D017931
"181000"	D020022
"181000"	D020641
"181000"	D044383
"181000"	D044465
"181000"	D011379
"181000"	D001706
"181000"	D004777
"181000"	D005828
"181000"	D006239
"181000"	D006580
"181000"	D007564
"181000"	D012107
"181000"	D013902
"181000"	D015995
"181000"	D000941
"181000"	D005128
"181000"	D008214
"181000"	D012164
"181000"	D014792
"181000"	D006680
"181000"	D017678
"181000"	D027682
"181000"	D006650
"181000"	D008198
"181000"	D012882
"181000"	D015894
"181000"	D011044
"181000"	D001798
"181000"	D005858
"181000"	D005843
"181000"	D017677
"181000"	D011241
"181000"	D006684
"181000"	D014822
"181000"	D004812
"181000"	D001681
"181000"	D003424
"181000"	D012507
"181000"	D005802
"181000"	D014605
"181000"	D059811
"181000"	D008171
"181000"	D015862
"181000"	D015803
"181000"	D018840
"181000"	D014397
"181000"	D013587
"181000"	D016898
"181000"	D014376
"181000"	D018664
"181000"	D007372
"181000"	D015795
"181000"	D014374
"181000"	D029082
"256700"	D000293
"256700"	D000328
"256700"	D002648
"256700"	D002675
"256700"	D005799
"256700"	D006579
"256700"	D006801
"256700"	D008875
"256700"	D010375
"256700"	D014960
"256700"	D000367
"256700"	D000368
"256700"	D000483
"256700"	D000818
"256700"	D001483
"256700"	D002478
"256700"	D002877
"256700"	D004198
"256700"	D005786
"256700"	D005787
"256700"	D005822
"256700"	D005838
"256700"	D008040
"256700"	D008403
"256700"	D008957
"256700"	D010641
"256700"	D011110
"256700"	D011247
"256700"	D012091
"256700"	D012307
"256700"	D012333
"256700"	D012737
"256700"	D013997
"256700"	D014057
"256700"	D014481
"256700"	D015151
"256700"	D015994
"256700"	D016019
"256700"	D016022
"256700"	D016133
"256700"	D017931
"256700"	D018076
"256700"	D018895
"256700"	D020022
"256700"	D020133
"256700"	D020641
"256700"	D051379
"256700"	D002869
"256700"	D002874
"256700"	D003937
"256700"	D005500
"256700"	D007223
"256700"	D007231
"256700"	D007668
"256700"	D009154
"256700"	D011379
"256700"	D014157
"256700"	D018345
"256700"	D025063
"256700"	D004252
"256700"	D005192
"256700"	D006367
"256700"	D012878
"256700"	D017809
"256700"	D049109
"256700"	D013781
"256700"	D000375
"256700"	D000595
"256700"	D001665
"256700"	D002460
"256700"	D002470
"256700"	D003001
"256700"	D004247
"256700"	D004249
"256700"	D004262
"256700"	D004298
"256700"	D004777
"256700"	D005784
"256700"	D005796
"256700"	D005810
"256700"	D005819
"256700"	D006720
"256700"	D006822
"256700"	D007527
"256700"	D008099
"256700"	D008969
"256700"	D009693
"256700"	D010766
"256700"	D014162
"256700"	D014178
"256700"	D014407
"256700"	D015342
"256700"	D016017
"256700"	D017353
"256700"	D017354
"256700"	D019143
"256700"	D051381
"256700"	D001344
"256700"	D002454
"256700"	D002642
"256700"	D002872
"256700"	D002878
"256700"	D002886
"256700"	D008807
"256700"	D008822
"256700"	D008954
"256700"	D009447
"256700"	D009456
"256700"	D010336
"256700"	D011248
"256700"	D011505
"256700"	D011518
"256700"	D012008
"256700"	D012150
"256700"	D013899
"256700"	D015139
"256700"	D015996
"256700"	D016147
"256700"	D017422
"256700"	D018095
"256700"	D018392
"256700"	D020125
"256700"	D001932
"256700"	D002871
"256700"	D002904
"256700"	D004273
"256700"	D007124
"256700"	D007621
"256700"	D008214
"256700"	D009035
"256700"	D009362
"256700"	D009363
"256700"	D009378
"256700"	D009455
"256700"	D009857
"256700"	D013125
"256700"	D016514
"256700"	D017404
"256700"	D017668
"256700"	D018450
"256700"	D018807
"256700"	D019656
"256700"	D001749
"256700"	D020794
"256700"	D020869
"256700"	D002889
"256700"	D008938
"256700"	D009687
"256700"	D002879
"256700"	D013223
"256700"	D055815
"256700"	D059472
"256700"	D002900
"256700"	D002880
"256700"	D004268
"256700"	D006224
"256700"	D011506
"256700"	D015513
"256700"	D015972
"256700"	D002170
"256700"	D002883
"256700"	D002896
"256700"	D009419
"256700"	D009474
"256700"	D011792
"256700"	D016000
"256700"	D002843
"256700"	D002882
"256700"	D008175
"256700"	D008207
"256700"	D005814
"256700"	D000831
"256700"	D003412
"256700"	D007074
"256700"	D010957
"256700"	D011233
"256700"	D012190
"256700"	D015894
"256700"	D016475
"256700"	D017209
"256700"	D013194
"256700"	D025521
"256700"	D002395
"256700"	D006160
"256700"	D008433
"256700"	D005060
"256700"	D005815
"256700"	D005858
"256700"	D008113
"256700"	D010582
"256700"	D011323
"256700"	D016384
"256700"	D010802
"256700"	D000704
"256700"	D020413
"256700"	D055106
"256700"	D000310
"256700"	D000315
"256700"	D008677
"256700"	D009638
"256700"	D013564
"256700"	D007126
"256700"	D016016
"256700"	D016547
"256700"	D016716
"256700"	D020440
"256700"	D045744
"256700"	D059467
"256700"	D012877
"256700"	D011519
"256700"	D020169
"256700"	D034622
"256700"	D035683
"256700"	D053181
"256700"	D053453
"256700"	D008479
"256700"	D016195
"256700"	D016159
"256700"	D056915
"256700"	D020662
"256700"	D000798
"256700"	D007680
"256700"	D023061
"256700"	D025542
"256700"	D001782
"256700"	D016335
"256700"	D010053
"256700"	D016501
"256700"	D023281
"256700"	D000230
"256700"	D006719
"256700"	D020439
"256700"	D008527
"256700"	D002277
"256700"	D002471
"256700"	D008819
"256700"	D009367
"256700"	D009374
"256700"	D018572
"256700"	D020868
"256700"	D004265
"256700"	D016023
"256700"	D009918
"256700"	D016259
"256700"	D016271
"256700"	D013964
"256700"	D002292
"256700"	D009368
"256700"	D014408
"256700"	D002459
"256700"	D011003
"256700"	D016283
"256700"	D000008
"256700"	D010235
"256700"	D010673
"256700"	D013385
"256700"	D012186
"256700"	D016609
"256700"	D006627
"256700"	D020741
"256700"	D013724
"256700"	D020131
"256700"	D008979
"256700"	D011393
"256700"	D005729
"256700"	D033481
"256700"	D009463
"256700"	D011878
"256700"	D009365
"256700"	D017874
"256700"	D015997
"256700"	D010627
"256700"	D020744
"256700"	D009701
"256700"	D020559
"256700"	D054778
"256700"	D016196
"256700"	D060588
"256700"	D004210
"256700"	D009380
"256700"	D014642
"256700"	D064799
"256700"	D008482
"256700"	D008333
"256700"	D019046
"268220"	D000293
"268220"	D000328
"268220"	D002648
"268220"	D002675
"268220"	D006801
"268220"	D000818
"268220"	D001483
"268220"	D002478
"268220"	D002877
"268220"	D008040
"268220"	D012333
"268220"	D016019
"268220"	D016133
"268220"	D017931
"268220"	D020133
"268220"	D051379
"268220"	D002869
"268220"	D002874
"268220"	D007223
"268220"	D007231
"268220"	D014157
"268220"	D025063
"268220"	D015398
"268220"	D000595
"268220"	D001853
"268220"	D002460
"268220"	D003001
"268220"	D004247
"268220"	D004587
"268220"	D006822
"268220"	D008815
"268220"	D008969
"268220"	D009693
"268220"	D009841
"268220"	D011993
"268220"	D011994
"268220"	D014158
"268220"	D014162
"268220"	D014178
"268220"	D014407
"268220"	D015342
"268220"	D008822
"268220"	D011518
"268220"	D015139
"268220"	D002871
"268220"	D004273
"268220"	D007621
"268220"	D009363
"268220"	D015183
"268220"	D017384
"268220"	D017386
"268220"	D017404
"268220"	D002889
"268220"	D002898
"268220"	D004268
"268220"	D006224
"268220"	D018398
"268220"	D009124
"268220"	D002882
"268220"	D016475
"268220"	D016366
"268220"	D051761
"268220"	D003720
"268220"	D002678
"268220"	D015500
"268220"	D029701
"268220"	D051858
"268220"	D011519
"268220"	D015321
"268220"	D005801
"268220"	D008339
"268220"	D000970
"268220"	D008819
"268220"	D012208
"268220"	D009368
"268220"	D017228
"268220"	D019859
"268220"	D014183
"268220"	D051763
"268220"	D040281
"268220"	D005656
"268220"	D019941
"268220"	D025803
"268220"	D018232
"268220"	D012983
"268220"	D019677
"268220"	D018233
"268220"	D013934
"109800"	D000328
"109800"	D005799
"109800"	D006579
"109800"	D006801
"109800"	D008875
"109800"	D010375
"109800"	D000367
"109800"	D000368
"109800"	D000369
"109800"	D000483
"109800"	D000818
"109800"	D001483
"109800"	D002478
"109800"	D002894
"109800"	D005786
"109800"	D005787
"109800"	D005838
"109800"	D007150
"109800"	D008040
"109800"	D008957
"109800"	D010641
"109800"	D011110
"109800"	D011247
"109800"	D012306
"109800"	D012307
"109800"	D012333
"109800"	D012907
"109800"	D014644
"109800"	D015810
"109800"	D016022
"109800"	D016133
"109800"	D017931
"109800"	D020022
"109800"	D020641
"109800"	D044465
"109800"	D051379
"109800"	D001743
"109800"	D002869
"109800"	D002874
"109800"	D008661
"109800"	D009154
"109800"	D011379
"109800"	D002448
"109800"	D005347
"109800"	D002460
"109800"	D002906
"109800"	D002999
"109800"	D003001
"109800"	D004260
"109800"	D004262
"109800"	D005796
"109800"	D005819
"109800"	D006580
"109800"	D006822
"109800"	D008810
"109800"	D008928
"109800"	D008969
"109800"	D009693
"109800"	D012334
"109800"	D014162
"109800"	D014178
"109800"	D015342
"109800"	D017353
"109800"	D017354
"109800"	D051381
"109800"	D053208
"109800"	D002455
"109800"	D002872
"109800"	D002886
"109800"	D008807
"109800"	D009369
"109800"	D009447
"109800"	D011505
"109800"	D012008
"109800"	D012150
"109800"	D015139
"109800"	D015203
"109800"	D016147
"109800"	D017422
"109800"	D017468
"109800"	D019943
"109800"	D020125
"109800"	D051498
"109800"	D004273
"109800"	D004739
"109800"	D005910
"109800"	D008214
"109800"	D009362
"109800"	D009378
"109800"	D009857
"109800"	D017384
"109800"	D018450
"109800"	D025581
"109800"	D001749
"109800"	D002140
"109800"	D009329
"109800"	D014364
"109800"	D020869
"109800"	D002887
"109800"	D002893
"109800"	D009687
"109800"	D002898
"109800"	D059472
"109800"	D002880
"109800"	D005197
"109800"	D011506
"109800"	D015972
"109800"	D020411
"109800"	D049673
"109800"	D052138
"109800"	D002899
"109800"	D018389
"109800"	D011817
"109800"	D004272
"109800"	D008175
"109800"	D008207
"109800"	D004279
"109800"	D005814
"109800"	D007111
"109800"	D010920
"109800"	D012190
"109800"	D012854
"109800"	D013045
"109800"	D013154
"109800"	D015894
"109800"	D017209
"109800"	D019253
"109800"	D001826
"109800"	D025521
"109800"	D005060
"109800"	D006258
"109800"	D055106
"109800"	D000782
"109800"	D009103
"109800"	D045744
"109800"	D046912
"109800"	D048868
"109800"	D058990
