?diseaseid	?meshid
"153880"	D014792
"153880"	D017668
"153880"	D002897
"153880"	D006115
"153880"	D012174
"153880"	D004487
"153880"	D008910
"153880"	D012171
"153880"	D012029
"153880"	D008268
"153880"	D004585
"153880"	D004596
"153880"	D005451
"153880"	D008266
"153880"	D012162
"153880"	D014794
"153880"	D002196
"153880"	D003118
"153880"	D008269
"153880"	D012166
"153880"	D002641
"153880"	D010779
"103100"	D000328
"103100"	D006801
"103100"	D008875
"103100"	D000368
"103100"	D007866
"103100"	D003937
"103100"	D009132
"103100"	D009154
"103100"	D000595
"103100"	D012021
"103100"	D001369
"103100"	D010291
"103100"	D017668
"103100"	D009474
"103100"	D002467
"103100"	D000200
"103100"	D000270
"103100"	D000344
"103100"	D002607
"103100"	D004342
"103100"	D004576
"103100"	D005725
"103100"	D006987
"103100"	D008688
"103100"	D009046
"103100"	D009410
"103100"	D009431
"103100"	D009470
"103100"	D009802
"103100"	D010525
"103100"	D011115
"103100"	D011680
"103100"	D013194
"103100"	D016366
"103100"	D018908
"103100"	D018993
"608622"	D000328
"608622"	D006801
"608622"	D008875
"608622"	D000368
"608622"	D006973
"608622"	D009154
"608622"	D007700
"608622"	D008954
"608622"	D002118
"608622"	D018408
"608622"	D008564
"608622"	D024681
"608622"	D051036
"608622"	D051037
"145500"	D000293
"145500"	D000328
"145500"	D002648
"145500"	D002675
"145500"	D005808
"145500"	D006801
"145500"	D008875
"145500"	D010375
"145500"	D013577
"145500"	D014960
"145500"	D000367
"145500"	D000368
"145500"	D000369
"145500"	D000483
"145500"	D000818
"145500"	D001483
"145500"	D002478
"145500"	D002784
"145500"	D004195
"145500"	D004198
"145500"	D004200
"145500"	D005190
"145500"	D005263
"145500"	D005786
"145500"	D005787
"145500"	D005838
"145500"	D006973
"145500"	D008040
"145500"	D008126
"145500"	D008666
"145500"	D008957
"145500"	D009679
"145500"	D010641
"145500"	D011110
"145500"	D011247
"145500"	D011401
"145500"	D012091
"145500"	D012737
"145500"	D012867
"145500"	D013548
"145500"	D013997
"145500"	D014481
"145500"	D014589
"145500"	D014644
"145500"	D015331
"145500"	D015810
"145500"	D016022
"145500"	D016133
"145500"	D017931
"145500"	D018895
"145500"	D020022
"145500"	D020641
"145500"	D044383
"145500"	D044465
"145500"	D051379
"145500"	D002874
"145500"	D003937
"145500"	D005826
"145500"	D007231
"145500"	D007668
"145500"	D008958
"145500"	D009154
"145500"	D012689
"145500"	D014157
"145500"	D004252
"145500"	D005192
"145500"	D005385
"145500"	D014034
"145500"	D015398
"145500"	D057809
"145500"	D003907
"145500"	D003924
"145500"	D005347
"145500"	D009765
"145500"	D011485
"145500"	D013781
"145500"	D015992
"145500"	D017058
"145500"	D000375
"145500"	D000595
"145500"	D001665
"145500"	D001692
"145500"	D001741
"145500"	D001794
"145500"	D002460
"145500"	D002681
"145500"	D002881
"145500"	D003001
"145500"	D003327
"145500"	D004247
"145500"	D004777
"145500"	D004789
"145500"	D005091
"145500"	D005333
"145500"	D005796
"145500"	D005819
"145500"	D005820
"145500"	D005828
"145500"	D006239
"145500"	D006339
"145500"	D006439
"145500"	D007564
"145500"	D008969
"145500"	D011917
"145500"	D011993
"145500"	D012016
"145500"	D012044
"145500"	D012641
"145500"	D013624
"145500"	D014162
"145500"	D014655
"145500"	D014664
"145500"	D014886
"145500"	D015342
"145500"	D017207
"145500"	D017208
"145500"	D017354
"145500"	D020412
"145500"	D044469
"145500"	D051381
"145500"	D001315
"145500"	D001724
"145500"	D001835
"145500"	D002455
"145500"	D002878
"145500"	D002886
"145500"	D005544
"145500"	D007438
"145500"	D008954
"145500"	D009929
"145500"	D012150
"145500"	D015139
"145500"	D015995
"145500"	D017422
"145500"	D019943
"145500"	D020125
"145500"	D035781
"145500"	D006113
"145500"	D012018
"145500"	D012723
"145500"	D007962
"145500"	D008214
"145500"	D008565
"145500"	D017384
"145500"	D017398
"145500"	D018807
"145500"	D006332
"145500"	D005845
"145500"	D007558
"145500"	D008137
"145500"	D011159
"145500"	D012326
"145500"	D016254
"145500"	D020869
"145500"	D000312
"145500"	D002887
"145500"	D002889
"145500"	D002893
"145500"	D007687
"145500"	D002898
"145500"	D003062
"145500"	D017434
"145500"	D004910
"145500"	D006728
"145500"	D013223
"145500"	D002118
"145500"	D000242
"145500"	D002352
"145500"	D002880
"145500"	D003971
"145500"	D006321
"145500"	D011506
"145500"	D011956
"145500"	D013599
"145500"	D019204
"145500"	D020411
"145500"	D049673
"145500"	D002883
"145500"	D002896
"145500"	D002899
"145500"	D015897
"145500"	D014421
"145500"	D007674
"145500"	D002417
"145500"	D010741
"145500"	D054467
"145500"	D009119
"145500"	D015252
"145500"	D004854
"145500"	D004912
"145500"	D006706
"145500"	D010920
"145500"	D010957
"145500"	D013045
"145500"	D015703
"145500"	D015894
"145500"	D016296
"145500"	D014176
"145500"	D011188
"145500"	D012964
"145500"	D001826
"145500"	D001798
"145500"	D012995
"145500"	D018411
"145500"	D003433
"145500"	D008910
"145500"	D009664
"145500"	D009838
"145500"	D010179
"145500"	D011336
"145500"	D011919
"145500"	D011922
"145500"	D012697
"145500"	D012965
"145500"	D013912
"145500"	D016678
"145500"	D010802
"145500"	D000704
"145500"	D016013
"145500"	D019295
"145500"	D019655
"145500"	D040641
"145500"	D043562
"145500"	D000450
"145500"	D000804
"145500"	D003577
"145500"	D003900
"145500"	D004032
"145500"	D005938
"145500"	D006929
"145500"	D006947
"145500"	D011507
"145500"	D012083
"145500"	D012982
"145500"	D013252
"145500"	D015222
"145500"	D019405
"145500"	D005809
"145500"	D009994
"145500"	D010455
"145500"	D004276
"145500"	D009638
"145500"	D013564
"145500"	D017930
"145500"	D000254
"145500"	D002561
"145500"	D002891
"145500"	D003710
"145500"	D007703
"145500"	D009479
"145500"	D016282
"145500"	D017475
"145500"	D003404
"145500"	D001341
"145500"	D002986
"145500"	D004562
"145500"	D008264
"145500"	D016030
"145500"	D002461
"145500"	D008715
"145500"	D009566
"145500"	D012171
"145500"	D014508
"145500"	D011897
"145500"	D016601
"145500"	D019001
"145500"	D009543
"145500"	D015220
"145500"	D020161
"145500"	D008540
"145500"	D003331
"145500"	D011249
"145500"	D014462
"145500"	D000808
"145500"	D001795
"145500"	D002268
"145500"	D007022
"145500"	D007931
"145500"	D009320
"145500"	D009549
"145500"	D011945
"145500"	D012084
"145500"	D017920
"145500"	D000959
"145500"	D006937
"145500"	D013379
"145500"	D015983
"145500"	D020097
"145500"	D051437
"145500"	D000042
"145500"	D015247
"145500"	D007230
"145500"	D008071
"145500"	D008871
"145500"	D008657
"145500"	D001693
"145500"	D008833
"145500"	D007473
"145500"	D005789
"145500"	D014661
"145500"	D002412
"145500"	D002463
"145500"	D007008
"145500"	D000280
"145500"	D010656
"145500"	D017667
"145500"	D017871
"145500"	D020746
"145500"	D009790
"145500"	D019040
"145500"	D013714
"145500"	D014882
"145500"	D012879
"145500"	D011312
"145500"	D006893
"145500"	D011297
"145500"	D002196
"145500"	D010586
"145500"	D010980
"145500"	D015544
"145500"	D004792
"145500"	D011986
"145500"	D008094
"145500"	D010042
"145500"	D052247
"145500"	D010566
"145500"	D037342
"145500"	D051219
"145500"	D001552
"145500"	D013766
"145500"	D018124
"145500"	D013004
"145500"	D006955
"145500"	D017673
"145500"	D006977
"145500"	D006913
"145500"	D008901
"145500"	D042842
"145500"	D001810
"145500"	D002628
"145500"	D007425
"145500"	D017923
"145500"	D045265
"145500"	D047889
"145500"	D004039
"145500"	D011546
"145500"	D000439
"145500"	D001790
"145500"	D002121
"145500"	D006435
"145500"	D006978
"145500"	D007850
"145500"	D009318
"145500"	D009400
"145500"	D009424
"145500"	D010727
"145500"	D010783
"145500"	D010972
"145500"	D011311
"145500"	D011674
"145500"	D011918
"145500"	D011921
"145500"	D012079
"145500"	D016244
"145500"	D016718
"145500"	D019746
"145500"	D020710
"145500"	D040262
"145500"	D042582
"145500"	D043265
"145500"	D043424
"145500"	D045283
"145500"	D050703
"133600"	D000328
"133600"	D006801
"133600"	D008875
"133600"	D003937
"133600"	D013167
"133600"	D006650
"133600"	D000939
"133600"	D005132
"133600"	D006649
"133600"	D014526
"133600"	D016918
"133690"	D000015
"133690"	D002648
"133690"	D005799
"133690"	D006801
"133690"	D010375
"133690"	D013577
"133690"	D012871
"133690"	D005097
"133690"	D008684
"246400"	D000293
"246400"	D000328
"246400"	D002648
"246400"	D002675
"246400"	D005808
"246400"	D006801
"246400"	D008875
"246400"	D010375
"246400"	D000367
"246400"	D004200
"246400"	D012737
"246400"	D012867
"246400"	D013548
"246400"	D014481
"246400"	D044383
"246400"	D044465
"246400"	D001842
"246400"	D003241
"246400"	D005826
"246400"	D007223
"246400"	D007231
"246400"	D008168
"246400"	D001706
"246400"	D001853
"246400"	D008099
"246400"	D009369
"246400"	D010336
"246400"	D013902
"246400"	D003878
"246400"	D001789
"246400"	D008198
"246400"	D013154
"246400"	D013950
"246400"	D004064
"246400"	D008171
"246400"	D008206
"246400"	D006646
"246400"	D004702
"246400"	D004803
"263800"	D000328
"263800"	D002648
"263800"	D002675
"263800"	D006579
"263800"	D006801
"263800"	D008875
"263800"	D010375
"263800"	D013577
"263800"	D000818
"263800"	D001483
"263800"	D004195
"263800"	D008040
"263800"	D010641
"263800"	D012333
"263800"	D013548
"263800"	D015331
"263800"	D016022
"263800"	D017931
"263800"	D018740
"263800"	D051379
"263800"	D001743
"263800"	D003241
"263800"	D003937
"263800"	D007422
"263800"	D007668
"263800"	D009154
"263800"	D004252
"263800"	D005192
"263800"	D000595
"263800"	D001692
"263800"	D001794
"263800"	D003001
"263800"	D004247
"263800"	D005091
"263800"	D006239
"263800"	D007700
"263800"	D008969
"263800"	D011994
"263800"	D014018
"263800"	D017207
"263800"	D017353
"263800"	D017354
"263800"	D051381
"263800"	D002462
"263800"	D009928
"263800"	D015870
"263800"	D008565
"263800"	D017386
"263800"	D018807
"263800"	D019656
"263800"	D012694
"263800"	D055815
"263800"	D002118
"263800"	D002352
"263800"	D002940
"263800"	D005455
"263800"	D002712
"263800"	D018389
"263800"	D007674
"263800"	D009865
"263800"	D016415
"263800"	D002885
"263800"	D008274
"263800"	D008659
"263800"	D011188
"263800"	D012964
"263800"	D016366
"263800"	D008275
"263800"	D004032
"263800"	D004035
"263800"	D013148
"263800"	D004562
"263800"	D015220
"263800"	D004232
"263800"	D004573
"263800"	D005665
"263800"	D007022
"263800"	D011189
"263800"	D017433
"263800"	D020871
"263800"	D011955
"263800"	D017180
"263800"	D014982
"263800"	D013575
"263800"	D007008
"263800"	D017136
"263800"	D048429
"263800"	D008961
"263800"	D014882
"263800"	D004890
"263800"	D018900
"263800"	D013053
"263800"	D002805
"263800"	D027321
"263800"	D028021
"263800"	D000471
"263800"	D027981
"263800"	D055879
"263800"	D007686
"263800"	D018118
"263800"	D049992
"263800"	D064486
"263800"	D001581
"263800"	D049993
"263800"	D020514
"263800"	D001477
"263800"	D002034
"263800"	D007047
"263800"	D004563
"263800"	D064466
"263800"	D005432
"263800"	D049971
"263800"	D053579
"602522"	D000293
"602522"	D000328
"602522"	D002648
"602522"	D002675
"602522"	D006801
"602522"	D008875
"602522"	D010375
"602522"	D013577
"602522"	D000818
"602522"	D000894
"602522"	D005190
"602522"	D005838
"602522"	D008040
"602522"	D010641
"602522"	D012091
"602522"	D012189
"602522"	D012333
"602522"	D012737
"602522"	D017931
"602522"	D018895
"602522"	D020641
"602522"	D051379
"602522"	D002874
"602522"	D003241
"602522"	D003937
"602522"	D007223
"602522"	D007231
"602522"	D007668
"602522"	D007676
"602522"	D009154
"602522"	D004252
"602522"	D006130
"602522"	D003001
"602522"	D005091
"602522"	D005333
"602522"	D005819
"602522"	D006239
"602522"	D006720
"602522"	D007564
"602522"	D008969
"602522"	D011995
"602522"	D016896
"602522"	D017354
"602522"	D002878
"602522"	D011296
"602522"	D012150
"602522"	D001299
"602522"	D003638
"602522"	D006319
"602522"	D008565
"602522"	D017668
"602522"	D018807
"602522"	D020869
"602522"	D002503
"602522"	D017434
"602522"	D055815
"602522"	D002118
"602522"	D018703
"602522"	D017403
"602522"	D002712
"602522"	D014421
"602522"	D007674
"602522"	D011458
"602522"	D006929
"602522"	D006947
"602522"	D018912
"602522"	D003404
"602522"	D015232
"602522"	D016861
"602522"	D020161
"602522"	D019457
"602522"	D007684
"602522"	D007234
"602522"	D051437
"602522"	D013534
"602522"	D007008
"602522"	D007213
"602522"	D007177
"602522"	D027321
"602522"	D011453
"602522"	D007861
"602522"	D003364
"602522"	D000471
"602522"	D015499
"602522"	D019587
"602522"	D018118
"602522"	D001477
"602522"	D004231
"602522"	D005440
"602522"	D011466
"602522"	D017419
"189800"	D000293
"189800"	D000328
"189800"	D005799
"189800"	D005808
"189800"	D006579
"189800"	D006801
"189800"	D008875
"189800"	D010375
"189800"	D013577
"189800"	D000483
"189800"	D000818
"189800"	D001483
"189800"	D002478
"189800"	D002877
"189800"	D002894
"189800"	D004195
"189800"	D004198
"189800"	D004200
"189800"	D004797
"189800"	D005190
"189800"	D005387
"189800"	D005787
"189800"	D005838
"189800"	D006973
"189800"	D008040
"189800"	D008126
"189800"	D008957
"189800"	D009426
"189800"	D010641
"189800"	D011110
"189800"	D011247
"189800"	D012189
"189800"	D012306
"189800"	D012307
"189800"	D012333
"189800"	D012907
"189800"	D013548
"189800"	D014481
"189800"	D014589
"189800"	D014644
"189800"	D015331
"189800"	D015994
"189800"	D016022
"189800"	D016133
"189800"	D017931
"189800"	D018895
"189800"	D020022
"189800"	D020133
"189800"	D020641
"189800"	D044383
"189800"	D051379
"189800"	D002874
"189800"	D003241
"189800"	D003937
"189800"	D007231
"189800"	D007668
"189800"	D009154
"189800"	D009626
"189800"	D011379
"189800"	D012042
"189800"	D004730
"189800"	D005313
"189800"	D005317
"189800"	D018919
"189800"	D001706
"189800"	D015992
"189800"	D000595
"189800"	D001794
"189800"	D002881
"189800"	D003001
"189800"	D004247
"189800"	D004587
"189800"	D005091
"189800"	D005333
"189800"	D005796
"189800"	D005819
"189800"	D006239
"189800"	D006339
"189800"	D006580
"189800"	D006720
"189800"	D007527
"189800"	D008239
"189800"	D008969
"189800"	D010446
"189800"	D011995
"189800"	D012016
"189800"	D012641
"189800"	D014158
"189800"	D016015
"189800"	D016017
"189800"	D016896
"189800"	D017208
"189800"	D017354
"189800"	D018698
"189800"	D051381
"189800"	D001120
"189800"	D001315
"189800"	D001724
"189800"	D002878
"189800"	D003430
"189800"	D005220
"189800"	D011248
"189800"	D011261
"189800"	D011795
"189800"	D012150
"189800"	D018570
"189800"	D019943
"189800"	D030342
"189800"	D006113
"189800"	D008222
"189800"	D009035
"189800"	D015183
"189800"	D002887
"189800"	D002889
"189800"	D002893
"189800"	D002897
"189800"	D018703
"189800"	D002896
"189800"	D002899
"189800"	D010298
"189800"	D011237
"189800"	D011263
"189800"	D017410
"189800"	D018709
"189800"	D007674
"189800"	D000022
"189800"	D005075
"189800"	D001327
"189800"	D005865
"189800"	D006650
"189800"	D006710
"189800"	D007074
"189800"	D007075
"189800"	D007694
"189800"	D010920
"189800"	D013019
"189800"	D015894
"189800"	D001323
"189800"	D008433
"189800"	D000418
"189800"	D000939
"189800"	D001224
"189800"	D009520
"189800"	D011498
"189800"	D002394
"189800"	D016013
"189800"	D016555
"189800"	D036341
"189800"	D055106
"189800"	D000804
"189800"	D011507
"189800"	D006684
"189800"	D015804
"189800"	D062085
"189800"	D000860
"189800"	D005069
"189800"	D005982
"189800"	D009131
"189800"	D011971
"189800"	D012984
"189800"	D015415
"189800"	D015999
"189800"	D003404
"189800"	D007055
"189800"	D006352
"189800"	D017720
"189800"	D019001
"189800"	D042461
"189800"	D056426
"189800"	D002453
"189800"	D005492
"189800"	D012606
"189800"	D000587
"189800"	D042965
"189800"	D008861
"189800"	D011249
"189800"	D000037
"189800"	D011225
"189800"	D011945
"189800"	D044139
"189800"	D044140
"189800"	D052250
"189800"	D057911
"189800"	D015236
"189800"	D005165
"189800"	D011486
"189800"	D017153
"189800"	D004958
"189800"	D009200
"189800"	D005191
"189800"	D049951
"189800"	D004851
"189800"	D001778
"189800"	D008098
"189800"	D040281
"189800"	D051795
"189800"	D036861
"189800"	D011516
"189800"	D049590
"189800"	D011257
"189800"	D052247
"189800"	D019851
"189800"	D019332
"189800"	D017359
"189800"	D011254
"189800"	D012934
"189800"	D014805
"189800"	D014327
"189800"	D054340
"189800"	D009281
"189800"	D018455
"189800"	D020151
"189800"	D020152
"189800"	D016228
"189800"	D015227
"189800"	D009747
"189800"	D042442
"189800"	D011295
"189800"	D006473
"189800"	D008754
"189800"	D003656
"189800"	D004461
"189800"	D010929
"189800"	D015030
"189800"	D015287
"189800"	D051549
"179600"	D000328
"179600"	D006801
"179600"	D008875
"179600"	D000368
"179600"	D005192
"179600"	D011795
"179600"	D015995
"179600"	D011928
"175100"	D000015
"175100"	D000293
"175100"	D000328
"175100"	D002648
"175100"	D002675
"175100"	D005799
"175100"	D005808
"175100"	D006579
"175100"	D006801
"175100"	D008875
"175100"	D010375
"175100"	D013577
"175100"	D014960
"175100"	D000367
"175100"	D000368
"175100"	D000369
"175100"	D000483
"175100"	D000818
"175100"	D000894
"175100"	D001483
"175100"	D002478
"175100"	D002784
"175100"	D002877
"175100"	D003362
"175100"	D004195
"175100"	D005787
"175100"	D005838
"175100"	D007150
"175100"	D008040
"175100"	D008126
"175100"	D008403
"175100"	D008957
"175100"	D010641
"175100"	D011110
"175100"	D011401
"175100"	D011446
"175100"	D012189
"175100"	D012306
"175100"	D012307
"175100"	D012333
"175100"	D012737
"175100"	D012867
"175100"	D013997
"175100"	D014481
"175100"	D014644
"175100"	D015994
"175100"	D016019
"175100"	D016022
"175100"	D016133
"175100"	D017931
"175100"	D018895
"175100"	D020022
"175100"	D048031
"175100"	D051379
"175100"	D002869
"175100"	D002874
"175100"	D003937
"175100"	D005500
"175100"	D005817
"175100"	D005826
"175100"	D007082
"175100"	D007223
"175100"	D007231
"175100"	D007422
"175100"	D008854
"175100"	D009154
"175100"	D011379
"175100"	D012042
"175100"	D016368
"175100"	D018345
"175100"	D025063
"175100"	D002448
"175100"	D003560
"175100"	D004252
"175100"	D004730
"175100"	D005192
"175100"	D005528
"175100"	D006225
"175100"	D008607
"175100"	D012871
"175100"	D012878
"175100"	D012886
"175100"	D015398
"175100"	D017809
"175100"	D019683
"175100"	D001706
"175100"	D003907
"175100"	D005347
"175100"	D012313
"175100"	D000375
"175100"	D000595
"175100"	D001741
"175100"	D001792
"175100"	D002460
"175100"	D002470
"175100"	D002881
"175100"	D002999
"175100"	D003001
"175100"	D004247
"175100"	D004260
"175100"	D004262
"175100"	D004305
"175100"	D004591
"175100"	D005006
"175100"	D005091
"175100"	D005796
"175100"	D005819
"175100"	D005820
"175100"	D005954
"175100"	D006412
"175100"	D006580
"175100"	D006822
"175100"	D007527
"175100"	D007564
"175100"	D008099
"175100"	D008810
"175100"	D008969
"175100"	D009693
"175100"	D009841
"175100"	D010766
"175100"	D011995
"175100"	D012044
"175100"	D012641
"175100"	D013270
"175100"	D014158
"175100"	D014162
"175100"	D014178
"175100"	D014407
"175100"	D015342
"175100"	D015971
"175100"	D016017
"175100"	D017353
"175100"	D051381
"175100"	D008382
"175100"	D008722
"175100"	D001344
"175100"	D002455
"175100"	D002872
"175100"	D002878
"175100"	D003718
"175100"	D005097
"175100"	D005269
"175100"	D005298
"175100"	D006965
"175100"	D006984
"175100"	D008954
"175100"	D009030
"175100"	D009369
"175100"	D009456
"175100"	D010336
"175100"	D011296
"175100"	D011795
"175100"	D012008
"175100"	D012106
"175100"	D012150
"175100"	D013961
"175100"	D014998
"175100"	D015139
"175100"	D015203
"175100"	D015995
"175100"	D016001
"175100"	D016147
"175100"	D017422
"175100"	D018095
"175100"	D030342
"175100"	D006113
"175100"	D009887
"175100"	D001932
"175100"	D002871
"175100"	D004273
"175100"	D004739
"175100"	D005128
"175100"	D005654
"175100"	D007124
"175100"	D007621
"175100"	D008214
"175100"	D008565
"175100"	D008967
"175100"	D009035
"175100"	D009362
"175100"	D009363
"175100"	D009364
"175100"	D009378
"175100"	D012164
"175100"	D014792
"175100"	D015183
"175100"	D017384
"175100"	D017404
"175100"	D018450
"175100"	D018807
"175100"	D019656
"175100"	D021141
"175100"	D042241
"175100"	D001749
"175100"	D002291
"175100"	D005624
"175100"	D012326
"175100"	D001943
"175100"	D002895
"175100"	D008938
"175100"	D002879
"175100"	D003062
"175100"	D017434
"175100"	D020180
"175100"	D002280
"175100"	D007571
"175100"	D013223
"175100"	D014071
"175100"	D002900
"175100"	D003240
"175100"	D010859
"175100"	D000236
"175100"	D004268
"175100"	D004791
"175100"	D006224
"175100"	D009377
"175100"	D015972
"175100"	D018703
"175100"	D020928
"175100"	D004311
"175100"	D016014
"175100"	D017403
"175100"	D002875
"175100"	D008840
"175100"	D005360
"175100"	D012509
"175100"	D018388
"175100"	D001859
"175100"	D008175
"175100"	D008207
"175100"	D002472
"175100"	D004274
"175100"	D004796
"175100"	D004854
"175100"	D007074
"175100"	D007421
"175100"	D008223
"175100"	D009518
"175100"	D010957
"175100"	D013601
"175100"	D015226
"175100"	D015345
"175100"	D015723
"175100"	D016031
"175100"	D016296
"175100"	D016475
"175100"	D014176
"175100"	D001321
"175100"	D015533
"175100"	D008334
"175100"	D008433
"175100"	D010016
"175100"	D011629
"175100"	D018628
"175100"	D000509
"175100"	D003110
"175100"	D006528
"175100"	D008113
"175100"	D009838
"175100"	D010051
"175100"	D010179
"175100"	D011336
"175100"	D011720
"175100"	D013557
"175100"	D000704
"175100"	D004815
"175100"	D012680
"175100"	D000306
"175100"	D000310
"175100"	D014409
"175100"	D009692
"175100"	D000782
"175100"	D002452
"175100"	D003598
"175100"	D005069
"175100"	D007126
"175100"	D007951
"175100"	D008228
"175100"	D013449
"175100"	D015984
"175100"	D003480
"175100"	D007413
"175100"	D012007
"175100"	D012877
"175100"	D001241
"175100"	D003951
"175100"	D005110
"175100"	D008396
"175100"	D012171
"175100"	D004261
"175100"	D011451
"175100"	D015232
"175100"	D016861
"175100"	D048051
"175100"	D051546
"175100"	D052246
"175100"	D003470
"175100"	D004303
"175100"	D010857
"175100"	D015321
"175100"	D004341
"175100"	D015212
"175100"	D005243
"175100"	D010349
"175100"	D013755
"175100"	D005451
"175100"	D005096
"175100"	D014076
"175100"	D004848
"175100"	D011787
"175100"	D001647
"175100"	D005240
"175100"	D012004
"175100"	D002769
"175100"	D004386
"175100"	D005706
"175100"	D016328
"175100"	D000230
"175100"	D007143
"175100"	D012163
"175100"	D010190
"175100"	D010018
"175100"	D014412
"175100"	D013274
"175100"	D002528
"175100"	D004814
"175100"	D005350
"175100"	D008067
"175100"	D008339
"175100"	D008441
"175100"	D008527
"175100"	D009808
"175100"	D011127
"175100"	D000747
"175100"	D001466
"175100"	D004733
"175100"	D007213
"175100"	D012812
"175100"	D000970
"175100"	D002273
"175100"	D002277
"175100"	D002471
"175100"	D003123
"175100"	D009367
"175100"	D020868
"175100"	D051718
"175100"	D013514
"175100"	D008350
"175100"	D008221
"175100"	D005753
"175100"	D005770
"175100"	D004724
"175100"	D006471
"175100"	D007417
"175100"	D005354
"175100"	D009386
"175100"	D012516
"175100"	D013964
"175100"	D005191
"175100"	D011230
"175100"	D014408
"175100"	D015179
"175100"	D002288
"175100"	D003106
"175100"	D003108
"175100"	D003111
"175100"	D003113
"175100"	D004379
"175100"	D005909
"175100"	D007078
"175100"	D007414
"175100"	D007580
"175100"	D010580
"175100"	D011125
"175100"	D011351
"175100"	D017491
"175100"	D019908
"175100"	D025601
"175100"	D000008
"175100"	D012186
"175100"	D016609
"175100"	D016543
"175100"	D019572
"175100"	D011123
"175100"	D002813
"175100"	D005656
"175100"	D013467
"175100"	D018256
"175100"	D053843
"175100"	D011453
"175100"	D011862
"175100"	D008269
"175100"	D012168
"175100"	D014770
"175100"	D016012
"175100"	D005773
"175100"	D009196
"175100"	D045647
"175100"	D006063
"175100"	D016612
"175100"	D005122
"175100"	D013929
"175100"	D018222
"175100"	D005704
"175100"	D005188
"175100"	D007258
"175100"	D001660
"175100"	D003135
"175100"	D011073
"175100"	D016718
"175100"	D008080
"175100"	D006928
"175100"	D000231
"175100"	D012811
"175100"	D008145
"175100"	D005736
"175100"	D007708
"175100"	D008643
"175100"	D010183
"175100"	D014670
"175100"	D005663
"175100"	D001294
"175100"	D001650
"175100"	D017431
"175100"	D002760
"175100"	D003082
"175100"	D003107
"175100"	D003138
"175100"	D003152
"175100"	D003632
"175100"	D005336
"175100"	D005748
"175100"	D005948
"175100"	D006282
"175100"	D007081
"175100"	D007192
"175100"	D007412
"175100"	D008084
"175100"	D009053
"175100"	D009372
"175100"	D009722
"175100"	D009726
"175100"	D009743
"175100"	D009780
"175100"	D009955
"175100"	D011320
"175100"	D015689
"175100"	D016767
"175100"	D017064
"175100"	D018241
"175100"	D018246
"608320"	D000328
"608320"	D005799
"608320"	D006801
"608320"	D008875
"608320"	D010375
"608320"	D000368
"608320"	D000818
"608320"	D001158
"608320"	D001483
"608320"	D008040
"608320"	D009130
"608320"	D011110
"608320"	D012307
"608320"	D020022
"608320"	D044465
"608320"	D009154
"608320"	D014157
"608320"	D004252
"608320"	D004730
"608320"	D015398
"608320"	D011485
"608320"	D000595
"608320"	D005091
"608320"	D005819
"608320"	D008969
"608320"	D009203
"608320"	D051381
"608320"	D015870
"608320"	D020125
"608320"	D017384
"608320"	D018006
"608320"	D017434
"608320"	D004268
"608320"	D002884
"608320"	D005455
"608320"	D002467
"608320"	D011487
"608320"	D015533
"608320"	D021381
"608320"	D019281
"608320"	D003331
"608320"	D003324
"608320"	D050981
"608320"	D050982
"608320"	D026161
"608320"	D064326
"143465"	D000293
"143465"	D000328
"143465"	D002648
"143465"	D002675
"143465"	D005799
"143465"	D005808
"143465"	D006579
"143465"	D006801
"143465"	D010375
"143465"	D000367
"143465"	D000483
"143465"	D000818
"143465"	D001483
"143465"	D002877
"143465"	D002894
"143465"	D004195
"143465"	D004200
"143465"	D005190
"143465"	D005387
"143465"	D005787
"143465"	D005838
"143465"	D007494
"143465"	D008040
"143465"	D008126
"143465"	D008957
"143465"	D009426
"143465"	D009679
"143465"	D010641
"143465"	D011110
"143465"	D011247
"143465"	D011446
"143465"	D012091
"143465"	D012189
"143465"	D012306
"143465"	D012307
"143465"	D012737
"143465"	D012907
"143465"	D014481
"143465"	D014644
"143465"	D015331
"143465"	D015810
"143465"	D015994
"143465"	D016022
"143465"	D016133
"143465"	D017931
"143465"	D018895
"143465"	D020022
"143465"	D020641
"143465"	D044465
"143465"	D051379
"143465"	D002874
"143465"	D003937
"143465"	D007223
"143465"	D007231
"143465"	D016368
"143465"	D018345
"143465"	D040582
"143465"	D001921
"143465"	D004252
"143465"	D005192
"143465"	D008607
"143465"	D015398
"143465"	D020690
"143465"	D020830
"143465"	D000428
"143465"	D000431
"143465"	D002460
"143465"	D004247
"143465"	D004298
"143465"	D004569
"143465"	D004622
"143465"	D004777
"143465"	D004789
"143465"	D005006
"143465"	D005091
"143465"	D005819
"143465"	D005820
"143465"	D005828
"143465"	D006152
"143465"	D006239
"143465"	D006720
"143465"	D008810
"143465"	D008969
"143465"	D012044
"143465"	D013624
"143465"	D016017
"143465"	D017448
"143465"	D020080
"143465"	D044466
"143465"	D044469
"143465"	D050638
"143465"	D001284
"143465"	D001724
"143465"	D002886
"143465"	D003105
"143465"	D005220
"143465"	D005998
"143465"	D009483
"143465"	D010290
"143465"	D011248
"143465"	D012720
"143465"	D014429
"143465"	D015995
"143465"	D016009
"143465"	D030342
"143465"	D035781
"143465"	D006113
"143465"	D002531
"143465"	D004739
"143465"	D008565
"143465"	D017384
"143465"	D017668
"143465"	D018807
"143465"	D002140
"143465"	D008137
