geneid1,geneid2
3007,6175
5929,80209
10969,2091
222235,64969
4697,4702
10524,373
10266,10267
145957,89885
171483,5303
10538,2353
6117,7507
3632,51196
5898,60412
148022,7097
221154,57085
4702,4706
10959,26003
10450,9984
4089,5603
1956,5710
5424,7520
2104,8431
6634,9092
10488,5156
27018,390535
9883,9883
3673,550
6181,6191
2733,8409
10174,57176
10589,8503
3329,7417
3572,54557
28957,55173
11331,5518
23451,6187
2035,27101
10945,10945
3708,5592
497661,9188
3507,718
1650,6193
8357,8365
23013,6310
11193,7454
10868,9218
10643,81887
51072,84708
5537,8454
4722,4731
23450,3191
10489,4650
11052,988
5588,695
641,7156
6446,874
15,2147
338,3990
84062,84832
2886,857
397,6714
836,8505
7376,7421
11283,4047
4343,6158
53938,9879
2274,64841
1153,5723
6714,8631
257068,84812
6193,8886
7024,80028
1398,56955
23450,56945
23450,23560
6628,8559
4690,887
55014,6811
2966,5440
26273,9978
2932,7249
23424,23424
4605,904
5592,7222
1277,2252
10980,54800
5295,8288
1491,7534
2033,9325
56891,5987
302,3184
25962,51503
573,7421
213,23315
23032,7428
5594,5794
114088,143884
10594,3178
4174,4998
1027,1642
2975,6189
23759,7919
10284,6883
25949,6637
8331,9252
6130,6135
5367,9159
80321,90355
22826,80145
51116,7818
114294,51023
25,57396
144165,26121
51318,64981
5720,8503
6201,9349
125115,6615
54550,7965
1350,29796
386682,7589
2547,301
286,6708
26589,84311
51081,51263
2242,3566
3066,6605
2885,9112
5610,836
2091,4609
54927,57096
4088,6601
338,57088
7031,7031
3269,3569
10165,29086
7184,7184
54801,8531
11198,64946
3096,5861
23181,929
4089,51176
10421,51639
129807,163
3178,55596
2048,6383
4893,5294
58510,8659
1915,28977
5295,7532
2982,5150
10342,55048
160622,2911
6618,6621
51545,5359
3725,58508
3613,5334
2776,9294
51755,9410
11282,4248
23122,7532
153,9863
386678,5013
3198,79090
5687,5713
7423,8829
22948,5516
6606,7846
2661,9210
7827,84623
1832,4790
10399,4637
51631,9869
4904,6125
10320,10320
3880,65125
55666,8975
6626,8559
11063,25805
22827,667
1962,27034
3619,6790
3556,8809
1174,93436
10458,7532
5394,65109
5515,7203
1442,4087
29110,908
337963,8553
8841,9063
3921,4691
55037,6194
285753,4188
126328,4714
1856,653121
219854,5111
129685,6879
6233,7046
22826,8683
283078,2957
51729,56259
3846,79065
10381,7083
3978,6117
208,5208
4193,6201
11103,509
3702,940
27185,4130
5501,5566
10765,8013
1962,71
23499,55763
80145,9984
5552,60490
10370,3661
5568,6854
2790,2792
51428,6626
154075,55885
10437,388677
1026,51191
5603,9261
2063,3973
23498,396
3106,975
25942,9734
2130,4707
6122,6165
159163,5935
3313,7157
2739,9641
10642,5245
11331,23042
51639,64783
83878,9470
30848,7205
3133,3133
4223,55652
4809,8220
1956,5594
51202,6129
8294,8350
23230,2885
51340,51729
285216,4522
6256,6667
10569,3183
5885,8932
2773,7189
5601,995
3612,5332
10291,26986
11052,22938
2099,5595
3683,50848
51592,8202
7319,79577
114,27115
151246,5515
2870,6622
4129,6667
1400,9146
170506,3188
126003,23582
5337,71
6164,6218
10419,291
10128,4637
27130,4867
7804,9479
2673,5583
2033,5629
57418,6188
128240,284169
55536,9775
26133,8517
2661,658
1147,8239
23350,7756
4846,7372
3106,5036
1974,3181
2033,9464
23450,4738
10204,5757
4601,9126
1387,1660
11103,3188
1397,2627
5692,5704
51510,6169
9319,9587
4088,8850
5583,7431
27101,4163
23126,4899
11224,509
2314,3276
2956,545
10594,79622
11244,3910
4089,81788
7284,7307
10933,8607
10450,8449
4784,5989
1017,65061
27185,5116
1540,55125
6612,7533
5829,7283
4292,5887
10083,257629
128,26
1654,8683
3500,7276
64750,7133
3184,6223
4043,53353
23246,409
5300,7153
253430,3635
55041,5976
6168,6727
1374,56895
1268,2771
6257,7184
51362,9716
11218,4904
6500,898
6144,7532
3376,4791
3178,56949
60625,6426
51755,7536
6921,79699
1654,51639
3091,5595
11222,64968
2597,7531
6134,7284
10951,9557
7334,85363
4354,9905
2770,2825
10189,79228
5515,5528
6310,7324
6498,6625
10289,8607
1791,7316
6464,8826
1796,4690
4113,6161
10273,7322
10569,58517
1917,6228
409,998
23517,51362
51741,6421
108,5143
57132,8045
7329,8554
81620,8626
1460,5624
166979,3881
84254,8536
5424,7155
11052,22827
23521,81887
3178,6157
4869,7846
6890,811
4188,6192
332,5501
64975,64976
1121,51552
57819,9716
117159,6613
10992,4809
25978,51652
3091,8453
1062,1062
10120,1460
6161,6224
6128,8349
1660,6159
1445,960
10900,6386
10524,8676
5436,9150
10450,9584
10550,11230
3065,3621
6124,6203
1717,6309
386676,54716
26156,27043
7597,8517
10445,9513
805,8780
23020,6132
1509,535
29979,51738
10985,55290
22807,64375
4892,58
57787,7531
292,8342
6146,6147
23406,240
292,3326
166,84304
10989,6159
147700,7257
23450,3735
10919,51142
2058,5976
6160,6206
25924,857
131377,136895
6427,8175
10454,7532
10513,221458
51503,58517
29911,6655
167838,220082
221184,9040
1891,1962
22839,60412
1058,5928
5430,817
5621,6171
7159,9094
51191,6188
6628,8161
2931,5578
1663,5217
7158,8363
3303,9861
2965,5433
28962,8601
1511,7852
55207,9551
5293,5295
3178,6187
25873,3192
11017,58517
5873,9699
4782,7018
1315,613
30968,728937
3661,64750
10286,9984
23420,56893
6137,6192
220988,23524
30837,5296
201163,5563
57621,7157
3921,6161
4163,8518
7132,790
5977,9219
2959,7531
4067,9103
10480,8665
7644,8491
238,3718
4809,7284
27250,6207
23451,9140
3921,6202
22999,79705
6047,84901
10987,4929
10287,28962
5279,9487
2649,2649
6182,65993
5691,7534
648,7704
1875,79184
5686,5709
10010,805
10884,65003
10146,5170
10513,9356
4536,4720
4729,54539
5887,7431
2801,324
26043,9978
1019,5934
1945,2043
2316,672
5987,63893
4698,4724
4790,6188
54942,79618
79446,9240
4605,8216
1495,56288
56893,9463
55740,55740
5987,84106
6714,868
154796,5524
1660,6430
1432,79740
7157,959
367,6714
53826,93487
2051,4087
23020,83858
302,5583
6626,6632
10000,79026
5094,9733
3725,375748
2064,5782
11224,51202
5211,5567
151636,7325
29979,8916
10067,9522
10643,1994
3842,7416
375,5898
23567,6895
375484,7532
5330,54822
921,973
54927,5866
2023,7846
2058,2332
10078,2801
22925,8399
7157,7159
596,8660
2688,5718
23279,9500
1911,1912
10399,3692
27131,3163
4088,91
6628,9775
4695,4728
2099,8295
51265,5987
23005,7205
29089,7703
7534,8332
4507,64946
3837,7189
29982,3172
5143,6717
56990,5879
26156,6134
1654,6431
79025,79618
10289,115207
22976,23528
4904,497661
57819,58517
572,6196
23076,51747
351,7534
3202,5087
55658,7189
10492,55037
1375,56894
79711,8356
1647,4216
4089,81629
11052,23020
55037,6159
3568,6386
11035,829
1447,29993
1937,2885
10253,54507
50649,6133
11273,1432
55588,90390
57159,7984
1029,1938
1616,356
3324,7082
7920,84065
5601,6929
7009,7189
3842,6206
3738,581
51528,5599
3015,86
1154,8649
2670,6714
3836,57379
4225,79447
3725,9584
114883,2885
55290,58477
441212,441212
3074,4758
6711,7532
1660,6132
25873,4869
64963,64965
4591,4591
10617,128866
3172,9439
6714,9846
23398,57187
4691,7284
29123,9759
26121,5987
3315,5588
342945,84838
51755,8175
57461,64783
5635,9891
1153,7756
54507,80222
1748,6187
5252,7024
5515,8870
5683,7189
5531,7157
111,27115
84962,9564
123722,84914
183,7025
253260,79109
57381,9322
1654,6146
11345,8508
3326,7514
3735,5917
8364,9759
2908,4791
3783,5571
51194,7186
51343,891
283742,5564
5859,9618
2959,9519
51631,55646
5295,5781
782,8655
2235,5498
5579,8837
388818,85287
3066,7157
10147,545
55734,7088
3983,7186
1650,84319
26037,9378
284217,43
10973,6612
1650,6189
26354,6137
11035,6233
140032,6234
26353,5579
22913,23020
84219,8480
63967,672
5430,7936
790,836
54552,84445
3326,6223
2783,59345
1398,6936
2017,23411
788,90861
3846,84140
10868,83858
2771,8663
11338,6135
1499,81
6513,7329
10327,126
55660,732272
1271,7182
25898,7314
291,6169
497661,6146
145483,4087
10865,125115
1460,5300
51765,85369
4496,84651
6839,8968
54107,5422
10399,7297
4869,6202
10436,6612
7157,8237
10040,402665
4691,6144
2091,6229
1759,1759
25942,9343
1762,219333
6386,79607
6633,84844
29979,9818
84321,9775
5704,84938
10884,65993
30008,3198
6125,6133
2771,6203
10140,25904
545,55655
1174,8907
5053,7166
3608,4736
2688,389
23042,51763
23648,63926
22938,79002
1003,6714
4172,472
1655,8563
142,3551
3099,5236
2710,3172
4147,4147
340359,3881
7157,8626
6201,6222
7088,8820
10642,1938
3205,3725
284040,55697
3551,5495
10201,1633
23641,257144
4193,6872
10992,11051
1068,5568
1457,1649
23350,8559
1642,3309
7697,90933
29945,51433
1655,1660
10575,6801
116092,57594
26121,3836
4790,688
55626,64422
51755,6426
10155,7625
4188,54927
3735,8453
6628,79622
10419,10514
7398,8407
51206,801
4756,59277
5644,5775
292,8890
2268,3635
292,7150
6128,6136
57673,7341
10456,1080
6386,92610
1026,55388
3488,5054
1386,4089
6721,8554
3608,6210
27330,5648
22827,23524
10059,7328
26058,7534
55763,6709
2534,56658
10274,23063
1174,1174
3106,80273
3064,7341
57819,6631
10856,84708
8175,8896
5515,55690
22907,6193
5018,55705
4690,6655
213,348
190,2516
55072,6772
7186,7531
50628,56650
5042,5245
10189,23524
324,4957
10492,26608
2332,27292
57088,8607
10285,94104
3932,4068
51690,56259
4585,6667
1080,3326
7913,8968
5245,6193
10643,728937
25873,6146
3801,55957
11047,9097
1060,79172
22826,94104
498,6202
6421,7307
22924,23332
26156,6146
10772,1665
1654,8449
23107,54948
3791,6464
5690,5710
2147,5269
3082,5328
80125,9240
1759,6457
6130,6146
50619,998
1962,3028
23759,8175
5106,5315
5594,8352
1605,375790
23005,3881
6194,8241
11133,70
387,85440
331,843
2487,4086
192670,6742
2521,8412
369,7534
1803,920
24148,6430
2114,2908
112611,26330
388677,5125
22992,57473
23043,9861
5777,6464
119392,60561
3181,3837
610,610
4869,6201
4653,59
23411,55161
132660,6726
1643,6612
51330,7185
22938,6498
5593,7408
6118,9821
5962,9368
5781,6772
25804,6431
1586,6670
126129,2180
387522,9604
10642,51602
55603,5654
1051,2033
3914,649
6749,9493
2534,2571
386680,4601
26121,7159
2130,65997
4771,5900
2316,4988
1019,672
23450,4670
3189,6357
55969,83858
4673,6181
10025,9967
348487,8379
60312,60312
10477,375010
6635,84292
1634,7124
10488,931
6137,6154
4174,6125
3646,7419
11091,8189
26578,356
10291,22916
25,6655
10539,83595
1031,7157
6809,6860
10523,6635
5354,821
27097,4436
4215,832
2885,58480
29887,9802
2569,5578
22906,8473
54726,55290
10320,9759
27044,4602
128308,51023
10514,3608
10782,2885
23233,7978
5568,6514
56650,6628
29984,90
1448,9802
7597,80321
10643,2332
2885,94137
11140,8837
8536,8536
1572,438
1387,4782
81631,9776
2130,3187
6605,9412
87,8941
5868,5878
10059,7431
125115,83538
10928,9185
29978,5687
2597,2806
23451,898
1026,208
51003,54797
1739,6331
4172,8848
7431,7531
10459,9319
54556,8607
4236,55536
10262,53347
6124,6234
60,8346
143244,6125
3312,9861
25962,29105
29068,4089
1778,4609
5440,6908
497661,6727
1759,408
6144,6161
10539,5588
6189,7307
10750,11030
10363,10363
3164,91694
10277,840
2064,53358
4163,8667
2263,867
6154,7533
6117,7155
27339,79002
11224,27043
10236,23451
1956,8344
11224,11338
5496,8175
3106,3839
10594,10946
53938,7919
23193,3692
35,6648
25865,4086
5657,7124
8932,9126
773,782
1655,3550
6209,6231
11196,3689
4725,4929
10113,7046
5663,87
25962,4809
6168,9329
51073,64960
55177,7532
2057,4486
1004,28513
22933,8405
25970,4915
23421,57562
6183,64975
1350,7385
10421,56259
285855,409
10567,5861
57680,5929
53944,94274
2091,6207
2081,3309
2885,6202
1107,4297
116541,51069
4710,7386
10524,7286
10001,5914
51127,51619
2959,2965
2735,2736
6999,8942
3932,6135
6416,6885
1915,310
5862,5997
55748,55748
4131,60
79622,79869
8563,9343
3312,84759
25804,79228
373,6591
338599,7189
310,3431
23450,24144
11156,4172
1022,1869
10985,6141
4734,6338
2114,9372
1387,4297
2147,2150
10426,85378
6573,7021
23107,6143
10250,25962
2064,29760
10573,219927
60,6204
843,8837
151254,23281
2962,892
26156,3178
815,960
23199,988
1400,80279
1757,4522
1487,7050
57017,57719
51586,9440
2321,2321
102,152503
27237,7534
22906,22906
25,2534
1432,7248
29979,6354
126,221
140803,79784
1879,5079
10594,22985
26523,5133
11047,5903
10642,192670
6187,8342
4035,4035
2091,6129
1314,84319
23560,5250
50855,5879
10289,388
4691,940
335,3514
1655,4343
3105,4103
1147,1213
10466,91949
10401,4152
7321,7681
10430,51225
10521,26986
285672,9584
25942,83855
116540,51021
4068,51744
3035,6191
2033,3219
127557,8907
5430,7469
604,9915
8347,8915
55284,90678
57591,7329
3181,57461
11140,80097
8554,9129
114883,2643
11060,9871
7534,8336
26330,5232
2885,4795
10253,8440
30012,6667
287015,54507
1974,51386
4318,6374
10492,7414
29844,55536
10617,55611
3568,3717
2064,56899
6626,9689
55636,6603
1432,4205
1457,5685
26586,983
732272,80145
4811,5590
4691,6160
5140,55811
4692,58477
4591,7187
1938,23450
1983,9641
3352,3352
326,4175
4904,8241
1432,1956
4736,6128
9440,9477
51588,7157
55746,6396
64284,64750
3635,386675
10643,9129
10933,57634
10197,57154
3725,6233
2022,92
10985,1915
22927,7329
3105,963
6477,7278
5684,5686
10564,5573
329,8517
23649,5426
1499,864
6210,6228
55379,8900
26574,8216
122704,55173
10912,5966
51160,7251
57819,988
3308,7534
7157,834
6207,7150
386676,84914
3608,9329
4105,57402
5567,6790
1153,6631
4736,6133
2549,5787
6157,6227
55093,85291
55969,6150
10884,63875
27229,57144
1195,51588
54606,64965
1432,3875
373,65117
367,4110
10575,441241
2512,2885
25885,6130
1459,5591
23132,367
328,6418
10346,7874
2960,9412
25925,4086
51729,6627
7068,9324
10772,4904
36,847
27304,4338
11154,2885
1839,1839
3312,56993
1387,57658
10421,1153
5597,9416
23192,23710
10128,7417
387,8795
386681,58524
5684,5707
10073,84206
55717,9493
57459,5931
2622,8626
58,6271
4591,9055
23214,2932
1019,84152
5597,613
10283,9092
113115,24144
6850,9846
5119,7329
11331,6520
5861,6624
22938,8683
1387,3131
4005,7329
3190,56122
3609,81030
51116,51264
3030,3106
324,3309
6135,6176
2099,348
57658,64786
3932,6175
255877,386676
3308,8841
10127,1856
10521,57819
22916,26986
2081,7311
3074,3423
24140,81892
3716,7297
10783,331
3312,6175
4738,6156
5582,84612
1387,2305
1642,8453
25873,6143
5130,5597
11156,11261
6141,6727
5976,65109
6143,6233
1499,52
3014,5111
2975,4809
7251,90678
148022,3665
10362,6636
386681,64093
2033,7392
170506,3183
6144,81027
29844,29844
51263,84545
122183,84316
55093,9240
55299,9349
478,55161
5591,653361
1408,5187
1642,4904
4287,6195
2672,9463
2268,8751
83637,84281
6142,6192
121504,8358
3673,928
23107,55168
5579,60312
27034,36
55823,7251
10189,9128
1856,7170
10169,66037
5245,55003
3689,7409
10971,56907
1398,9757
51593,79948
85415,9474
5018,51258
51065,6129
10797,4522
6133,7307
1107,8189
1978,5595
39,5564
1457,6872
2099,57541
2625,6886
207,2100
220082,55022
1508,8877
10320,10539
23054,5468
2057,5594
10664,5885
51244,9775
29979,51060
5705,5713
10971,4208
10482,5901
1394,2778
78992,89885
6202,7284
107,5152
51377,5684
23028,5582
5495,8517
6810,6814
158219,4223
25885,6184
5997,8508
7804,9784
10626,9869
7316,84959
240,9261
10318,286514
23054,55728
7534,79026
5573,6517
23331,9577
6202,7416
5036,6135
1937,4543
3065,5519
29074,65993
4519,4715
2242,9564
23321,4644
2175,672
1981,5062
11338,23521
6170,6206
6742,8861
1019,23564
23099,9841
2237,641
125115,58524
6142,6218
147872,222662
4543,55379
6430,6627
2242,3718
122704,51642
1153,51593
55210,55290
1622,16534
7531,8470
27335,3842
23039,5901
144715,3364
6125,8349
11052,22826
8089,9643
55884,6184
3635,3881
1649,79892
10301,57562
3150,3151
1432,653361
4089,5595
1659,27339
3837,53371
1387,7161
2621,7301
57559,9685
4792,4793
132671,5584
5602,6640
10111,60561
81608,8260
3007,81027
6857,7020
8220,84991
5094,6142
23534,27338
10573,51258
51160,7314
386682,64782
29080,7428
1801,9939
6820,6820
51534,875
400714,9796
10969,55131
22907,3608
3736,3738
150684,5966
2057,6855
58525,6204
26156,6129
2157,7450
3164,5414
3187,6146
283208,9146
5558,57804
6934,7520
10252,386675
51631,54819
5693,5704
11337,440738
3932,7431
509,6135
163183,9073
7337,9522
6124,9045
6430,9589
1400,390598
171483,54998
285855,408
2099,5451
4686,6629
11030,57459
1017,1386
1058,79682
85358,8874
3945,5881
10289,805
23594,3159
5600,9362
3178,55646
1896,22845
1644,4128
10228,8674
54540,993
5621,57787
10241,56915
22913,51503
23281,4034
1742,22859
142685,7433
11337,9817
10857,7189
6217,9641
10487,5271
10762,9670
3608,6159
23389,55588
51258,84311
10291,6634
3839,409
83637,9522
57461,6626
24144,9295
7706,9246
55816,5979
29796,4710
4436,6613
6198,6794
1025,6500
5590,6199
4697,79711
10235,3845
1026,5925
6203,8662
114932,119392
7975,9603
3838,440552
1388,8720
2888,4790
1936,1936
10488,114569
1017,8725
7915,9380
112724,51109
2033,23411
2788,59345
3932,5605
5594,8986
51720,5932
51318,740
139341,84557
1938,4738
10482,1660
3376,9020
51377,5708
7431,836
3785,3786
7278,9020
6477,8851
6187,79084
10239,8943
1915,9921
3609,4188
10927,596
6727,6949
6130,8663
2197,6137
2648,6873
2071,7508
80321,84140
171483,8618
27292,5094
1173,163
55758,80321
22795,5549
3692,55183
10488,3054
113130,9126
10285,6627
170712,7388
5094,5250
140628,2033
313,3500
3646,6189
6137,83858
6721,7317
84078,89890
6130,9020
30008,353144
7536,9092
10750,2057
775,783
140432,7328
3074,3938
5518,9641
836,996
3065,4792
10841,149461
5706,5718
11218,6157
3008,8294
8290,9329
165530,6310
6133,6159
56915,81704
351,839
23011,27342
321,5597
2101,8431
6632,8220
1877,5925
6908,8819
1457,4067
2908,3460
387082,847
3109,8818
115106,93426
2923,30001
7454,8874
54535,80705
11112,7316
2932,5970
2624,4089
11340,54726
154313,84970
23637,51560
5971,6233
79023,81929
2885,6604
6152,6159
790,8717
2316,8517
10563,2833
51255,51619
4193,6275
7307,9716
5604,7534
9128,9775
5588,821
2923,3106
10094,2885
3984,3985
4841,5430
4793,7415
6122,6204
158078,9921
2886,5781
6885,79738
6142,6223
369,4744
3309,51593
1654,29110
23517,55696
1797,1797
4722,7388
22800,5074
26136,7791
1647,5648
6130,6228
3911,5327
284695,9349
4089,54440
11051,6429
79711,8355
79813,89870
1938,27185
55660,8976
29888,92170
131,5832
6767,9693
3181,9416
57576,80262
10594,4236
5705,7189
10000,836
4904,6204
1660,3609
4804,5595
4541,4725
4170,8658
10642,6129
4175,7874
5581,6530
10395,5921
5921,9223
1438,3815
55284,6045
64170,80321
2146,3066
6175,8344
3364,7266
170506,6950
10250,6434
6633,6814
2034,582
56949,7919
3007,6144
5903,7045
10081,6635
22861,598
5069,7137
4215,81
1363,5562
1051,3297
51631,5764
117178,6908
11198,2091
283349,60485
10915,57819
1665,9295
10291,4236
6152,64960
5587,6714
4541,55967
6207,6233
158787,5597
5686,5704
10006,2885
23534,23612
10972,55851
3551,8660
2560,5590
1654,55969
129080,136227
10640,122786
5932,84142
7157,7707
114902,83552
5970,9188
55216,6386
51510,79643
2963,9697
23281,51265
207,5591
1618,1618
2332,284695
373156,79624
55217,5934
2241,26052
2885,9784
256281,256281
57154,64750
200081,220082
3065,8726
114294,60488
4950,5581
11331,27043
64746,8569
27089,51079
6191,9513
54903,57062
154313,285753
10921,25929
4700,9519
10975,4702
6125,6897
22806,8676
1021,1460
23405,3609
65125,7466
130560,386681
2072,6159
6207,6224
25,351
388677,83896
5928,6878
1314,22907
55636,6601
2099,80152
10320,5565
7314,7334
3064,5921
11052,25949
302,5521
1837,6714
6191,6202
10262,9747
166,80705
170954,6925
1822,2192
6195,6197
11338,9343
5090,9326
3881,79583
222255,643641
285216,7298
3921,920
27347,9990
23026,5499
64960,9553
4991,4991
23097,81857
11098,293
2534,4067
64326,7157
5049,92609
301,3326
5747,64780
3609,55226
3183,7189
22938,9611
2316,85015
1282,2335
4298,6601
23521,6230
1660,51639
401541,83878
11017,23450
60561,7511
10488,27069
1017,5771
1642,1938
27316,6627
9099,9454
6207,6231
373,7185
386675,7733
1746,1746
4486,8692
10411,9240
2339,5911
9093,998
4793,9462
5879,836
27258,6606
10075,25862
10241,9610
10992,7919
3851,3866
302,3106
293,3735
25804,6606
6122,8412
10992,6421
6235,7284
3815,6667
10131,6633
51569,7322
1778,8493
10947,8943
5125,83755
6427,9406
6168,728937
10014,2099
2000,6502
10240,219927
2534,5338
387082,3921
51616,6880
16,3326
10554,126129
10980,1161
65084,8626
2033,7709
142,3014
25873,4113
3329,6224
23281,53826
6154,6231
3431,6606
3164,5054
10980,150678
5566,8347
57820,57820
7314,7534
5071,5998
4342,64753
2931,602
170506,55037
4267,56893
11198,140890
10772,6139
51318,51650
64965,9801
10379,10379
400569,5469
50618,57670
26121,51503
10521,6431
10214,80254
1937,84676
10921,8227
3685,563
56259,6429
23542,7804
7273,8557
4791,6135
373,56906
6157,6229
10250,8899
51386,8663
55437,6794
522,92840
10165,10856
3117,7088
4801,7048
11344,51231
4998,983
51340,51593
54700,6196
3276,6829
10973,84164
328,4435
6136,6732
6015,8535
10992,24148
51608,9627
25929,6637
51138,5430
9667,9821
302,3178
338785,3860
3784,5693
3326,81
3190,85362
11335,8358
7163,7165
23054,2690
3866,5585
3516,9612
6421,7311
213,254879
3596,7412
80125,9513
10013,65084
114088,79594
6133,6135
125115,27156
5518,9372
3550,57187
10425,6511
9589,9879
1785,22941
4904,6136
11146,2280
6229,6727
51720,5888
10128,9641
221662,54715
4719,4731
10419,3185
3690,50848
4686,9716
335,5360
4174,9349
6154,6157
6144,83939
10513,51162
23263,6201
54958,81631
4436,5982
221016,9391
24140,85415
5335,9878
26823,84844
388697,50628
23091,64946
84172,8454
6209,9045
4036,9737
5579,6876
1487,8487
10189,10992
60,8664
148170,998
55905,7324
2885,51729
4430,8848
1755,80279
6232,80304
8651,9978
26019,79797
5434,8725
114824,285753
10419,6201
10514,5094
6449,7112
2147,3486
57144,91647
25,7150
4100,55337
10013,8360
23557,7442
55596,6627
10270,11078
135458,144715
3725,8661
4637,60
1386,7528
6431,6432
1270,348
7373,960
8945,8945
1950,23048
5511,8175
409,6194
1019,6929
10313,6642
10472,7597
1642,80232
23326,6880
1025,5058
9443,9862
6203,9775
6208,6224
5495,6885
51069,64965
11052,815
55663,80345
3932,6191
130617,130617
1387,51701
1937,1956
23710,6789
51747,9879
387522,56658
7334,9666
6133,9040
2932,3297
4173,6201
10514,6130
5430,8812
6442,8910
11315,9219
51373,64968
3219,79797
9189,9189
54984,8347
2921,3577
2316,4802
3184,6175
1785,7704
6143,6188
2885,7080
386675,60370
3936,6311
51720,9318
27339,57703
3158,54511
1028,54850
3839,8161
3192,6146
64784,65125
4694,4728
10868,23138
6999,6999
8945,997
11193,1654
3914,998
4502,6714
3169,367
23136,3725
1499,4303
23517,4343
6721,9230
1104,23043
5727,891
8352,8360
25804,58517
5829,7189
4356,7186
5530,6257
28964,9459
51586,9969
23521,6208
10992,51428
2902,815
8356,9425
64960,84844
5705,9097
2244,7083
5531,57223
4625,6667
5682,7189
23607,6655
10313,8412
10726,5062
51639,51747
100129842,6721
10262,22938
56893,6366
1462,6375
842,843
1915,6135
11338,55145
11198,57332
10713,4236
4193,7468
5925,6502
55167,65125
1432,56243
22985,5049
10642,6138
5580,5894
6222,64960
9092,9410
653,657
55662,56957
6837,90390
55352,8358
1288,5653
51690,9410
1759,51100
11345,7421
4809,6124
126,5914
54575,6715
84062,9729
6872,890
5747,9743
6130,6142
5331,6494
595,6872
1759,25932
137209,9248
23450,8683
5250,6169
3206,3206
147687,541468
1915,7150
86,9219
10521,51639
10526,23405
23624,6714
4738,6160
1655,8896
11074,373
117143,6314
1201,5591
4233,5578
220988,60625
1572,7367
158,9958
56895,5966
51100,51103
5209,8789
8737,8772
140032,6168
4952,9950
9513,9733
3565,4772
4116,8175
356,637
1499,9863
1665,9775
4691,9733
100294114,6456
211,6613
51734,6048
11262,22933
1196,57541
57819,9584
1215,4254
23517,9584
11338,4841
54882,85369
5720,7965
1457,5241
6714,867
6175,6227
1778,1936
1660,51065
5245,6154
3609,9188
1386,7124
4824,5578
5987,80726
10492,6141
5582,94274
10912,5467
4881,5149
2246,2261
324,81
3691,667
3725,604
170712,7385
6100,7307
117246,4115
5652,6721
54868,57602
2185,2321
2885,6506
861,865
1654,5521
10397,3799
5631,7086
27339,9689
2242,23177
52,52
3035,6224
4088,8945
22948,5521
26121,9295
25843,29888
55297,55297
2977,5151
2794,7988
23412,26152
1445,3932
2624,373
10574,9924
7074,960
6627,9775
3643,6776
9716,988
10287,51573
5909,983
8899,9128
116540,23204
5625,8659
4508,513
55388,595
29117,4609
3692,8662
10985,23450
25962,7536
51074,60491
163,3579
80271,8867
3732,4179
387,5599
125115,8851
257202,6487
4261,7391
4719,51079
55111,8517
8535,90390
211,64781
2935,8412
6714,7225
5879,9231
59343,6613
1717,3608
5682,81628
84292,9716
23193,79876
4793,5441
10397,6285
51428,9939
5094,57418
51442,7005
3305,8517
3187,5966
7419,8344
10458,11161
5566,5909
6613,84844
1937,57332
5578,6010
3912,7040
3608,55646
59343,8517
156,5962
2201,4052
23405,6895
30968,6155
3106,4176
135250,135250
3676,7057
5469,904
493,8573
64969,9733
22806,5296
1528,5447
6173,6175
1856,51224
5599,6416
2885,3906
3500,3848
142685,2017
5245,6130
11143,9767
7321,9616
6613,9112
80185,9675
23101,23411
131,220
54935,57562
10254,79595
26578,6721
1147,55620
321,63941
2149,6642
11047,1956
1974,6229
219541,5436
29966,85369
157285,7337
928,930
11218,6189
51362,51503
190,2104
4809,6222
1869,3275
6130,6161
157773,4188
10513,2950
163,7307
128710,6184
10419,6128
3091,3725
25,847
23376,7324
23398,8899
23192,6788
2033,3838
23198,5713
805,818
2091,7284
124995,171483
5685,7277
292,55681
57561,9531
84259,84708
1022,6853
27040,6654
4869,580
55379,6203
324,7204
100529262,7879
2475,6199
10419,8368
1734,23032
51567,7133
2058,3320
4678,8352
222235,23521
1509,5267
10040,10630
1460,7088
10040,2934
10576,29110
4690,8751
2222,8607
8480,9939
4157,6091
4188,50717
6326,6330
10912,9659
2475,5520
1029,1958
1488,23236
11337,7024
55775,7150
10148,821
10456,8125
2065,84951
10013,3320
92421,92421
10521,24144
5291,56915
10488,84102
11331,25885
4174,4175
4696,4706
1308,81
25,7533
1029,83844
4673,6122
100288160,84651
126308,998
6421,6628
10010,8517
2801,53358
27095,51693
1487,9079
51021,6194
6144,9040
51429,51429
326,5431
23118,7189
1742,51764
2059,58
1017,26003
114784,5335
23411,51341
6257,7182
196472,3881
4716,7386
11007,26152
53938,9092
4791,5917
11052,59349
51366,5777
3398,4656
2072,4736
6667,6720
10799,11102
2801,58155
2035,6397
5908,9020
23350,29105
324,57719
51065,6155
11340,22803
1277,4099
4487,6872
1915,64101
3306,5704
5970,9349
26121,84464
79718,9612
10451,2065
2214,919
29979,7314
4862,8202
1488,55758
558,8503
10921,6430
4695,4719
2891,8499
6780,9020
4294,4747
124460,171483
54535,84991
2969,4793
23291,4793
30816,6509
4087,4739
1207,6632
4791,9919
2017,3737
51477,84812
2932,7694
5036,6181
145226,5959
11200,4436
5169,64802
26058,8087
293,3608
3614,4907
2152,2152
8357,8368
6314,8350
166,3801
1196,6733
8672,9100
3554,59307
55646,6137
4323,7077
