geneid1,geneid2
124637,1351
23450,27336
1656,23644
10454,7314
3184,5245
1363,23649
4673,6156
5518,7965
11051,51340
58,84962
4343,728937
3065,3312
26228,6502
11345,55737
29796,4706
11200,4678
1859,23451
387522,5062
4809,8559
2975,3608
192669,3320
51602,8342
11035,4628
51377,5693
23607,25
222389,9643
23020,9092
10856,7015
7025,744
7112,8815
1363,732272
11244,51588
23236,79959
11338,6631
4005,6774
222235,728937
6122,6155
27185,27185
51196,7791
151246,55143
3480,3486
79109,79899
152330,333
11338,6421
1859,6622
10514,3192
4023,6667
23020,5564
11255,1812
23097,9969
196883,50940
476,8717
9641,9748
5018,5709
26959,5925
1026,5599
5241,6602
10289,38
51619,57484
2242,9659
6626,6633
51742,6597
3707,5335
3440,3455
10713,6426
4609,5688
7516,7517
10467,10933
11222,28977
2885,835
3280,5579
6622,7314
3945,8659
6229,6232
293,6202
4173,83939
7533,9321
2130,4598
2902,2903
3065,8521
22981,55758
57132,9798
3183,9775
2948,7157
54550,60626
1912,84221
7311,7805
133,3075
51428,80321
116540,22806
114294,65005
5598,8357
2810,91694
1410,65003
171024,7532
219541,3305
6642,6643
373,64400
10487,71
79363,80199
192670,23112
10694,7534
7532,9734
128,221
29082,51652
4286,5077
5595,9181
203068,301
246330,3656
402,7809
891,9088
51069,64750
11168,4221
2181,84129
2534,6714
10746,6416
472,5884
10975,2110
3059,9444
3868,6670
6667,6709
8637,9470
128,2098
240,60
57530,9181
2534,6693
51196,5334
146664,5013
1432,1432
7157,9271
6183,64969
2035,6921
10399,6229
11030,23132
22826,9716
3183,6122
4069,7428
134353,84967
10284,6599
64170,79027
10488,7102
8349,9349
11165,7140
26986,5356
408,7533
51602,5597
3312,7277
1915,6622
1387,672
28985,3106
213,7074
10567,23551
2130,5359
5731,5733
4714,7386
10488,23270
1459,57088
6139,9782
51593,9295
23107,6169
3777,7534
23087,3093
120379,285381
3688,7412
1475,1475
10286,1659
4673,6209
217,84264
1604,976
2521,5603
23338,26003
147700,51562
6637,84844
23710,4734
3105,7314
51008,9325
650,652
1453,8202
10436,54977
2734,8517
4924,5966
29888,7476
5080,6597
26986,6194
1441,3716
1404,4318
1013,1495
2316,409
100532731,100532731
23543,816
672,7332
124637,7384
27023,5987
54433,6638
57835,6154
6122,6135
27350,7555
1499,64403
6224,8607
2,23176
57703,9295
285753,6619
128866,79643
5682,91544
3455,3716
128312,6749
10980,6921
1639,636
56259,9879
10398,1613
1660,8241
23551,658
5134,7316
171568,27297
6141,6184
388697,6132
26121,9343
28964,8541
5028,9351
10399,29967
10551,56893
55037,6122
3836,5903
59307,6184
4736,6168
1810,4783
4700,4711
2767,59345
55681,7150
28996,8535
6187,6210
51362,6430
11337,51160
1795,4690
2801,85302
4734,9802
5201,9641
1051,4209
645455,90060
100124696,7409
7541,8907
57187,8896
10128,6175
10260,7532
1104,22894
353139,386680
10445,83444
148581,6045
1665,2521
10291,5356
2661,6606
57142,57142
23641,55209
4868,4868
1441,5781
2782,975
10971,2475
5071,65018
170506,51205
55173,64979
4223,7288
509,93974
5879,6780
5184,6310
2597,8655
5594,8351
26958,372
8614,9131
3983,7532
23450,5976
132660,8362
6449,8266
11098,6470
1962,875
55798,5663
5999,801
154796,221937
5499,5925
10480,6204
158345,1937
2035,9341
114569,203068
55722,84708
4174,9045
1841,7083
11218,6160
5982,891
53615,8243
5356,80145
122060,5684
10992,84319
55666,7314
1445,1956
164592,171483
11113,3725
161,409
471,9987
1398,57187
10092,10096
2915,9737
23309,9203
64802,892
5594,6196
11340,54935
4686,51755
26121,80321
22955,55534
6188,6227
23139,54825
3500,7273
5089,5316
375260,8773
7157,8550
7283,84790
5976,9329
6204,8662
9349,9533
28998,56945
10488,79073
1070,11130
6430,9939
50619,57596
29979,55739
2091,4670
3796,3798
6217,7846
5966,7020
4999,890
10465,51639
153,6457
6210,8517
1630,6478
3846,5211
10155,10168
51025,80321
23450,84991
10492,51202
3064,834
6943,8543
2885,79890
3895,664
3087,3725
3846,6386
6576,84464
6169,64969
2915,6002
7533,85440
3798,7159
10726,7077
1387,3020
100129791,6144
55093,55663
10419,5936
29105,94104
1499,1855
3178,5901
4790,522
6194,6218
1460,1460
7408,7408
10461,7409
2072,3735
3692,54969
29093,55168
386675,83606
25,5359
1398,1952
1022,84108
6597,7110
10594,9410
155061,3611
10075,7805
1495,324
23352,7320
54760,9412
6229,9020
6749,8450
29888,3725
55299,6132
4223,64396
222546,84069
1654,6175
4026,51374
4085,6386
7155,7157
11217,6714
5934,7343
3066,6878
6635,79706
10111,54532
4301,613
7133,8402
4076,51585
26121,84811
3196,5451
10728,405
11066,83443
1655,3320
3920,9179
3150,51222
388774,5597
10892,10987
3481,3487
11067,3880
23020,9128
145282,26121
84807,84970
84515,990
2110,4715
4803,5340
4087,7046
6192,6194
3178,55131
1327,7388
8473,9892
55658,7323
10289,7086
5940,80742
402665,55697
3692,5347
4343,9513
64928,79590
408,4670
1213,3107
27229,8216
51003,84246
64965,92259
1785,7351
10262,6925
7086,7086
5130,9468
1642,2072
4294,5879
2521,3309
11017,26986
5648,721
24144,6633
10197,7157
1788,3065
3032,55268
1840,6233
6908,7157
6633,9814
4005,60561
10423,7133
2071,51692
376497,6121
2176,823
55299,55646
10291,4809
1974,8664
10467,55257
10524,117178
64750,85476
3439,3665
11165,1937
2971,6908
1107,9112
4651,8655
57556,8470
7756,84811
440023,57532
10603,3716
6628,8899
22978,7084
200845,8452
4194,7533
10013,3164
5144,5568
386681,55739
815,85461
4791,9782
6839,8357
57835,6124
3183,86
10642,5723
1048,4670
22879,64601
5578,5970
10492,27043
3543,3543
3237,4211
51021,6228
2958,6883
3326,5709
54464,8761
3183,6207
11170,4591
5700,5711
51253,64432
3303,5830
5970,86
10799,79897
10282,147872
10921,23517
6002,6002
116461,80746
1017,7343
7158,8655
682,857
2186,8290
11140,7001
113452,2026
115827,22895
34,84129
6129,6203
55791,5908
1717,6188
11143,7431
83939,8554
4286,7942
7159,8347
1793,2534
10425,7321
23608,7323
10969,51631
55094,9785
6124,6152
11091,29915
5901,9972
29979,64374
5129,7534
373156,51692
222235,9775
5591,7507
2874,3832
116540,51642
2243,5578
3608,6633
26354,51602
7186,84080
22938,5934
10514,10891
55365,9100
4985,5581
57715,816
54441,57085
55299,6135
705,79618
2661,27258
56475,8454
6147,8971
3185,6160
1123,23542
56943,6881
5777,7189
5788,867
100294114,9094
23582,9694
491,5578
6955,915
613,613
163183,9370
6613,9031
29074,51253
23281,4236
3107,6891
79813,9658
10376,60
220988,56949
25805,9403
23451,6201
3183,6634
1854,29922
30008,56893
4690,672
5805,9513
440738,9474
11193,9416
26289,55905
54472,9869
4622,7555
3106,7323
2058,388697
2100,5020
1026,10399
5493,5987
23451,57703
3303,9131
5863,5879
50488,59
4018,4321
7533,9063
2065,4068
8663,8664
10111,580
5777,6777
2017,5770
1975,9349
3339,6678
2690,5781
6748,79084
5693,5707
10267,799
25962,9295
6427,9092
3689,5657
10381,7919
4140,995
805,805
29888,9069
6427,8493
22900,55655
131,4128
10870,79465
5789,8500
84464,8878
2483,27316
4673,4904
202559,5935
10921,51429
238,3702
213,91807
10856,3015
2547,6863
3191,8487
3609,6222
116071,6310
64753,9099
27018,7188
55052,63875
3014,7158
3932,5800
1174,84502
4705,4718
58508,7403
10616,55072
29105,51729
10494,2801
2038,6522
6257,6882
10856,7186
4192,71
3164,7184
26994,5859
3927,5987
956,957
64284,79643
10262,10921
5356,9129
388677,55663
2171,4163
22930,23312
4729,55967
4736,83939
6667,7528
2969,51691
23710,3843
10921,7529
1650,26523
55698,857
1687,5764
143241,8382
51164,9240
301,6714
4174,6128
6426,6625
4853,7554
5710,6927
10421,9410
1351,7386
4664,5450
6138,8886
10293,4690
1649,55509
3155,3280
4696,7386
51341,6670
50628,9329
57154,6430
2120,7341
10664,94086
11338,6144
1956,7336
93974,9551
286749,3196
29979,5682
10788,26993
1642,9688
55086,79666
142,3020
10000,5580
7184,79876
1871,4605
10488,3577
1915,6201
126,220
56548,79586
3551,6500
2335,3959
64983,65008
429,429
26001,7324
1314,2975
5134,6233
5164,8050
3312,8344
1778,27185
22924,6386
5685,5689
2108,7189
3107,3807
5966,597
4535,7263
57703,9984
25949,3192
5111,8848
50649,728937
137209,386675
2885,9093
1314,5094
192669,1975
548593,5901
10574,22948
121268,2275
23451,5496
23608,54935
22907,3185
11235,5783
3326,9045
5527,8312
4597,91734
28964,3692
3815,9402
1017,4137
23759,79002
23551,4089
386682,6924
1729,8317
27125,4300
4113,6154
2908,4790
3329,6895
4869,5901
2516,2959
1021,1499
55252,8314
23417,55902
11137,1915
6093,83478
123722,27343
4691,6165
10016,93487
57561,7128
842,983
10540,6103
51225,9729
1153,84811
7280,9672
51264,64976
26127,80143
11156,9183
11137,55299
22937,51141
3183,7534
5708,6135
8487,9733
10250,22938
5690,5720
3662,604
4707,4708
10436,4736
1051,1052
28998,740
4609,6950
10980,8575
27124,5987
1025,84126
10946,9092
22938,25949
6636,79084
56945,9733
147872,599
23543,9444
401508,80817
2339,2342
10273,57154
9329,9775
5250,708
6601,8467
400569,9282
146059,55723
10987,115290
6872,8148
4791,71
4760,595
125115,358
1956,83481
3608,4904
388698,6134
3312,4356
3032,84129
10900,2669
322,322
55299,6154
10397,1968
1616,64170
10291,22826
27243,57132
51720,9908
10403,9146
2597,3326
2986,5145
11224,8342
8896,8899
23309,25855
2932,6198
11222,51253
2650,6484
2475,8665
1915,6218
6598,81631
2010,29777
10642,9045
9589,988
1029,3621
3065,5885
23020,2332
8352,8363
22978,955
1915,7532
5552,9319
1642,23450
10539,79088
10476,513
10284,9343
2068,5437
27350,6462
1742,55914
147945,58484
10915,1654
1102,51138
6128,6222
211,57634
7128,7189
1046,3202
57819,79797
7518,79026
55681,6187
10465,4809
3977,5601
2018,4211
10942,5268
11060,23558
1633,219541
6130,7846
23451,55226
284252,284252
11282,2530
396,5879
29117,8357
25942,5217
148581,27072
57562,8481
121504,51460
1717,22907
5867,6648
10492,3181
11064,4216
23710,386675
27336,84811
116541,55052
8495,8499
23398,9939
27043,6175
1586,3294
10202,6191
6150,64975
6141,6188
11267,79643
51237,835
51263,60488
400569,9440
5796,5797
22888,7328
10643,11338
4173,9040
10687,7534
472,55775
545,6477
2959,54760
10846,115
64783,9410
54998,54998
6430,79002
5781,8832
7532,85377
1460,9948
3678,8829
10607,1642
3881,79446
26128,6311
25942,9139
10421,10907
1508,5972
4884,5955
2923,387082
10523,6634
2902,9118
154,2769
3725,466
22944,5111
2870,2870
6135,8335
55823,5868
10492,9533
8661,925
10152,9454
1915,60
10844,85378
6173,9045
7532,9343
10651,147872
64782,9659
10445,64006
6809,7414
5879,7074
80258,9832
203068,7052
5925,6908
11043,8676
51434,51529
25949,94104
10989,84303
26207,57146
130813,2941
6122,6613
442867,7337
1956,5579
7334,7335
6143,7307
51019,90410
472,79840
7975,7975
4283,6440
6708,6711
4089,6667
10969,388698
8358,8368
1994,6154
55786,83755
27018,7187
23710,8508
3853,6449
185,7064
27097,6881
2091,55037
5362,57214
10189,9785
5581,8682
1822,3339
3932,916
10869,55898
373,54927
51280,79369
409,8546
7314,79594
2113,815
10592,64151
10915,57187
10985,7133
2335,6721
116349,125115
11161,7572
51324,92689
11168,6426
140683,57085
378708,80010
1915,83858
118,5578
26574,472
10241,553115
2534,81491
5104,7056
51642,64976
4128,8659
24148,4670
4174,6144
9113,983
1655,4869
23157,30837
3702,7046
29110,7128
2909,5578
56882,5879
5300,81628
51562,81565
1488,3065
10521,10569
1911,22955
5915,6256
4487,5451
4014,5266
7224,9456
10569,1654
171483,64284
6139,9329
3065,6601
3801,54955
10492,23524
23450,7532
132954,2800
10256,5300
1612,23604
26227,5224
8294,8356
65991,8975
10369,1740
3667,6198
1994,6386
10236,51340
1107,3607
3014,8453
5663,5663
10672,1816
10236,10569
1891,81793
222484,84991
10755,3973
59341,801
26059,8927
54908,54908
11284,4172
5500,896
3846,386682
11224,8971
284996,57835
10625,1107
3035,6897
8216,92565
302,6277
4223,8721
1509,92979
7090,8450
4208,4209
10971,1956
1277,164656
1108,6097
7157,9587
51324,5631
4691,6732
29796,4705
27043,6210
7323,7726
3034,84735
23065,7024
1654,4869
4097,5396
54460,55173
25873,6727
58508,5929
4209,7311
5430,60
1277,3486
1659,24144
1147,2289
4089,4092
5566,5782
54606,64432
113026,8525
6203,9221
5597,7272
5925,905
160,6464
9954,9956
5590,581
22916,26121
5169,55312
1647,90007
10454,6134
80028,9618
2011,23303
10865,6660
51690,55660
2908,8031
3183,9416
64326,9978
2099,9604
58,91624
22985,6429
1153,55646
3326,5583
1892,23043
22985,23759
6285,6286
23450,50628
4833,55907
373,55633
10488,84699
55379,6134
367,5578
1677,1677
28996,57659
1026,5595
10010,4670
6165,8342
4509,522
317,836
10241,166
2140,6495
192669,51639
4536,7385
3938,6714
3050,386682
118,5590
23451,8899
1327,9377
5055,5055
7532,84335
10381,11337
2048,5921
6426,6628
10988,5594
154,4985
2353,81608
11073,6117
23521,57418
29086,51260
509,5245
10981,5576
2885,5573
3626,92
125115,7678
55660,9775
50807,7006
3560,6464
25,842
3654,6233
140735,79618
55905,57097
3312,6129
3680,5829
23243,29110
6130,6202
4059,5566
4535,4696
10921,192111
6722,6722
522,539
10632,506
1212,801
5127,672
1058,9589
22916,51639
10926,4172
10106,367
1051,7130
24148,7536
50852,919
6217,9063
10989,55735
50488,808
10020,5973
2811,2812
23020,6129
2794,7803
6133,79959
10891,9412
10573,9801
22827,6626
148581,55905
24144,55094
24148,55696
3099,6652
6181,9221
5580,5782
5566,6476
4174,6152
1958,4665
1460,79101
23076,23367
4287,5887
409,6130
4163,7458
5250,6135
108,2778
201292,7337
7874,79184
4281,58526
26589,65003
8440,868
170506,6187
292,6158
4323,60
6136,6191
2885,71
10476,9551
170506,3608
4869,56259
23417,32
274,3655
51642,84311
387,4168
51324,57159
6418,7978
1305,3672
112483,6723
55917,57464
25816,283899
2885,84251
8517,90933
5311,5314
71,7133
2534,5583
2184,3846
3925,5058
1912,6045
10056,8664
6201,8554
3192,4904
10539,140258
22999,25837
3709,55024
11224,6160
10289,6208
1457,7465
10477,6048
388698,6154
23107,64968
4738,7311
386682,8851
114928,8945
6749,7416
80321,84707
114823,675
84080,91544
386682,7580
7363,7367
10534,902
11051,7919
1105,9774
5578,7295
5430,5438
5094,6143
2290,4303
58509,8449
81857,9282
2972,5933
57819,7704
151648,4751
5590,5788
1487,9314
10421,1660
5437,6500
55791,6168
3183,7329
4869,6191
10490,163183
1346,7385
5058,57154
55954,6633
3191,6157
10006,5562
3184,4869
5321,9252
9063,91703
57418,6187
30968,6158
23560,6132
3280,3717
1432,3667
51300,89885
9814,9814
23380,356
26156,3007
51520,9521
23389,9440
10607,8450
6628,6628
6197,6611
6648,84064
158471,2130
3020,6839
57461,8683
22916,988
2908,3175
1207,26292
4907,9583
55198,57403
26986,3184
5426,7155
2316,324
1107,293
337974,816
4690,9564
147872,9529
57085,84067
4831,7534
163,55707
162,8905
5714,5719
3662,6667
23476,5983
23350,9410
3801,57332
2555,4193
51506,79876
8891,8894
22864,6310
5691,5709
386675,386682
2665,53917
10989,8487
28970,9319
1029,115106
23012,55233
219541,7112
5187,8864
54919,9391
1938,6210
257202,6648
4791,6217
324,3852
118,5566
23421,4790
54535,80258
4131,6780
10289,56288
340784,57559
11140,55664
57801,5998
10250,5496
5701,5702
147040,8452
6188,6897
57639,9659
203068,8668
60401,843
5430,9697
4223,83538
6134,81887
4809,6432
10289,5110
10291,382
1314,57418
55183,7572
3815,4145
79095,90423
2801,84458
3493,999
1432,4509
10989,51588
22821,5906
10818,2889
6853,8224
22985,9589
1956,5587
64397,6612
7188,9020
10856,27161
122704,65008
4709,55967
28977,64965
5588,917
11186,8797
2915,5581
353145,85280
3921,7311
10881,9319
2099,4435
10953,5562
4005,7205
10189,23020
1500,2241
11030,3838
23040,27185
207,56256
5926,8841
2891,2901
5701,6233
10856,8601
100132285,100132285
2048,2077
1432,367
6210,6727
10297,8697
3066,8819
114882,7024
6871,6883
28996,51701
2177,675
27230,84283
11331,24140
4216,4216
4904,6147
8453,8454
386678,83899
3309,4691
23149,5753
6167,6204
409,51366
10287,2771
57562,6829
11030,8862
1660,6157
6431,7919
94104,9879
51202,6130
5359,83640
6618,6619
5764,84141
11156,6520
672,8367
23582,373156
9039,9039
388698,5250
7157,9808
5170,5581
3987,51205
10289,2521
25873,9188
4841,55588
4194,7529
599,637
55114,832
10627,4637
115106,3881
23633,3837
7052,836
2885,29109
11091,8358
5966,84299
5787,5787
1232,6348
29993,85377
3192,6184
6130,9513
1848,56159
219927,9553
5250,6147
2160,3172
28964,51593
5469,84246
10856,79084
51649,6147
10040,2747
79876,94081
81887,9045
11200,5527
11338,27336
1974,3329
1027,5292
5295,80831
5236,80201
53407,60561
117178,87
2547,5241
382,55920
55902,65985
10497,26059
1635,60491
54460,64963
6737,7329
54984,6217
9425,9658
29110,6950
9045,9129
4233,999
8773,9513
51773,79172
2081,581
4313,4326
57473,6711
10039,333932
4297,5364
5929,9219
2975,6158
1046,4004
129531,27243
51690,6434
1647,5914
2029,79047
64960,84311
23013,8896
6228,9045
11267,51028
3320,5584
114,801
25949,57703
5595,7157
10454,23118
1017,3187
1675,213
5976,83858
6128,72
3866,79177
26986,27316
11069,26986
2790,51764
57379,7514
84458,9658
476,6895
1536,4689
324,5903
2561,66008
1615,9255
4780,834
388698,6128
2670,6908
54058,9240
9658,9839
117144,7205
1399,29760
2968,902
5966,91252
1545,3292
402,5528
4800,6721
1363,55791
3192,6173
3596,3597
10946,51729
1017,130074
4539,4704
1399,1600
51686,84456
4163,4791
5566,8343
116540,64965
10450,9295
2189,57697
4329,4329
6122,6128
10521,51755
10189,10236
4802,5987
4343,6203
3385,4478
130560,386675
10320,9612
10891,5594
3707,5566
4110,727866
1487,4297
79577,9070
6428,7529
58487,58487
23451,84844
142,4361
5202,7428
5600,6667
2969,6156
4696,4720
3516,4790
27079,2885
6135,6206
151648,5525
22914,8480
22827,7919
125115,4978
4175,64785
25949,4809
5609,6595
27339,60625
25804,25949
23020,4809
5595,6887
10643,9584
2146,5201
991,991
113878,7341
55086,55086
1282,325
10188,358
4600,5987
8731,8732
1794,386682
388818,8576
1649,2353
55037,728937
3854,8687
4792,9276
10294,114034
23099,23181
2157,3309
29127,9688
5970,9612
118460,5689
6895,8607
6144,6227
5930,7024
27330,5595
25942,5036
4000,4869
1665,51690
490,51562
55161,6169
3313,5018
3552,4692
84445,84988
51341,6667
324,7157
3843,6129
3182,661
151194,84708
58524,7185
4236,8683
201176,30011
3183,388698
11331,23020
160,84258
4689,5581
29105,80145
5467,6714
2932,6197
283385,7186
353132,4188
10992,51649
4087,5601
1956,6772
55299,6129
29105,51362
10985,6897
170506,51202
3725,8648
23450,8559
580,5932
2316,998
4653,8880
4714,8891
27238,6919
6872,6874
3558,5463
3065,9219
85461,9456
10642,50628
55646,6168
10,8260
2688,4735
7321,79594
11338,6157
2618,8517
4780,8805
147660,386682
10989,3188
10465,23517
10946,27339
2130,9709
10241,6717
10989,373156
5518,85407
4790,672
124995,51073
10856,125476
2781,5582
11338,6628
163033,4232
6222,6727
2566,5580
1748,4691
51755,56949
1316,9314
1054,90993
292,55226
6432,8449
10957,367
6775,6775
55131,8342
7278,8717
2026,5224
10492,57703
6720,6720
1161,50813
24144,27343
2534,2887
5788,914
322,5594
64750,9306
4638,4690
4343,55696
10969,11224
7728,8216
25962,9092
5687,5704
340359,57159
23077,7532
5888,7517
23411,8287
5037,7182
2033,6839
1453,541468
10283,1869
7322,9867
2058,6136
10992,55094
1267,5583
55696,6431
1991,3827
3312,65084
7431,8767
22795,3915
10228,8773
23607,93343
5704,7277
51517,8976
1654,8517
4790,6130
5468,6256
22809,2550
573,9612
10239,84062
1909,408
5341,5583
10514,30968
6627,7428
2064,960
51639,55379
114932,9146
26986,5829
55646,6228
3550,55696
1017,56647
6018,6612
29982,5230
6167,6187
4343,6139
51009,5265
26060,51094
51729,7919
10713,11017
1739,25960
54210,7305
148581,64219
6748,8848
23557,8518
5705,7277
1107,79137
51251,7298
10987,5597
6169,6206
2,51295
29993,3312
6432,84321
3297,3303
388677,6605
478,6232
287015,83746
2932,29947
1350,27089
114,5148
28227,5515
23204,57142
22861,22861
197131,379
57461,84292
54617,93973
56945,9045
78992,91445
10482,55998
4121,4245
3952,5563
54726,80279
116540,65008
54822,8290
10169,51497
57819,9939
4067,5580
2072,6155
28976,3295
6176,6230
10555,1375
2272,3336
3608,6169
1915,8607
2444,663
2058,84319
10541,1994
10856,6194
5310,6714
3611,842
3276,7068
284252,7597
128308,60488
10921,6625
3188,84844
114294,64965
57144,79843
7874,8165
10589,2959
112,5158
6635,9410
1019,5127
23607,64398
2353,4666
58500,83755
2058,6210
10494,6801
2099,7818
1084,6279
1436,6654
4794,9276
11276,164
7314,8717
5232,98
10421,8899
51264,64951
29086,60496
902,9112
6168,9045
2005,2353
2771,51655
3068,7494
1891,1937
2968,5434
5434,8148
240,5966
7324,79102
119,2534
4665,54535
1017,9787
7416,873
6615,8945
5134,5970
283349,6788
140032,6194
1457,7035
55646,6949
4791,4791
3866,84260
3007,6135
2308,983
4436,4436
11338,6130
10146,23636
3646,4869
6210,8487
672,8314
11066,6634
112950,55090
11170,3880
3725,7314
6134,8886
2896,3101
28996,5080
55177,7529
287015,3860
1613,4233
162,407
6606,9757
10617,92421
2316,7186
10253,84126
2539,3101
5603,908
5356,53938
23398,79002
7013,983
5690,5701
6158,6231
10236,10250
6134,9519
4535,4724
4670,51428
1432,8550
2033,4330
2208,3685
10093,114824
10921,9984
54925,54925
10788,3551
1004,1499
4487,7088
3559,5584
1762,3315
55094,56949
3312,648
156,624
324,3937
10589,4087
1503,7534
55613,66036
7322,84231
207,5493
30835,55697
5013,85280
695,8396
11314,386682
375,57584
4616,5609
10284,5929
2959,5430
1893,2192
1978,4043
112,5153
5573,80304
2275,2355
25804,9129
11335,3930
51755,988
10746,5599
5601,5605
11337,81631
10488,527
580,79184
11218,1915
285093,4188
2783,2786
3320,64754
5571,6897
2033,5886
11017,51593
9129,9775
4116,6426
11052,1153
6187,7316
84246,9439
30968,6130
23450,4116
5564,5597
7391,875
6261,64841
226,4653
4175,79005
5644,7263
4343,53938
23417,5264
10856,11100
23598,4286
815,8777
154007,6635
10915,55692
1457,6571
10569,6635
3952,946
10482,23636
84946,9191
440738,83593
1915,7083
6155,6205
23020,6202
10480,6189
6386,7039
2885,6352
1056,6480
6202,8453
64284,90
2010,9774
6546,7222
6130,6230
10228,5780
1491,3945
51729,9984
5058,668
4841,7088
51734,9802
10661,6597
6154,64969
6146,8344
5682,80321
1912,401507
2832,283869
56144,7088
324,667
25778,515
2017,7082
10286,1655
10521,25949
51729,55660
6187,8349
4691,6950
10642,10772
401,9464
11190,4751
5037,5894
10524,23411
26993,5566
3560,3716
4628,57473
1956,7410
26993,54894
1457,921
6158,72
15,7534
10733,1107
10048,3174
10403,83540
10083,124590
1647,1647
6155,6235
6191,9782
1493,2534
1051,3586
2187,2188
8353,9682
326,6426
23028,639
2947,2949
7316,920
25949,84321
3067,84735
5928,8467
51373,64928
3021,5595
7531,79768
5208,5210
1491,3939
2247,5806
10253,353145
1915,5579
1460,2720
23786,55092
2801,286887
6999,7166
254173,4188
2324,6464
7384,84701
3956,914
203068,3921
2321,7525
150094,200186
10492,55226
51729,7536
11007,26240
113675,60491
2961,4193
7913,8294
22803,27185
1284,9802
7205,9170
5034,9638
145282,6605
25804,9589
10992,11325
10524,55929
55872,983
1434,8204
3305,409
11200,3006
5058,90
49856,5202
389,4163
2000,5371
22938,4851
6157,81027
1660,4670
203259,23649
6241,999
7185,843
79656,84619
3064,7802
10521,25804
3309,8473
6181,7311
5245,8344
57697,91442
6871,6877
23179,3265
293,478
4686,5496
2335,3339
11224,6229
25898,83899
10419,2079
1111,91754
29093,51642
6950,9782
3550,9939
57129,79590
4281,4281
10202,3329
3551,6207
6606,85440
55723,7329
11331,84319
220988,22938
10514,6188
72,81027
55922,5966
26472,9475
2810,79109
2530,8703
6124,6167
3704,51251
27330,7770
3676,3676
10260,29950
120379,23421
213,472
6175,6191
4512,5747
2965,4171
5355,5355
400569,9442
1536,8826
2035,4218
1457,6711
5878,8411
10014,864
3000,5143
3155,549
3384,3689
2100,55062
5218,7529
10574,441241
2,3163
1287,7376
11338,79869
386675,79005
10514,6143
5245,57835
3164,6925
11224,6188
10111,11200
4899,64397
310,6609
2719,7477
5052,84129
112950,9442
11124,267
3007,4809
4809,497661
51263,65080
6181,6205
23543,286749
117178,6757
3921,6169
25949,51639
57018,728642
23451,9833
286749,5083
5468,9612
386681,80270
10025,1024
25942,53981
3183,51645
25,6789
26751,7431
1337,7388
51478,7367
6048,7920
27111,51538
47,5567
51053,57639
10285,6430
10419,23521
6790,8350
6128,6129
2022,7046
10307,2064
11052,51692
6637,84292
6421,79869
56944,9869
6015,9688
4223,54955
222235,22907
1028,9134
3735,9521
1576,6670
4149,57178
2068,7157
22827,54870
51112,7024
293,6203
10291,55596
79590,92259
3693,4651
140606,388677
5648,6197
8476,8476
23450,55696
23350,51755
116541,55173
6125,6128
3604,7293
4792,7157
4969,6714
5587,572
6208,83939
3725,8202
2175,973
5604,9020
6949,7284
23759,8563
386676,9422
10401,8091
3018,326
1977,2872
2669,8517
2039,53635
51021,6203
27161,4697
26505,373
23435,3608
10133,10313
51428,6477
4085,4085
55103,7532
112399,153657
10946,58517
25902,6470
47,47
7325,91445
137886,55768
5295,6461
284486,4110
147687,23582
219,314
11187,1825
6222,9045
1942,2547
2186,5931
7004,9659
2956,326
1432,8880
22797,63908
10890,9046
3315,5567
6601,8289
2332,4691
26240,5987
1464,8777
10206,6092
6125,6142
54107,5427
10370,5747
54576,7363
6741,8764
493,933
10987,4215
10884,65080
27131,51726
10081,6637
2904,5579
29074,64979
8019,81631
6165,9129
10253,4223
10294,10419
6159,8342
388677,79931
10399,2771
277,4589
10971,6547
64859,9444
1211,4602
6539,8825
1617,23369
27101,3106
51729,64783
4690,8506
6626,7307
11269,3035
26608,6188
51602,6187
219541,5431
125115,51032
5597,6430
7124,7132
51616,6908
5339,70
3500,5069
7273,84665
1024,6917
147700,3866
10713,51690
11030,353267
10250,6627
170954,54908
11067,83878
3551,90
1813,3763
3690,8650
10892,7428
5315,5903
10847,64431
3575,6774
1892,36
23710,8408
1936,64434
4809,6161
2661,78987
2961,5434
11338,3550
132884,4093
3693,386676
84292,9416
3066,3183
3554,5588
29068,4086
2286,2358
51023,64963
24148,6434
113,27115
10915,56259
4141,4791
3866,56243
10969,26608
222,84735
55954,6634
1056,4057
23176,51535
386681,90874
8409,84676
10594,80145
10287,2775
8743,8795
6601,6773
1453,999
3146,7030
25942,6601
1213,5564
6464,65080
23451,79228
4715,4723
2033,7707
10818,3791
126868,29079
23039,373156
23034,256646
51013,54464
22841,80223
10642,6130
1452,8893
55193,55636
1938,26156
192111,84464
154796,1739
5966,80308
3184,7846
23165,4609
4771,7248
213,255189
2110,4540
137872,8639
27044,5562
4734,6337
60,829
7534,8294
10594,23020
10111,5982
2288,3320
5591,835
10399,5245
23598,6047
4736,6231
2213,28396
5601,84970
10111,3308
1453,2697
3183,6158
118460,196513
321,7804
23350,53938
22983,9361
2230,54205
23517,84991
3065,5308
4628,85015
9439,9862
4692,6205
10376,2534
6636,8926
23028,9869
1906,2353
23207,3831
5707,8793
5303,84164
5817,7082
10856,5018
1457,3811
3608,6154
10197,5689
2099,5925
2959,6878
51202,6144
23107,6210
5984,890
2810,3875
154,3765
79637,80258
1775,25
10971,80025
3054,8819
140461,3233
125965,6647
253714,54984
314,4353
4731,9796
23005,8601
80145,9092
22938,3190
