"drugid"	"smiles"
"DB06744"	"C[C@@H]1C(=O)O[C@H]2[C@H](O)[C@@]34[C@H]5C[C@@H](C(C)(C)C)[C@@]33[C@@H](O)C(=O)O[C@H]3O[C@@]4(C(=O)O5)[C@@]12O"
"DB06745"	"C[C@@H]1C(=O)O[C@H]2[C@H](O)[C@]34[C@@H]5OC(=O)[C@]3(O[C@@H]3OC(=O)[C@H](O)[C@]43[C@@H]([C@H]5O)C(C)(C)C)[C@@]12O"
"DB06746"	"C[C@@H]1C(=O)O[C@H]2C[C@]34[C@@H]5OC(=O)[C@]3(O[C@@H]3OC(=O)[C@H](O)[C@]43[C@@H]([C@H]5O)C(C)(C)C)[C@@]12O"
"DB06747"	"C[C@H]1C2[C@@H](OC1=O)[C@H](O)[C@]13[C@@H]4OC(=O)[C@]21O[C@@H]1OC(=O)[C@H](O)[C@]31[C@@H]([C@H]4O)C(C)(C)C"
"DB06748"	"CC(C)=CCC[C@](C)(O[C@@H]1O[C@H](CO[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@@]21C"
"DB06749"	"C[C@@H]1C[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C(C)(C)[C@@H]2CC[C@]3(C)[C@H](C[C@@H](O)[C@@H]4[C@H](CC[C@@]34C)[C@](C)(CCC=C(C)C)O[C@@H]3O[C@H](CO[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)C12"
"DB06750"	"C[C@@H]1C[C@H](O)C(C)(C)[C@@H]2[C@H](C[C@]3(C)[C@H](C[C@@H](O)[C@@H]4[C@H](CC[C@@]34C)[C@](C)(CCC=C(C)C)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C12)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O"
"DB06751"	"CCOC1=C(OCC)C=C(C=C2/NCCC3=CC(OCC)=C(OCC)C=C23)C=C1"
"DB06756"	"C[N+](C)(C)CC([O-])=O"
"DB06757"	"[Mn++]"
"DB06764"	"C1CN=C(N1)C1CCCC2=CC=CC=C12"
"DB06766"	"CN1CCC(CC1)=C1C2=NC=C(C=O)N2CCC2=CC=CC=C12"
"DB06768"	"[NH4+].CC(O)C([O-])=O"
"DB06769"	"CN1C(CCCC(O)=O)=NC2=CC(=CC=C12)N(CCCl)CCCl"
"DB06770"	"OCC1=CC=CC=C1"
"DB06771"	"N[C@@H]1CCCCN(C1)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1Cl)C(O)=O"
"DB06772"	"[H][C@@](O)([C@@H](NC(=O)OC(C)(C)C)C1=CC=CC=C1)C(=O)O[C@@]1([H])C[C@@]2(O)[C@@]([H])(OC(=O)C3=CC=CC=C3)[C@]3([H])[C@@]4(CO[C@]4([H])C[C@]([H])(OC)[C@@]3(C)C(=O)[C@]([H])(OC)C(=C1C)C2(C)C)OC(C)=O"
"DB06774"	"COC1=C(O)C=CC(CNC(=O)CCCCC=CC(C)C)=C1"
"DB06775"	"NC(=O)N[C@@H](CCC(O)=O)C(O)=O"
"DB06777"	"[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O"
"DB06781"	"[H][C@@]12CC[C@](OC(=O)CCC)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C"
"DB06782"	"OCC(S)CS"
"DB06783"	"[Fe+3].[Fe+3].[Fe+3].[Fe+3].N#C[Fe-4](C#N)(C#N)(C#N)(C#N)C#N.N#C[Fe-4](C#N)(C#N)(C#N)(C#N)C#N.N#C[Fe-4](C#N)(C#N)(C#N)(C#N)C#N"
"DB06785"	"CCNC(NCC)=NCCCC[C@@H](NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@@H](CC1=CC=CN=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC2=CC=CC=C2C=C1)NC(C)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN=C(NCC)NCC)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O"
"DB06787"	"C[N+]1(C)CCN(CC(O)(C2CCCCC2)C2=CC=CC=C2)CC1"
"DB06789"	"[H][C@@]12CC[C@](OC(=O)CCCCC)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C"
"DB06791"	"[H]N([H])CCCCC1N([H])C(=O)C(CC2=CN([H])C3=CC=CC=C23)N([H])C(=O)C(CC2=CC=C(O)C=C2)N([H])C(=O)C(CSSCC(N([H])C(=O)C(N([H])C1=O)C(C)C)C(=O)N([H])C(C(C)O)C(=O)N([H])[H])N([H])C(=O)C(CC1=CC2=CC=CC=C2C=C1)N([H])[H]"
"DB06792"	"[La+3].[La+3].[O-]C([O-])=O.[O-]C([O-])=O.[O-]C([O-])=O"
"DB06793"	"CCC(=O)O[C@@](CC1=CC=CC=C1)([C@H](C)CN(C)C)C1=CC=CC=C1"
"DB06794"	"OC(=O)C(=O)NC1=CC(=CC(NC(=O)C(O)=O)=C1Cl)C#N"
"DB06795"	"NCC1=CC=C(C=C1)S(N)(=O)=O"
"DB06796"	"[Mn++].CC1=NC=C(COP(O)(O)=O)C(CN(CCN(CC(O)=O)CC2=C(O)C(C)=NC=C2COP(O)(O)=O)CC(O)=O)=C1O"
"DB06799"	"C1N2CN3CN1CN(C2)C3"
"DB06800"	"[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CC[N+](C)(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=O"
"DB06802"	"NC(=O)CC1=CC=CC(C(=O)C2=CC=CC=C2)=C1N"
"DB06803"	"OC1=C(C=C(Cl)C=C1)C(=O)NC1=C(Cl)C=C(C=C1)[N+]([O-])=O"
"DB06804"	"CCCCCCCCCC1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1"
"DB06809"	"C(N1CCCNCCNCCCNCC1)C1=CC=C(CN2CCCNCCNCCCNCC2)C=C1"
"DB06810"	"CO[C@@H]([C@@H]1CC2=CC3=CC(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)=C(C)C(O)=C3C(O)=C2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1)C(=O)[C@@H](O)[C@@H](C)O"
"DB06811"	"CCCCCCCCCCCCOCCO"
"DB06813"	"NC1=NC2=NC=C(CC(CC#C)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N=C2C(N)=N1"
"DB06816"	"CN(C)C1=CC2=C(C=C1)[N+](C)=C(C=CC1=C(C)N(C(C)=C1)C1=CC=CC=C1)C=C2"
"DB06817"	"CN1C(=O)C(O)=C(N=C1C(C)(C)NC(=O)C1=NN=C(C)O1)C(=O)NCC1=CC=C(F)C=C1"
"DB06819"	"[Na+].[O-]C(=O)CCCC1=CC=CC=C1"
"DB06820"	"ClC1=CC=C(CSC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1"
"DB06824"	"NCCNCCNCCN"
"DB06825"	"CC(C)C[C@H](NC(=O)[C@@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O"
"DB06827"	"[H][C@@]1(C[C@H](O)NC(=N)N1)[C@]1([H])NC(=O)C(NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](CNC1=O)NC(=O)C[C@@H](N)CCCN)=CNC(N)=O"
"DB06828"	"C(CN1C=CC=C1)OC1=CC2=C(NC=C2)C=C1"
"DB06829"	"OC(=O)COC1=C(SC(=C1Br)C1=CC=CC(NC2CCCCC2)=C1)C(O)=O"
"DB06830"	"CCCCCCC(O)(P(O)(O)=O)P(O)(O)=O"
"DB06831"	"COC1=CC=CC=C1N1C(=O)C2=C(Cl)C=CC=C2N=C1CSC1=C2N=CNC2=NC=N1"
"DB06832"	"OC1=CC2=C(OC(=N2)C2=CC=C(O)C(F)=C2)C(C=C)=C1"
"DB06833"	"CC1=CC=C(C=C1)N1C=C(CNCC2CCCCC2)C2=CC=CC=C12"
"DB06834"	"CN1C=C(C2=CC3=CC=CN=C3N2)C2=CC(=CC=C12)C(=O)NC(C)(C)CO"
"DB06835"	"[H][C@@](C[P@@](O)(=O)[C@@]([H])(NS(=O)(=O)CCC1=CC=CC=C1)C(C)C)(C(O)=O)C1=CC=CC(CN)=C1"
"DB06836"	"CC(=O)N=C1NC(C)=C(S1)C1=CC(=C(Cl)C=C1)S(=O)(=O)NCCO"
"DB06837"	"[H][C@](CC(=O)NO)(CC1=CC(O)=CC=C1)C(=O)N[C@@]1([H])C2=C(C[C@@]1([H])O)C=CC=C2"
"DB06838"	"[H][C@](N)(CC1=CC=CC=C1)C(=O)OC"
"DB06839"	"[H][C@@](CC(C)C)(NC(=O)OCC)C(O)=O"
"DB06840"	"[H][C@](N)(CCCCN)B(OCC)OCC"
"DB06841"	"[H][C@@](N)(CC1=CC=CC=C1)C(=O)N1CCC[C@@]1([H])C(=O)N[C@@]([H])(CCCNC(N)=[NH2+])C(=O)CCl"
"DB06842"	"[H][C@@]1(CC2=CC(OCCCC)=C(OC)C=C2)CNC(=O)N1"
"DB06843"	"[H][C@]1(C)O[C@]([H])(C[C@]1([H])OP(O)(O)=O)N1C=NC2=C1N=CN=C2N"
"DB06844"	"O=C1N=C2C=CC3=C(SC=N3)C2=C1CNC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1"
"DB06845"	"[H][C@]1(CCCN1C(=O)CNC1CCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N"
"DB06846"	"[H][C@@](O)(CCC1=C(C2=C(C=CC=C2)N1C(C)C)C1=CC=C(F)C=C1)C[C@@]([H])(O)CC(O)=O"
"DB06847"	"[H][C@@](C)(C#CC1=C(N)N=C(N)N=C1C)C1=CC(OC)=C(C=C1)C1=CC=CC=C1"
"DB06848"	"CSC1=C2C=CC=CC2=C(S1)C(=O)N1CCC2(COC3=C2C=C(CN)C=C3)CC1"
"DB06849"	"NCC1=CC2=C(OCC22CCN(CC2)C(=O)C=CC2=CC=CC=C2)C=C1"
"DB06850"	"[H][C@]1(CCCN1C(=O)CNC1CCCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N"
"DB06851"	"C(NC1=CC=CC=C1)C1=CC=CN=C1"
"DB06852"	"[H][C@@]12CC[N@@](CC1)C[C@@]2([H])NC1=C(C2=NC3=CC=CC=C3N2)C(=O)NC2=C1C=C(Cl)C=C2"
"DB06853"	"[H][C@]1(CCCN1C(=O)CNC1CCCCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N"
"DB06854"	"NC(=N)C1=CC2=C(NC(=N2)C2=CC=CC(C3=CC=CC=C3)=C2O)C=C1"
"DB06855"	"CC(C)COC1=C(O)C(=CC=C1)C1=NC2=CC(C(N)=N)=C(F)C=C2N1"
"DB06856"	"[H][C@]1(C)CCCC[C@]1([H])OC1=C(O)C(=CC=C1)C1=CC2=CC(C(N)=N)=C(F)C=C2N1"
"DB06857"	"CC1=CC(I)=C(O)C(=C1)C(=O)NC1=CC(Cl)=C(C=C1)C(N)=N"
"DB06858"	"[H][C@]1(CCCN1C(=O)CNC1CCCCCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N"
"DB06859"	"NC(=N)NOCCCOC1=CC(Cl)=CC(=C1)C(=O)N(CC=C)C1CCCC1"
"DB06860"	"CC1=C2C(=O)N(C(=O)C2=CC=C1)C1=CC=NC(Cl)=C1"
"DB06861"	"[H][C@](CCCCC(N)=N)(C=O)[C@@]1([H])CCC[C@]1([H])O"
"DB06862"	"OC(=O)C1=C(O)C=CC(=C1)S(=O)(=O)NCCS"
"DB06864"	"[H][C@@]1(O)C=CC=C(C(=O)CCC(O)=O)[C@@]1([H])C(O)=O"
"DB06865"	"[H][C@](CCCCC(N)=N)(C(O)=O)[C@@]1([H])C2=C(C[C@]1([H])O)C=CC(=C2)C1=CC=C(O)C=C1"
"DB06866"	"[H][C@](CCCCC(N)=N)(C(O)=O)[C@@]1([H])C2=C(C[C@]1([H])O)C=C(C=C2)C1=CC(OC)=CC=C1"
"DB06867"	"CCOCCOCCOCCOCCOCCOCC"
"DB06868"	"[H][C@]1(CCCN1C(=O)CCC(C)C)C(=O)NCC1=CC(Cl)=CC=C1"
"DB06869"	"[H][C@@](N)(C1CCCCC1)C(=O)N1CCC[C@@]1([H])C(=O)NCC1=C(OCC(=O)NCC)C=CC(Cl)=C1"
"DB06870"	"[H][C@@]12CC[C@@](O)(CC)[C@@]1(CC)C=CC1=C3CCC(=O)C=C3CC[C@@]21[H]"
"DB06871"	"[H][C@@]12CC[C@@](C)(O)[C@@]1(C)CCC1=C2C=CC2=CC(O)=CC=C12"
"DB06872"	"OCCOCN1C=C(SC2=CC=CC=C2)C(=O)NC1=O"
"DB06873"	"OCCOCN1C=C(CC2=CC=CC(OCC3=CC=CC=C3)=C2)C(=O)NC1=O"
"DB06874"	"CC1=CC(=CC(C)=C1OC1=C(Br)C(CO)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N"
"DB06875"	"OC1=CC=C2C=C(C=C(C#N)C2=C1)C1=CC=C(O)C(F)=C1"
"DB06876"	"CN1CCN(CC1)C1=CC=C(C=C1)C1=CC2=C(NC=C2NC(=O)C2=CN=CC=C2)N=C1"
"DB06877"	"CN(C)C(=O)C1=CC(=CN1)C1=NNC=C1C1=CC=CC=C1"
"DB06878"	"[H][C@@](N)(CC)C(=O)N1CCC[C@@]1([H])C(=O)NCC1=CC=CC(Cl)=C1"
"DB06879"	"CCN1C2=C(F)C=CC(F)=C2C(N)=NC11CCN(CC1)C(=O)C1=CN=C(CC1)C#N"
"DB06880"	"[H][C@](N)(C1CCCC1)C(=O)N1[C@]([H])(CN)CC[C@]1([H])C#CC"
"DB06881"	"CCCC(=O)C(O)=COP(O)(O)=O"
"DB06882"	"CC(C)(C)C1=NN(C(NC(=O)NC2=C3C=CC=CC3=CC=C2)=C1)C1=CC=CC(N)=C1"
"DB06883"	"CC(C)(C)C1=NN(C(NC(=O)NC2=CC=CC=C2)=C1)C1=CC=CC(N)=C1"
"DB06884"	"CC(C)C1=CC=C(CNNC(=O)C2=CC=C(O)C=C2)C=C1"
"DB06885"	"OC(=O)CCON=CC1=C(C=CC=C1)C(F)(F)F"
"DB06886"	"[H][C@](C)(O)[C@]([H])(CC1=CC=CC=C1)NC(=O)[C@]1([H])CCCN1C(=O)[C@]([H])(C)NC(=O)OCC1=CC=CC=C1"
"DB06887"	"[H][C@]1(CC2=C(CN1C(=O)OC(C)(C)C)C=C(NS(O)(=O)=O)C=C2)C(=O)NC"
"DB06888"	"[H][C@]12CN(CCN3NC4=C(C=CC=C4C3=O)C3=NC4=C(NC3=O)C=CC=C4O1)[C@]([H])(C)C2"
"DB06889"	"O=C1N(CC2=NN=NN2)C=NC2=C1C1=C(CCCC1)S2"
"DB06890"	"[H][C@](CC)(C(=O)NC1=CC=NC=C1)C1=CC=CC=C1"
"DB06891"	"NC1=C(F)C=C(C=C1Cl)S(=O)(=O)NC1=NN=C(S1)S(N)(=O)=O"
"DB06892"	"[H][C@@]1(F)C(F)=CC=C(C(=O)NOCCO)C1=NC1=C(F)C=C(I)C=C1"
"DB06893"	"CCCCCCCCCCS(O)(=O)=O"
"DB06894"	"CCCCCCCCCCCCO"
"DB06896"	"FC1=CC=C(C=C1)N1C=CC=C(C(=O)NC2=CC=C(OC3=CC=NC4=C3C=CN4)C(F)=C2)C1=O"
"DB06897"	"[H][C@@](C)(NC1=CC2=C(ON=C2C2=CC(Cl)=CC(CCCO)=C2)C=N1)C1=CC=CC=C1"
"DB06898"	"CN1C(N)=NC2=C1C=C(C=N2)C1=CC=C(O)C=C1"
"DB06899"	"CCC1=NC(N)=NC(N)=C1C1=CC=C2SC(C)(C)C(=O)N(CCNC(C)=O)C2=C1"
"DB06900"	"NC(=N)NC1=CC=C(CO)C=C1"
"DB06901"	"[H][C@](CC=C)(C=O)[C@@]1([H])CCC[C@]1([H])O"
"DB06902"	"CC(C)(C1=CC=CC=C1)C1=CC=C(O)C=C1"
"DB06903"	"[H][C@]1(C)CC[C@]2([H])C(=C[C@@]3([H])CC(C)(C)C[C@@]123)C(O)=O"
"DB06904"	"[H][C@](C)(OC(C)=O)[C@@]1([H])C(=O)[N@]2C(=CS[C@@]12[H])C(=O)OCCC"
"DB06905"	"[H][C@](C)(C=C(/C)C=C[C@]([H])(N)[C@]([H])(C)C(O)=O)[C@]([H])(CC1=CC=CC=C1)OC"
"DB06906"	"CCOC(=O)C1=C(O)N=C(N)N=C1"
"DB06907"	"OC(=O)C1=CC2=C(C=C1)N=C(O2)C1=C(Cl)C=CC=C1Cl"
"DB06908"	"[H][C@@](CC1=CC2=C(C=C1)N(CC1=C(C)OC(=N1)C1=C(Cl)C=CC=C1)C=C2)(OCC)C(O)=O"
"DB06909"	"CCN1N=CC2=C1N=CC(C(=O)NCC1=CC=CC=C1)=C2NC1CCOCC1"
"DB06910"	"[H][C@]1(CC2=CC=CC=C2)N(CC=C)C(=O)N(CC=C)[C@]([H])(CC2=CC=CC=C2)[C@]([H])(O)[C@@]1([H])O"
"DB06911"	"[H][C@@](N)(CC(C)C)C(=O)N1CCC[C@@]1([H])C(=O)NCC1=CC(Cl)=CC=C1"
"DB06912"	"O=CCCCC=C(/CCC=C(/CCC=O)C=O)C=O"
"DB06913"	"[H][C@](S)(NC1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)[C@@]([H])(C#N)C(N)=O"
"DB06914"	"ClC1=CC=C(CCC2(CN3C=CN=C3)OCCO2)C=C1"
"DB06915"	"OC1=CC(O)=C2C(O)=CC(O)=C(O)C2=C1"
"DB06916"	"[H][C@@]1(CCCN1C1=NC(=NC(C)=C1)N1C=CN=C1)C(=O)NCCC1=CC2=C(OCO2)C=C1"
"DB06917"	"FC1=CC=C(C=C1)C(=O)C1=CC=NC=C1"
"DB06918"	"CC1=CC=CC=C1C1=CC2=C(N1)C=C(C=C2)C(N)=N"
"DB06919"	"[H][C@@](N)(CC1=CC=CC=C1)C(=O)N1CCC[C@@]1([H])C(=O)NCC1=CC(Cl)=CC=C1"
"DB06920"	"[H][C@@]1(CN(C(=O)NC2=CC=C(Cl)C=C2)[C@]([H])(C1)C(=O)NC1=CC=C(C=C1F)N1C=CC=CC1=O)OC"
"DB06921"	"[H][C@@](C[P@](O)(=O)[C@@]([H])(NS(=O)(=O)C1=CC=CC=C1)C(C)C)(C(O)=O)C1=CC(CN)=CC=C1"
"DB06922"	"[H][C@](CC1=CC=CC2=CC=CC=C12)(N1C(=O)C2=CC=C(C=C2C1=O)C(O)=O)C(O)=O"
"DB06923"	"CC1=CC=CC(=C1)C1=CC2=C(N1)C=CC(=C2)C(N)=N"
"DB06924"	"[H][C@@](CC1=CC=CC=C1)(C[N+]([O-])=O)C(O)=O"
"DB06925"	"CC1=CC=C(C=C1C1=CC=C2N=C(N)N=CC2=C1)C(=O)NC1=CC=CC(=C1)C(F)(F)F"
"DB06926"	"[H][C@](O)(CCCCC)C=CC=C/CCCCCCCC(O)=O"
"DB06927"	"OC1=CC=C(C=C1)C1=CC2=C(O1)C(CC#N)=CC(O)=C2"
"DB06928"	"[H][C@@](CCC(O)=O)(C[P@](O)(=O)CC1=CC=C(I)C=C1)C(O)=O"
"DB06929"	"[H][C@]1(CCCN1C(=O)CCC)C(=O)NCC1=CC=C(C=C1)C(N)=N"
"DB06930"	"NC(=N)NC(=O)CN1C(=CC=C1C1=CC=CC=C1)C1=CC=CC=C1"
"DB06931"	"CCCCCCCCC(O)(P(O)(O)=O)P(O)(O)=O"
"DB06932"	"COC1=CC2=NC=C3C(N)=NC4=C(C)C(N)=CC=C4C3=C2C=C1OC"
"DB06933"	"CC(C)(C)NS(=O)(=O)C1=CC=C(C=C1)C1=CN=C2C=CC=C(NC3=CC=CC=N3)C2=C1"
"DB06934"	"[H][C@@](O)(CCCl)C1=CC=CC=C1"
"DB06935"	"OC(=O)C1=CC=C(C=C1)C1=C(F)C=CC=C1F"
"DB06936"	"[H][C@]1(CCCN1C(=O)CCC(C)C)C(=O)NCC1=CC=C(C=C1)C(N)=N"
"DB06937"	"OC1=CC2=C(C=C1)C(=NO2)C1=C(O)C=C(O)C=C1"
"DB06938"	"CNC(=O)C1=NC=CC(OC2=CC3=C(C=C2)N=C(NC2=CC(=C(Cl)C=C2)C(F)(F)F)N3)=C1"
"DB06939"	"[H][C@@](N)(C(=O)N1CC[C@]([H])(F)C1)[C@@]([H])(C)[C@@]1([H])CC[C@@]([H])(CC1)N(C)C(C)=O"
"DB06940"	"CCNC(=O)C1=CN2N=CN=C(NC3=CC(=CC=C3C)C(=O)NOC)C2=C1C"
"DB06941"	"CN1CCN(CC1)C1=C(CN=N/C(N)=S)C=CC=C1"
"DB06942"	"[H][C@]1(CCCN1C(=O)CCC1=CC=CC=C1)C(=O)NCC1=CC=C(C=C1)C(N)=N"
"DB06943"	"[H][C@]1(S)CCN(C1)S(=O)(=O)C1=CC=C(OCC#CC)C=C1"
"DB06944"	"O=C(CC1=CC2=C(C=CC=C2)C=C1)NC1=CC(=NN1)C1CC1"
"DB06945"	"ONC(=O)C1(CCOCC1)S(=O)(=O)C1=CC=C(OC2=CC=C(C=C2)C(F)(F)F)C=C1"
"DB06946"	"[H][C@@](O)(C(O)=O)[C@@]([H])(O)C1=CC=C(F)C=C1"
"DB06947"	"[H][C@@](N)(CC)C(=O)N1CCC[C@@]1([H])C(=O)NCC1=CC=C(C=C1)C(N)=N"
"DB06948"	"C(OC1=C2NC=NC2=NC(NC2=CC=CC=C2)=N1)C1CCCCC1"
"DB06949"	"OC1=C(Br)C=C(C=NNC(=O)C2=CC=C3C=CC=CC3=C2)C(O)=C1Br"
"DB06950"	"OC1=C(Br)C=C(C=NNC(=O)C2=CC=C(Cl)C=C2)C(O)=C1Br"
"DB06951"	"[H][C@](CC)(C(O)=O)[C@]([H])(NS(=O)(=O)C1=CC=C(C)C=C1)C(O)=O"
"DB06952"	"OC(=O)[C@@]1(O)OC2=CC=CC=C2C=C1"
"DB06953"	"[H][C@](OCC1=NC(Cl)=C(C=C1C1=CC(Cl)=CC=C1)C#N)(C1=CN=CN1C)C1=CC=C(C=C1)C#N"
"DB06954"	"NS(=O)(=O)OC1=CC=C2C=C(CC3CCCCCC3)S(=O)(=O)C2=C1"
"DB06955"	"OC(=O)C1=C(C2=CNC3=C(Cl)C=CC=C23)C(=C(N1)C(O)=O)C1=CNC2=C(Cl)C=CC=C12"
"DB06956"	"CC(=O)C1=CC=C(NC(=O)C2=C(NN=C2)C2=CC(Cl)=C(O)C=C2O)C=C1"
"DB06957"	"CS(=O)(=O)C1=CC=C(CN2CCN(CC2)C2=C(NN=C2)C2=CC(Cl)=C(O)C=C2O)C=C1"
"DB06958"	"CCNC(=O)C1=NNC(=C1N1CCNCC1)C1=CC(Cl)=C(O)C=C1O"
"DB06959"	"[H][C@@](N)(COC1=CN=CC(=C1)C1=CC2=C(C=C1)C=NC=C2)C[C@@]1([H])C=NC2=C1C=CC=C2"
"DB06960"	"[H][C@@](O)(C=CCCCCCCCCCCCCC)[C@@]([H])(CO)NC(C)=O"
"DB06961"	"CCNC(=O)C1=NOC(=C1C1=CC=C(CN2CCOCC2)C=C1)C1=C(O)C=C(O)C(Cl)=C1"
"DB06962"	"NCC1=CC=C2OCC3(CCN(CC3)C(=O)C3=CC=C(O3)C#CC3=CC=CC=C3)C2=C1"
"DB06963"	"[H][C@@](C)(NC1=CC2=C(C=N1)C(C)=NN2C1=CC=CC(CCC(N)=O)=C1)C1=CC=CC=C1"
"DB06964"	"CCNC(=O)C1=NOC(=C1C1=CC=C(OC)C=C1)C1=C(O)C=C(O)C(Cl)=C1"
"DB06965"	"[H][C@](C)(CO[P@@](O)(=O)CCCCCC)CC1=CC=CC=C1"
"DB06966"	"[H][C@@](C)(CO[P@@](O)(=O)CCCCCC)CC1=CC=CC=C1"
"DB06967"	"CCC1=NC(N)=NC(N)=C1C1=CC2=C(C=C1)C1=CC=CC=C1N2CCCOC"
"DB06968"	"C(CCCN1C=CN=C1)CCN1C=CN=C1"
"DB06969"	"CCNC(=O)C1=CC2=C(N=C(N)N=C2S1)C1=C(Cl)C=C(Cl)C(OCCN2CCCC2)=C1"
"DB06970"	"CCN(CC)S(=O)(=O)C1=CC=C(Cl)C(=C1)C(=O)NC1=C(C#N)C2=C(CCC2)S1"
"DB06971"	"CN(CCOC1=CC=C(C=C1)C1=CC=C(C=C1)C#N)C(=O)NO"
"DB06972"	"ClC1=CC(=CC(Cl)=C1)C1=C(C#N)[C@@]2(CC3=CC=C(C=C3)C#N)CCCN2C1=O"
"DB06973"	"CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1"
"DB06974"	"COC1=CC=C2N=C(NS(=O)(=O)C2=C1)C1=C(O)C(=NN(CCC(C)C)C1=O)C1=CC=CC=C1"
"DB06976"	"[H][C@]1(CCCN1)C1=CC(NC(=O)NC2=CC=CC3=C2[C@]2([H])CCCN2C3=O)=NN1"
"DB06977"	"[H][C@@](N)(COC1=CC(=CN=C1)C1=CC2=C(NN=C2)C=C1)CC1=C2C=CC=C[C@@]2([H])N=C1"
"DB06978"	"COC1=CC=C(C=C1)C(=O)NN=CC1=CC(Br)=C(O)C(Br)=C1O"
"DB06979"	"CCCCCCCCCCCCSC1=C(N=NN1)C(O)=O"
"DB06980"	"[H][C@@](CCCC)(C(O)=O)C1=CNC2=C1C=CC=C2"
"DB06981"	"[H][C@@](CCC)(C(O)=O)C1=CNC2=CC=CC=C12"
"DB06982"	"[H][C@@](CCCCCCNC(=O)OC(C)(C)C)(C(O)=O)C1=CNC2=C1C=CC=C2"
"DB06983"	"OCC1=C2N=C(C=C(NCC3=CN=CC=C3)N2N=C1)C1=CC=CC=C1"
"DB06984"	"[H][C@@]1(O)[C@]([H])(O)[C@]([H])(NCC2=CC=CC=C2)[C@@]([H])(SC)[C@]1([H])O"
"DB06985"	"OC(=O)C1=C(NC(=O)N2CCC(CC2)C2=C(C=CC=C2)C(F)(F)F)C=CC=C1"
"DB06986"	"[H][C@]1(CC2=C(C=CC=C2)[C@@]1([H])O)NC(=O)C1=CC2=C(N1)SC(Cl)=C2"
"DB06987"	"[H][C@@](O)(CNC(C)C)COC1=CC=C(CC(N)=O)C=C1"
"DB06988"	"[H][C@](N)(CC1=CC(N=CCC2=CC=CC=C2)=C(O)C=C1O)C(O)=O"
