drugid	umls_cui_from_meddra
DB01264	C0555724
DB01264	C0549475
DB01264	C1280433
DB01264	C0023787
DB01264	C0877192
DB01264	C1262113
DB01264	C0151766
DB01264	C0041657
DB01264	C0549399
DB01264	C0024299
DB01264	C0231218
DB01264	C0162429
DB01264	C0025061
DB01264	C0233794
DB01264	C0004936
DB01264	C0220981
DB01264	C0085633
DB01264	C0037763
DB01264	C0151786
DB01264	C0948594
DB01264	C0948525
DB01264	C0231528
DB01264	C0027051
DB01264	C0027059
DB01264	C0027121
DB01264	C1142520
DB01264	C0027441
DB01264	C0027497
DB01264	C0027651
DB01264	C0392525
DB01264	C0027765
DB01264	C0027868
DB01264	C0031117
DB01264	C0027947
DB01264	C0028081
DB01264	C0028084
DB01264	C0028734
DB01264	C0024305
DB01264	C0028754
DB01264	C0085649
DB01264	C0239295
DB01264	C0029118
DB01264	C0029445
DB01264	C0029453
DB01264	C0029456
DB01264	C0030193
DB01264	C0030196
DB01264	C0030252
DB01264	C0030305
DB01264	C0001339
DB01264	C0149521
DB01264	C0030312
DB01264	C0030554
DB01264	C0014553
DB01264	C0749389
DB01264	C0032326
DB01264	C0042023
DB01264	C0085602
DB01264	C0032617
DB01264	C0023524
DB01264	C0948586
DB01264	C0033687
DB01264	C0033771
DB01264	C0033774
DB01264	C0015230
DB01264	C0497365
DB01264	C0423791
DB01264	C0267596
DB01264	C0035078
DB01264	C0022660
DB01264	C1565489
DB01264	C1720775
DB01264	C1145670
DB01264	C0232602
DB01264	C0035410
DB01264	C1260880
DB01264	C0424790
DB01264	C0036508
DB01264	C0581912
DB01264	C0243026
DB01264	C0036974
DB01264	C0085610
DB01264	C0037274
DB01264	C0037284
DB01264	C0851578
DB01264	C0852566
DB01264	C2830004
DB01264	C0038325
DB01264	C0038362
DB01264	C0151602
DB01264	C0039070
DB01264	C0039231
DB01264	C0700184
DB01264	C0040034
DB01264	C0009144
DB01264	C0014518
DB01264	C0521465
DB01264	C0007787
DB01264	C0178298
DB01264	C0041969
DB01264	C0042075
DB01264	C1167965
DB01264	C0042109
DB01264	C0919980
DB01264	C0042571
DB01264	C0547030
DB01264	C3665347
DB01264	C0042963
DB01264	C0043096
DB01264	C0043094
DB01264	C0043345
DB01264	C0259817
DB01254	C0000731
DB01254	C0000737
DB01254	C0948089
DB01254	C0085077
DB01254	C0035222
DB01254	C0233472
DB01254	C0151905
DB01254	C0002170
DB01254	C0002622
DB01254	C0002871
DB01254	C0016167
DB01254	C0002962
DB01254	C0042373
DB01254	C0003123
DB01254	C0003467
DB01254	C0034902
DB01254	C0003811
DB01254	C0003862
DB01254	C0003962
DB01254	C0151904
DB01254	C0004093
DB01254	C0004096
DB01254	C0004238
DB01254	C0004239
DB01254	C0549297
DB01254	C0311468
DB01254	C3665624
DB01254	C0853034
DB01254	C0235431
DB01254	C0235416
DB01254	C0015967
DB01254	C0006145
DB01254	C0006266
DB01254	C0860967
DB01254	C0018799
DB01254	C0018801
DB01254	C0264714
DB01254	C0018802
DB01254	C0018800
DB01254	C0878544
DB01254	C0007222
DB01254	C0542007
DB01254	C2937358
DB01254	C0038454
DB01254	C0008031
DB01254	C0085593
DB01254	C0008325
DB01254	C0008370
DB01254	C0023473
DB01254	C0005779
DB01254	C0009319
DB01254	C0009676
DB01254	C0007193
DB01254	C0009760
DB01254	C0151601
DB01254	C0009763
DB01254	C0009782
DB01254	C0009806
DB01254	C0009938
DB01254	C0036572
DB01254	C0034072
DB01254	C0010200
DB01254	C0151578
DB01254	C0010709
DB01254	C0010828
DB01254	C0232462
DB01254	C0149871
DB01254	C0011603
DB01254	C0011991
DB01254	C0520863
DB01254	C0234215
DB01254	C0042790
DB01254	C0855242
DB01254	C0012833
DB01254	C0011609
DB01254	C0314719
DB01254	C0151908
DB01254	C0013378
DB01254	C0013395
DB01254	C0011168
DB01254	C0013404
DB01254	C0271412
DB01254	C0013491
DB01254	C0013595
DB01254	C0743400
DB01254	C0855333
DB01254	C0151878
DB01254	C0013922
DB01254	C1142115
DB01254	C0238154
DB01254	C0014591
DB01254	C0041834
DB01254	C0014742
DB01254	C0014743
DB01254	C1112192
DB01254	C1608945
DB01254	C0015397
DB01254	C0015402
DB01254	C0743680
DB01254	C0270996
DB01254	C0162285
DB01254	C0542571
DB01254	C0015672
DB01254	C0746883
DB01254	C1443060
DB01254	C0268000
DB01254	C0016382
DB01254	C0017152
DB01254	C0017178
DB01254	C0017181
DB01254	C0687713
DB01254	C0237938
DB01254	C0849916
DB01254	C0151603
DB01254	C0239729
DB01254	C1963789
DB01254	C0017565
DB01254	C0235437
DB01254	C0018418
DB01254	C0018944
DB01254	C0018965
DB01254	C0518015
DB01254	C0019079
DB01254	C0019080
DB01254	C0151699
DB01254	C0553692
DB01254	C0018681
DB01254	C0019158
DB01254	C0267792
DB01254	C0019372
DB01254	C0020458
DB01254	C0020517
DB01254	C0020538
DB01254	C0740394
DB01254	C0239981
DB01254	C0020598
DB01254	C0020621
DB01254	C0085682
DB01254	C0020649
DB01254	C1258215
DB01254	C2047937
DB01254	C0021053
DB01254	C1698400
DB01254	C0009450
DB01254	C1384353
DB01254	C0851341
DB01254	C0021368
DB01254	C0917801
DB01254	C0206062
DB01254	C0473120
DB01254	C0242698
DB01254	C0023212
DB01254	C0011124
DB01254	C0541923
DB01254	C0398370
DB01254	C0085642
DB01254	C0013609
DB01254	C0041657
DB01254	C0235896
DB01254	C0271051
DB01254	C0231218
DB01254	C0162429
DB01254	C0025061
DB01254	C0156404
DB01254	C0004936
DB01254	C0345996
DB01254	C0026113
DB01254	C0162423
DB01254	C0333355
DB01254	C0037763
DB01254	C0151786
DB01254	C0948594
DB01254	C0026858
DB01254	C0948525
DB01254	C0231528
DB01254	C0854467
DB01254	C0027051
DB01254	C0027059
DB01254	C0027121
DB01254	C0027339
DB01254	C0027497
DB01254	C0027651
DB01254	C0006826
DB01254	C0027765
DB01254	C0442874
DB01254	C0031117
DB01254	C0027947
DB01254	C0400823
DB01254	C0013604
DB01254	C0151604
DB01254	C0236065
DB01254	C0085649
DB01254	C0014868
DB01254	C0028949
DB01254	C0029134
DB01254	C0026636
DB01254	C0266998
DB01254	C0424813
DB01254	C0030193
DB01254	C0030252
DB01254	C0030305
DB01254	C0030312
DB01254	C0030326
DB01254	C0156308
DB01254	C0031039
DB01254	C0031046
DB01254	C0151205
DB01254	C0031256
DB01254	C0349506
DB01254	C0162830
DB01254	C0549567
DB01254	C0333243
DB01254	C0541767
DB01254	C0032227
DB01254	C0032285
DB01254	C0042023
DB01254	C0032584
DB01254	C3160858
DB01254	C0948586
DB01254	C0302858
DB01254	C0033687
DB01254	C0033771
DB01254	C0033774
DB01254	C0034065
DB01254	C0020542
DB01254	C0034063
DB01254	C0015230
DB01254	C0234913
DB01254	C0234916
DB01254	C0497365
DB01254	C0221201
DB01254	C0423791
DB01254	C1519353
DB01254	C0085641
DB01254	C0221203
DB01254	C0035078
DB01254	C0035410
DB01254	C0748536
DB01254	C0151609
DB01254	C0243026
DB01254	C0036974
DB01254	C0151907
DB01254	C0037274
DB01254	C0237849
DB01254	C0152030
DB01254	C0281982
DB01254	C0037299
DB01254	C2830004
DB01254	C0038362
DB01254	C0038525
DB01254	C0018946
DB01254	C0151602
DB01254	C0039070
DB01254	C0521471
DB01254	C0039231
DB01254	C1112320
DB01254	C0039503
DB01254	C0040034
DB01254	C0040046
DB01254	C0040053
DB01254	C0040264
DB01254	C0040409
DB01254	C0151610
DB01254	C0007787
DB01254	C0040822
DB01254	C1141948
DB01254	C0041364
DB01254	C0178298
DB01254	C0041912
DB01254	C0041969
DB01254	C0042075
DB01254	C0042109
DB01254	C0234934
DB01254	C0042134
DB01254	C0919980
DB01254	C2979982
DB01254	C0085612
DB01254	C0242973
DB01254	C0849925
DB01254	C0042514
DB01254	C0042571
DB01254	C0344232
DB01254	C0234632
DB01254	C0547030
DB01254	C3665347
DB01254	C0042963
DB01254	C0043096
DB01254	C0043094
DB00694	C0000737
DB00694	C3665386
DB00694	C1739418
DB00694	C0948089
DB00694	C0233472
DB00694	C0085631
DB00694	C0002170
DB00694	C0858678
DB00694	C0002622
DB00694	C0002871
DB00694	C0002792
DB00694	C0340865
DB00694	C0002962
DB00694	C2242737
DB00694	C0003123
DB00694	C0003467
DB00694	C0003811
DB00694	C0003862
DB00694	C0004093
DB00694	C0004134
DB00694	C0004238
DB00694	C0004245
DB00694	C0004604
DB00694	C0235416
DB00694	C0015967
DB00694	C0151773
DB00694	C0006384
DB00694	C0018790
DB00694	C0018799
DB00694	C0018801
DB00694	C0018802
DB00694	C0007177
DB00694	C0878544
DB00694	C0876994
DB00694	C0007642
DB00694	C0235710
DB00694	C0008031
DB00694	C0232292
DB00694	C0085593
DB00694	C0009676
DB00694	C0009763
DB00694	C0009806
DB00694	C0036572
DB00694	C0010200
DB00694	C0011053
DB00694	C0232462
DB00694	C0011175
DB00694	C0011334
DB00694	C0011570
DB00694	C0011603
DB00694	C0011616
DB00694	C0011991
DB00694	C0234215
DB00694	C0012833
DB00694	C0043352
DB00694	C0151908
DB00694	C0013378
DB00694	C0011168
DB00694	C0013404
DB00694	C0013428
DB00694	C0013456
DB00694	C0522055
DB00694	C0855329
DB00694	C0041834
DB00694	C0015376
DB00694	C0151827
DB00694	C0015672
DB00694	C0746883
DB00694	C1443060
DB00694	C0016382
DB00694	C0016436
DB00694	C0575081
DB00694	C0017152
DB00694	C0017181
DB00694	C0687713
DB00694	C0017565
DB00694	C0019079
DB00694	C0019112
DB00694	C0018524
DB00694	C0018681
DB00694	C0086565
DB00694	C0948807
DB00694	C0019209
DB00694	C0019521
DB00694	C0600142
DB00694	C0020458
DB00694	C0424295
DB00694	C0392676
DB00694	C0020517
DB00694	C0020538
DB00694	C0026826
DB00694	C0740394
DB00694	C2047937
DB00694	C0232461
DB00694	C0332534
DB00694	C0009450
DB00694	C0521839
DB00694	C0392171
DB00694	C0151734
DB00694	C0917801
DB00694	C0023530
DB00694	C0023895
DB00694	C0853813
DB00694	C0041657
DB00694	C0235896
DB00694	C0497156
DB00694	C0231218
DB00694	C0025222
DB00694	C0025289
DB00694	C0236075
DB00694	C1306341
DB00694	C0085633
DB00694	C0333355
DB00694	C0948594
DB00694	C0231528
DB00694	C0026986
DB00694	C0854467
DB00694	C0027051
DB00694	C0027059
DB00694	C0234909
DB00694	C0027339
DB00694	C0027497
DB00694	C0027540
DB00694	C0442874
DB00694	C0031117
DB00694	C0027947
DB00694	C0028734
DB00694	C0013604
DB00694	C0014868
DB00694	C0029118
DB00694	C0030193
DB00694	C0030252
DB00694	C0030312
DB00694	C0031039
DB00694	C0031046
DB00694	C0032617
DB00694	C0034886
DB00694	C0033774
DB00694	C0020542
DB00694	C1720798
DB00694	C0015230
DB00694	C0221201
DB00694	C1262013
DB00694	C0232726
DB00694	C0857199
DB00694	C0035078
DB00694	C1565489
DB00694	C0035455
DB00694	C0424790
DB00694	C0036508
DB00694	C0442886
DB00694	C0036974
DB00694	C0221423
DB00694	C0039239
DB00694	C0037199
DB00694	C0162834
DB00694	C2830004
DB00694	C0038002
DB00694	C0038362
DB00694	C0039240
DB00694	C0700590
DB00694	C0039070
DB00694	C0039231
DB00694	C0233632
DB00694	C0039971
DB00694	C0040034
DB00694	C0040046
DB00694	C0040264
DB00694	C0040822
DB00694	C0041582
DB00694	C1167965
DB00694	C0042109
DB00694	C0151636
DB00694	C0042769
DB00694	C3665347
DB00694	C0042963
DB00694	C0221232
DB01262	C0000731
DB01262	C0000737
DB01262	C0232492
DB01262	C1302752
DB01262	C0948089
DB01262	C0085077
DB01262	C0002170
DB01262	C0002871
DB01262	C0002792
DB01262	C0340865
DB01262	C0042373
DB01262	C0003123
DB01262	C0003467
DB01262	C0003862
DB01262	C0003962
DB01262	C0151904
DB01262	C0004093
DB01262	C0004238
DB01262	C0004604
DB01262	C0004610
DB01262	C0853777
DB01262	C0852911
DB01262	C0852909
DB01262	C0853737
DB01262	C0877336
DB01262	C0311468
DB01262	C0595902
DB01262	C0018939
DB01262	C0853149
DB01262	C0151539
DB01262	C0015967
DB01262	C0151825
DB01262	C0231856
DB01262	C0006277
DB01262	C2350530
DB01262	C0006840
DB01262	C0018799
DB01262	C0018802
DB01262	C0018808
DB01262	C0600228
DB01262	C0878544
DB01262	C0860239
DB01262	C0948815
DB01262	C0920166
DB01262	C0949103
DB01262	C0007642
DB01262	C1096243
DB01262	C0007971
DB01262	C0235710
DB01262	C0008031
DB01262	C0008035
DB01262	C0085593
DB01262	C0008325
DB01262	C0742545
DB01262	C0009676
DB01262	C0009782
DB01262	C0009806
DB01262	C0009938
DB01262	C0010200
DB01262	C0232462
DB01262	C0011175
DB01262	C0011570
DB01262	C0011603
DB01262	C1619702
DB01262	C0011991
DB01262	C0234215
DB01262	C0012833
DB01262	C0013182
DB01262	C0151908
DB01262	C0013395
DB01262	C0011168
DB01262	C0013404
DB01262	C0013428
DB01262	C0013456
DB01262	C0013491
DB01262	C0014591
DB01262	C0041834
DB01262	C0015256
DB01262	C0015397
DB01262	C0015672
DB01262	C0746883
DB01262	C1443060
DB01262	C0026946
DB01262	C0017178
DB01262	C0687713
DB01262	C0017168
DB01262	C0017565
DB01262	C0239739
DB01262	C0017672
DB01262	C0018944
DB01262	C0518015
DB01262	C0019079
DB01262	C0019080
DB01262	C0151699
DB01262	C0019112
DB01262	C0018681
DB01262	C0267792
DB01262	C0020433
DB01262	C0020456
DB01262	C0020461
DB01262	C0020517
DB01262	C0020538
DB01262	C0020580
DB01262	C0239981
DB01262	C0020621
DB01262	C0151723
DB01262	C0020625
DB01262	C0020649
DB01262	C0242184
DB01262	C2047937
DB01262	C0021053
DB01262	C0009450
DB01262	C1384353
DB01262	C0851341
DB01262	C0151605
DB01262	C0917801
DB01262	C0277799
DB01262	C0549373
DB01262	C0023380
DB01262	C0023530
DB01262	C0267028
DB01262	C0267033
DB01262	C0151766
DB01262	C2129214
DB01262	C0876973
DB01262	C0235896
DB01262	C0497156
DB01262	C0231218
DB01262	C0162429
DB01262	C0025061
DB01262	C0004936
DB01262	C0856054
DB01262	C0029163
DB01262	C0333355
DB01262	C0037763
DB01262	C0151786
DB01262	C0476280
DB01262	C0948594
DB01262	C0026858
DB01262	C0231528
DB01262	C0026916
DB01262	C1328428
DB01262	C0854467
DB01262	C0027051
DB01262	C0027441
DB01262	C0027497
DB01262	C0006826
DB01262	C0027765
DB01262	C0027947
DB01262	C0028081
DB01262	C0013604
DB01262	C0085649
DB01262	C0006849
DB01262	C0026636
DB01262	C0341012
DB01262	C0235496
DB01262	C0221776
DB01262	C0266998
DB01262	C0030193
DB01262	C0030196
DB01262	C0030232
DB01262	C0030312
DB01262	C0854524
DB01262	C0031256
DB01262	C0031350
DB01262	C0858635
DB01262	C0032227
DB01262	C0032285
DB01262	C0042023
DB01262	C0919874
DB01262	C0877303
DB01262	C0032781
DB01262	C1619712
DB01262	C0860901
DB01262	C0033774
DB01262	C0034065
DB01262	C0149726
DB01262	C0034063
DB01262	C0034642
DB01262	C0015230
DB01262	C0035078
DB01262	C0162297
DB01262	C0238844
DB01262	C0035243
DB01262	C0424790
DB01262	C0243026
DB01262	C0036983
DB01262	C0152029
DB01262	C0037199
DB01262	C0037274
DB01262	C0037284
DB01262	C0038002
DB01262	C0152965
DB01262	C0038160
DB01262	C0038362
DB01262	C0039240
DB01262	C0151602
DB01262	C0039231
DB01262	C0234233
DB01262	C0040034
DB01262	C0836924
DB01262	C0235351
DB01262	C0518988
DB01262	C0040460
DB01262	C0274435
DB01262	C0178298
DB01262	C0041909
DB01262	C0041912
DB01262	C2938875
DB01262	C0041969
DB01262	C0241558
DB01262	C0042075
DB01262	C0042029
DB01262	C0042109
DB01262	C0344232
DB01262	C0042963
DB01262	C0043096
DB08826	C0000737
DB08826	C0035222
DB08826	C0001824
DB08826	C0151905
DB08826	C0002792
DB08826	C0042373
DB08826	C0003862
DB08826	C0003864
DB08826	C0022408
DB08826	C0151904
DB08826	C0004093
DB08826	C0004238
DB08826	C0004604
DB08826	C0311468
DB08826	C0015967
DB08826	C0006325
DB08826	C0018799
DB08826	C0018801
DB08826	C0007760
DB08826	C2937358
DB08826	C0085593
DB08826	C0007302
DB08826	C0541832
DB08826	C0009782
DB08826	C0036572
DB08826	C1096256
DB08826	C0232462
DB08826	C0011175
DB08826	C0011603
DB08826	C0011991
DB08826	C0012569
DB08826	C0231170
DB08826	C0234215
DB08826	C0013395
DB08826	C0013687
DB08826	C0014038
DB08826	C0014356
DB08826	C0014591
DB08826	C0015397
DB08826	C0015672
DB08826	C0016059
DB08826	C0242301
DB08826	C0575081
DB08826	C0038358
DB08826	C0017178
DB08826	C0687713
DB08826	C0426576
DB08826	C0017979
DB08826	C0019048
DB08826	C0019079
DB08826	C0018681
DB08826	C0034152
DB08826	C0019158
DB08826	C0019196
DB08826	C0267792
DB08826	C0019209
DB08826	C0020458
DB08826	C0020517
DB08826	C0020532
DB08826	C0020538
DB08826	C0020649
DB08826	C0026827
DB08826	C0021053
DB08826	C0232461
DB08826	C0009450
DB08826	C1384353
DB08826	C0851341
DB08826	C0151740
DB08826	C0022346
DB08826	C0162429
DB08826	C0025061
DB08826	C0004936
DB08826	C0220981
DB08826	C0026766
DB08826	C1142135
DB08826	C0948594
DB08826	C0027121
DB08826	C0027497
DB08826	C0022658
DB08826	C0027765
DB08826	C0027947
DB08826	C0853697
DB08826	C0028738
DB08826	C0028768
DB08826	C0085649
DB08826	C0029134
DB08826	C0029408
DB08826	C0030193
DB08826	C0030196
DB08826	C0030305
DB08826	C0030312
DB08826	C0030353
DB08826	C0341047
DB08826	C0151205
DB08826	C0031350
DB08826	C0162830
DB08826	C0032285
DB08826	C0033774
DB08826	C0877167
DB08826	C0034065
DB08826	C1504405
DB08826	C0015230
DB08826	C0085641
DB08826	C0267596
DB08826	C0877104
DB08826	C0243026
DB08826	C0037274
DB08826	C2830004
DB08826	C0241266
DB08826	C0836924
DB08826	C0040479
DB08826	C0041105
DB08826	C0178298
DB08826	C0041969
DB08826	C0042075
DB08826	C0522153
DB08826	C0042109
DB08826	C0042963
DB08826	C0043094
DB00746	C0232487
DB00746	C0000737
DB00746	C0035222
DB00746	C0002792
DB00746	C0340865
DB00746	C0002994
DB00746	C0042373
DB00746	C0003537
DB00746	C0003811
DB00746	C0003862
DB00746	C0004096
DB00746	C0456909
DB00746	C0235431
DB00746	C0018939
DB00746	C0015967
DB00746	C0005940
DB00746	C0151825
DB00746	C0428977
DB00746	C0086543
DB00746	C0474381
DB00746	C0541832
DB00746	C0009782
DB00746	C0036572
DB00746	C0010038
DB00746	C0023218
DB00746	C0010520
DB00746	C0018784
DB00746	C0011253
DB00746	C0221040
DB00746	C0011991
DB00746	C0012833
DB00746	C0011609
DB00746	C0858618
DB00746	C0013404
DB00746	C0013428
DB00746	C0014457
DB00746	C0041834
DB00746	C0521172
DB00746	C0015397
DB00746	C0853198
DB00746	C0017178
DB00746	C0687713
DB00746	C0014549
DB00746	C0151686
DB00746	C0018524
DB00746	C0018681
DB00746	C0086565
DB00746	C0948807
DB00746	C0020517
DB00746	C0020649
DB00746	C0231441
DB00746	C0021053
DB00746	C0332534
DB00746	C0009450
DB00746	C1384353
DB00746	C0851341
DB00746	C0151828
DB00746	C0151735
DB00746	C1510497
DB00746	C0023530
DB00746	C0023895
DB00746	C0853813
DB00746	C0853619
DB00746	C0235896
DB00746	C0025061
DB00746	C0265294
DB00746	C0026718
DB00746	C0037763
DB00746	C0948594
DB00746	C0231528
DB00746	C0027497
DB00746	C0027765
DB00746	C0442874
DB00746	C0031117
DB00746	C0028077
DB00746	C0013604
DB00746	C0029134
DB00746	C0030193
DB00746	C0030554
DB00746	C0349398
DB00746	C0033774
DB00746	C0034186
DB00746	C0497365
DB00746	C0035078
DB00746	C0022660
DB00746	C1565489
DB00746	C0151747
DB00746	C0476273
DB00746	C0035304
DB00746	C0035309
DB00746	C0205204
DB00746	C0036454
DB00746	C0700225
DB00746	C0036974
DB00746	C0037274
DB00746	C0038999
DB00746	C0039231
DB00746	C0040034
DB00746	C0040264
DB00746	C0494475
DB00746	C0149504
DB00746	C0438717
DB00746	C0178298
DB00746	C3665346
DB00746	C0041969
DB00746	C0042075
DB00746	C0522153
DB00746	C0042109
DB00746	C0344232
DB00746	C0234632
DB00746	C0547030
DB00746	C3665347
DB00746	C0042963
DB00746	C0221232
DB00746	C0043541
DB06699	C0232487
DB06699	C0000737
DB06699	C0000833
DB06699	C0948089
DB06699	C1735864
DB06699	C0002170
DB06699	C0002871
DB06699	C0002792
DB06699	C0042373
DB06699	C0003811
DB06699	C0003862
DB06699	C0004093
DB06699	C0004238
DB06699	C0004604
DB06699	C0852911
DB06699	C0311468
DB06699	C0015967
DB06699	C0877225
DB06699	C0005940
DB06699	C0006145
DB06699	C0024902
DB06699	C0018799
DB06699	C0018801
DB06699	C0085593
DB06699	C0009806
DB06699	C0232462
DB06699	C0011570
DB06699	C0011603
DB06699	C0011849
DB06699	C0011991
DB06699	C0234215
DB06699	C0855242
DB06699	C0012833
DB06699	C0043352
DB06699	C0013404
DB06699	C0013428
DB06699	C0278106
DB06699	C0232333
DB06699	C1096355
DB06699	C0855329
DB06699	C0242350
DB06699	C0041834
DB06699	C0015397
DB06699	C0015672
DB06699	C0746883
DB06699	C1443060
DB06699	C0017178
DB06699	C0687713
DB06699	C1868730
DB06699	C1868893
DB06699	C0018418
DB06699	C0018681
DB06699	C0267792
DB06699	C0600142
DB06699	C0020456
DB06699	C0020458
DB06699	C0020517
DB06699	C0020538
DB06699	C0020580
DB06699	C0020649
DB06699	C2047937
DB06699	C0021053
DB06699	C0021167
DB06699	C0332534
DB06699	C0021368
DB06699	C0521839
DB06699	C0151735
DB06699	C0917801
DB06699	C0152031
DB06699	C0011124
DB06699	C0231218
DB06699	C0162429
DB06699	C0025061
DB06699	C0236075
DB06699	C1306341
DB06699	C0004936
DB06699	C0025362
DB06699	C0085606
DB06699	C0037763
DB06699	C0151786
DB06699	C0948594
DB06699	C0026858
DB06699	C0948525
DB06699	C0027051
DB06699	C0027497
DB06699	C0027765
DB06699	C0028081
DB06699	C0028734
DB06699	C0028259
DB06699	C0085649
DB06699	C0029453
DB06699	C0029456
DB06699	C0030193
DB06699	C0030252
DB06699	C0030794
DB06699	C0151849
DB06699	C0042023
DB06699	C0033774
DB06699	C0015230
DB06699	C0035078
DB06699	C1565489
DB06699	C0037274
DB06699	C0281981
DB06699	C0037287
DB06699	C0427008
DB06699	C0038999
DB06699	C0156312
DB06699	C0039591
DB06699	C0438717
DB06699	C0178298
DB06699	C0041969
DB06699	C0042075
DB06699	C0042029
DB06699	C0042109
DB06699	C0344232
DB06699	C0042963
DB06699	C0043096
DB06699	C0043094
DB00705	C0000729
DB00705	C0000731
DB00705	C0000737
DB00705	C0344304
DB00705	C0000833
DB00705	C0234238
DB00705	C0001175
DB00705	C0240671
DB00705	C1963951
DB00705	C0233472
DB00705	C0085631
DB00705	C0151474
DB00705	C0750857
DB00705	C0002170
DB00705	C0002453
DB00705	C0002622
DB00705	C0151479
DB00705	C0002871
DB00705	C0002994
DB00705	C0687707
DB00705	C0003123
DB00705	C0003467
DB00705	C0221470
DB00705	C0038363
DB00705	C0853714
DB00705	C0003862
DB00705	C0003864
DB00705	C0151904
DB00705	C0004093
DB00705	C0004364
DB00705	C0004604
DB00705	C0005741
DB00705	C0005758
DB00705	C0852911
DB00705	C0235431
DB00705	C1321898
DB00705	C0853692
DB00705	C0235416
DB00705	C0015967
DB00705	C0005940
DB00705	C0151825
DB00705	C0428977
DB00705	C2225524
DB00705	C0006147
DB00705	C0006277
DB00705	C0520573
DB00705	C0006840
DB00705	C0018801
DB00705	C0878544
DB00705	C0235198
DB00705	C0008031
DB00705	C0085593
DB00705	C0541832
DB00705	C0009241
DB00705	C0338656
DB00705	C0009319
DB00705	C0009676
DB00705	C0009763
DB00705	C0009806
DB00705	C0009938
DB00705	C0520966
DB00705	C0010200
DB00705	C0026821
DB00705	C0023218
DB00705	C0014511
DB00705	C0232462
DB00705	C0086132
DB00705	C0241060
DB00705	C0011603
DB00705	C0085932
DB00705	C0011606
DB00705	C0011649
DB00705	C0011991
DB00705	C0012569
DB00705	C0234215
DB00705	C0233407
DB00705	C0233414
DB00705	C0855242
DB00705	C0012813
DB00705	C0012833
DB00705	C0687133
DB00705	C0314719
DB00705	C0043352
DB00705	C0151908
DB00705	C0013298
DB00705	C0013378
DB00705	C0013395
DB00705	C0011168
DB00705	C0013404
DB00705	C0013456
DB00705	C0013491
DB00705	C0014335
DB00705	C0014457
DB00705	C0014534
DB00705	C0014591
DB00705	C0242350
DB00705	C0014724
DB00705	C0041834
DB00705	C0014742
DB00705	C0235146
DB00705	C0015732
DB00705	C0856151
DB00705	C0015672
DB00705	C1443060
DB00705	C0016199
DB00705	C0016204
DB00705	C0016436
DB00705	C0011630
DB00705	C0016927
DB00705	C0017152
DB00705	C0017160
DB00705	C0017178
DB00705	C0017181
DB00705	C0687713
DB00705	C0017168
DB00705	C0017565
DB00705	C0017574
DB00705	C0017675
DB00705	C1282609
DB00705	C0018932
DB00705	C0149707
DB00705	C0018965
DB00705	C0002878
DB00705	C0018524
DB00705	C0018681
DB00705	C0085605
DB00705	C0019158
DB00705	C0019209
DB00705	C0019360
DB00705	C0019521
DB00705	C0020453
DB00705	C0020433
DB00705	C0020456
DB00705	C0020458
DB00705	C0020461
DB00705	C0151889
DB00705	C0020517
DB00705	C0020538
DB00705	C0026826
DB00705	C0020557
DB00705	C0740394
DB00705	C0020580
DB00705	C0020598
DB00705	C0020625
DB00705	C0085682
DB00705	C0020649
DB00705	C2047937
DB00705	C0232461
DB00705	C0241379
DB00705	C0009450
DB00705	C0021368
DB00705	C0021400
DB00705	C3263723
DB00705	C0917801
DB00705	C0022346
DB00705	C0023066
DB00705	C0023380
DB00705	C2973529
DB00705	C0023530
DB00705	C0011124
DB00705	C0541923
DB00705	C0549475
DB00705	C0398370
DB00705	C1262113
DB00705	C0041657
DB00705	C0497156
DB00705	C0231218
DB00705	C0162429
DB00705	C1306341
DB00705	C0025874
DB00705	C0149931
DB00705	C0085633
DB00705	C0149745
DB00705	C0037763
DB00705	C0151786
DB00705	C0948594
DB00705	C0948525
DB00705	C0231528
DB00705	C0027339
DB00705	C0027497
DB00705	C0151315
DB00705	C0027540
DB00705	C0022658
DB00705	C0027769
DB00705	C0442874
DB00705	C0031117
DB00705	C0027947
DB00705	C0028084
DB00705	C0028734
DB00705	C1320474
DB00705	C0028738
DB00705	C0013604
DB00705	C0085649
DB00705	C0014868
DB00705	C0029118
DB00705	C0020651
DB00705	C0029882
DB00705	C0029944
DB00705	C0030193
DB00705	C0520962
DB00705	C0030232
DB00705	C0030252
DB00705	C0030305
DB00705	C0030312
DB00705	C0030554
DB00705	C0522224
DB00705	C1510410
DB00705	C0085096
DB00705	C0031256
DB00705	C0031350
DB00705	C0085636
DB00705	C0032285
DB00705	C0032519
DB00705	C0032617
DB00705	C0948586
DB00705	C0033687
DB00705	C0151872
DB00705	C0033774
DB00705	C0242073
DB00705	C0034150
DB00705	C0015230
DB00705	C0423791
DB00705	C0085641
DB00705	C0034882
DB00705	C0022660
DB00705	C0558489
DB00705	C0948349
DB00705	C0232602
DB00705	C0035410
DB00705	C0035455
DB00705	C0037036
DB00705	C0036508
DB00705	C0700225
DB00705	C0036974
DB00705	C0425946
DB00705	C0037023
DB00705	C0221423
DB00705	C0037199
DB00705	C0037274
DB00705	C0237849
DB00705	C0151717
DB00705	C0281981
DB00705	C0037287
DB00705	C0347390
DB00705	C2830004
DB00705	C0037997
DB00705	C0038325
DB00705	C0038362
DB00705	C0700590
DB00705	C0038999
DB00705	C0039070
DB00705	C0039231
