drugid	umls_cui_from_meddra
DB05891	C0011603
DB05891	C0011991
DB05891	C0234215
DB05891	C0012833
DB05891	C0043352
DB05891	C0151908
DB05891	C0013378
DB05891	C0013395
DB05891	C0013404
DB05891	C0014130
DB05891	C0014457
DB05891	C0041834
DB05891	C0015376
DB05891	C0015672
DB05891	C1443060
DB05891	C2939147
DB05891	C0016204
DB05891	C0546817
DB05891	C0016382
DB05891	C0017152
DB05891	C0017178
DB05891	C0017181
DB05891	C1112525
DB05891	C0018681
DB05891	C0600142
DB05891	C0020458
DB05891	C0020461
DB05891	C0020517
DB05891	C0020538
DB05891	C0020625
DB05891	C0020649
DB05891	C0020676
DB05891	C2047937
DB05891	C0009450
DB05891	C1384353
DB05891	C0851341
DB05891	C0521839
DB05891	C0521508
DB05891	C0521505
DB05891	C0852625
DB05891	C0151649
DB05891	C0085654
DB05891	C0151698
DB05891	C0151734
DB05891	C0151828
DB05891	C0852995
DB05891	C0151735
DB05891	C0151605
DB05891	C0392196
DB05891	C0917801
DB05891	C0023530
DB05891	C0231218
DB05891	C0162429
DB05891	C0025061
DB05891	C0236075
DB05891	C0004936
DB05891	C0948594
DB05891	C0231528
DB05891	C0027424
DB05891	C0027497
DB05891	C0027540
DB05891	C0027651
DB05891	C0027765
DB05891	C0027947
DB05891	C0028081
DB05891	C0085649
DB05891	C0030193
DB05891	C0030196
DB05891	C0030252
DB05891	C0030554
DB05891	C0031542
DB05891	C0032285
DB05891	C0033774
DB05891	C0015230
DB05891	C0036974
DB05891	C0037274
DB05891	C0038362
DB05891	C0039231
DB05891	C0240327
DB05891	C0234233
DB05891	C0040034
DB05891	C0041582
DB05891	C0178298
DB05891	C0041912
DB05891	C0042109
DB05891	C0221477
DB05891	C0042487
DB05891	C0042571
DB05891	C0042963
DB05891	C0043096
DB05891	C0221232
DB05891	C0043144
DB01218	C0000731
DB01218	C0000737
DB01218	C3665386
DB01218	C0150450
DB01218	C0002792
DB01218	C0003123
DB01218	C0003811
DB01218	C0003862
DB01218	C0004093
DB01218	C0004604
DB01218	C0038454
DB01218	C0008031
DB01218	C0085593
DB01218	C0009676
DB01218	C0009806
DB01218	C0036572
DB01218	C0010200
DB01218	C0232462
DB01218	C0549249
DB01218	C0011603
DB01218	C0011991
DB01218	C0231170
DB01218	C0234215
DB01218	C0012833
DB01218	C0013395
DB01218	C0542571
DB01218	C0015672
DB01218	C1443060
DB01218	C0687713
DB01218	C0744727
DB01218	C0019054
DB01218	C0002878
DB01218	C0018681
DB01218	C0235575
DB01218	C0020546
DB01218	C2047937
DB01218	C0231218
DB01218	C0948594
DB01218	C0231528
DB01218	C0027497
DB01218	C0020651
DB01218	C0030252
DB01218	C0030554
DB01218	C0392386
DB01218	C0042023
DB01218	C0033774
DB01218	C0034063
DB01218	C0015230
DB01218	C0424790
DB01218	C0851578
DB01218	C0038362
DB01218	C0039621
DB01218	C0040264
DB01218	C0042109
DB01218	C3665347
DB01218	C0042963
DB01218	C0750426
DB00502	C0233514
DB00502	C0162557
DB00502	C0085631
DB00502	C0001824
DB00502	C0392156
DB00502	C0085623
DB00502	C0002170
DB00502	C0002453
DB00502	C0002871
DB00502	C0002792
DB00502	C0042373
DB00502	C0003123
DB00502	C0003467
DB00502	C0175683
DB00502	C0020672
DB00502	C0015967
DB00502	C0233565
DB00502	C0877338
DB00502	C0006145
DB00502	C0085688
DB00502	C0024902
DB00502	C0006266
DB00502	C0018790
DB00502	C0018799
DB00502	C0086543
DB00502	C0007398
DB00502	C0008370
DB00502	C0151564
DB00502	C0009676
DB00502	C0009782
DB00502	C0009806
DB00502	C0036572
DB00502	C0232462
DB00502	C0011570
DB00502	C0011603
DB00502	C0011606
DB00502	C0011991
DB00502	C0855242
DB00502	C0012833
DB00502	C0013144
DB00502	C0027609
DB00502	C0043352
DB00502	C0013384
DB00502	C0013390
DB00502	C0013395
DB00502	C0011168
DB00502	C0013404
DB00502	C0151878
DB00502	C0014130
DB00502	C0242350
DB00502	C0235146
DB00502	C0015371
DB00502	C0234133
DB00502	C0340464
DB00502	C0015397
DB00502	C0542571
DB00502	C1443060
DB00502	C0575081
DB00502	C0235660
DB00502	C0017178
DB00502	C0014549
DB00502	C0018418
DB00502	C0018524
DB00502	C0018681
DB00502	C0018843
DB00502	C0086565
DB00502	C0019158
DB00502	C0267792
DB00502	C0220994
DB00502	C0020456
DB00502	C0020458
DB00502	C0424295
DB00502	C0020514
DB00502	C0392676
DB00502	C0020517
DB00502	C0020538
DB00502	C0026826
DB00502	C0020615
DB00502	C0086439
DB00502	C0020625
DB00502	C0020649
DB00502	C0413252
DB00502	C0021053
DB00502	C0021141
DB00502	C0151735
DB00502	C0917801
DB00502	C0022346
DB00502	C0023052
DB00502	C0023066
DB00502	C0023380
DB00502	C2973529
DB00502	C0023518
DB00502	C0023530
DB00502	C0011124
DB00502	C0021177
DB00502	C0151766
DB00502	C2981158
DB00502	C0162429
DB00502	C0424448
DB00502	C0025061
DB00502	C0025323
DB00502	C0025345
DB00502	C0156404
DB00502	C0004936
DB00502	C0234131
DB00502	C0427086
DB00502	C0235086
DB00502	C0026837
DB00502	C0037763
DB00502	C0231530
DB00502	C0948525
DB00502	C0027497
DB00502	C0027765
DB00502	C0027849
DB00502	C0027947
DB00502	C0028738
DB00502	C0085637
DB00502	C0013604
DB00502	C0151818
DB00502	C0152115
DB00502	C0020651
DB00502	C0030312
DB00502	C0242422
DB00502	C0349506
DB00502	C0162830
DB00502	C0032961
DB00502	C0033117
DB00502	C0241442
DB00502	C0033774
DB00502	C0033975
DB00502	C0015230
DB00502	C0035309
DB00502	C0037036
DB00502	C0549622
DB00502	C0037274
DB00502	C2830004
DB00502	C0011071
DB00502	C0520806
DB00502	C0700590
DB00502	C0039231
DB00502	C0686347
DB00502	C0236071
DB00502	C0040034
DB00502	C0494475
DB00502	C0040479
DB00502	C0040485
DB00502	C0040822
DB00502	C0041105
DB00502	C0178298
DB00502	C0041969
DB00502	C0080274
DB00502	C0042075
DB00502	C0042109
DB00502	C0085612
DB00502	C0042510
DB00502	C0042514
DB00502	C0031133
DB00502	C0042571
DB00502	C0344232
DB00502	C0547030
DB00502	C3665347
DB00502	C0042963
DB00502	C0043096
DB00502	C0043094
DB00756	C0011603
DB00756	C0041834
DB00756	C0349506
DB00756	C0162830
DB00756	C0332575
DB02351	C0000737
DB02351	C0948089
DB02351	C0002871
DB02351	C0426747
DB02351	C0002792
DB02351	C0002962
DB02351	C0042373
DB02351	C0003467
DB02351	C0003855
DB02351	C0004144
DB02351	C0004238
DB02351	C0004604
DB02351	C0015967
DB02351	C0428977
DB02351	C0018799
DB02351	C0007177
DB02351	C1868809
DB02351	C0917798
DB02351	C0008031
DB02351	C0005778
DB02351	C0005779
DB02351	C0009492
DB02351	C0009676
DB02351	C0009782
DB02351	C0009938
DB02351	C0010072
DB02351	C1536080
DB02351	C0011603
DB02351	C0012833
DB02351	C0687133
DB02351	C0013395
DB02351	C0013404
DB02351	C0271412
DB02351	C0013491
DB02351	C0520886
DB02351	C0014591
DB02351	C0015397
DB02351	C0015402
DB02351	C0015469
DB02351	C1443060
DB02351	C0473237
DB02351	C0017178
DB02351	C0017181
DB02351	C0687713
DB02351	C0017565
DB02351	C0239783
DB02351	C0018926
DB02351	C0018944
DB02351	C0018965
DB02351	C0518015
DB02351	C0162119
DB02351	C0019079
DB02351	C0019080
DB02351	C0151699
DB02351	C0018681
DB02351	C0858540
DB02351	C0020517
DB02351	C0020538
DB02351	C0020649
DB02351	C0021053
DB02351	C0423798
DB02351	C0009450
DB02351	C1096267
DB02351	C0151698
DB02351	C0151828
DB02351	C0151735
DB02351	C0917801
DB02351	C0853225
DB02351	C0041657
DB02351	C3160769
DB02351	C0025061
DB02351	C0025222
DB02351	C0027051
DB02351	C0027497
DB02351	C0027765
DB02351	C0027769
DB02351	C0239293
DB02351	C0028961
DB02351	C0030193
DB02351	C0030794
DB02351	C0019064
DB02351	C0019065
DB02351	C0031256
DB02351	C0576995
DB02351	C0032227
DB02351	C0032326
DB02351	C0919874
DB02351	C0032788
DB02351	C0151701
DB02351	C0034063
DB02351	C1096188
DB02351	C0015230
DB02351	C0035078
DB02351	C0035126
DB02351	C0341512
DB02351	C0151705
DB02351	C0243026
DB02351	C0036974
DB02351	C0037274
DB02351	C0543467
DB02351	C0549433
DB02351	C0039070
DB02351	C0233494
DB02351	C0040034
DB02351	C0040053
DB02351	C1262281
DB02351	C0178298
DB02351	C0041969
DB02351	C0080274
DB02351	C0042075
DB02351	C0042109
DB02351	C0919980
DB02351	C0158570
DB02351	C1510412
DB02351	C0042510
DB02351	C0042514
DB02351	C1696110
DB02351	C0042963
DB00667	C1291077
DB00667	C0000729
DB00667	C0232487
DB00667	C0000731
DB00667	C0000737
DB00667	C0232492
DB00667	C2747793
DB00667	C0002871
DB00667	C0002792
DB00667	C0042373
DB00667	C0003123
DB00667	C0003467
DB00667	C0085632
DB00667	C0003811
DB00667	C0003862
DB00667	C0004093
DB00667	C0004096
DB00667	C0004245
DB00667	C0004604
DB00667	C0018794
DB00667	C0235431
DB00667	C0151539
DB00667	C0015967
DB00667	C0079043
DB00667	C0006266
DB00667	C0018790
DB00667	C0018799
DB00667	C0008031
DB00667	C0085593
DB00667	C0009676
DB00667	C0009782
DB00667	C0009806
DB00667	C0036572
DB00667	C0010200
DB00667	C0026821
DB00667	C0151578
DB00667	C0232462
DB00667	C0011175
DB00667	C0011603
DB00667	C0011991
DB00667	C0234215
DB00667	C0012833
DB00667	C0043352
DB00667	C0151908
DB00667	C0013362
DB00667	C0013378
DB00667	C0013395
DB00667	C0011168
DB00667	C0013404
DB00667	C0429098
DB00667	C0522055
DB00667	C0014130
DB00667	C0014457
DB00667	C0041834
DB00667	C0015672
DB00667	C1443060
DB00667	C2939147
DB00667	C0233471
DB00667	C0016204
DB00667	C0016382
DB00667	C0574002
DB00667	C0017152
DB00667	C0017178
DB00667	C0687713
DB00667	C2697368
DB00667	C0575810
DB00667	C0018681
DB00667	C0237314
DB00667	C0600142
DB00667	C0020458
DB00667	C0020517
DB00667	C0020538
DB00667	C0020580
DB00667	C0151940
DB00667	C0020649
DB00667	C0020676
DB00667	C2047937
DB00667	C0009450
DB00667	C1384353
DB00667	C0851341
DB00667	C0521839
DB00667	C0521508
DB00667	C0521505
DB00667	C0852625
DB00667	C0151649
DB00667	C0085654
DB00667	C0151698
DB00667	C0151734
DB00667	C0151828
DB00667	C0852995
DB00667	C0151735
DB00667	C0151605
DB00667	C0392196
DB00667	C0917801
DB00667	C0728899
DB00667	C0023530
DB00667	C0853619
DB00667	C0231218
DB00667	C0162429
DB00667	C0025061
DB00667	C0236075
DB00667	C0004936
DB00667	C0037763
DB00667	C0151786
DB00667	C0948594
DB00667	C0231528
DB00667	C0027424
DB00667	C0027497
DB00667	C0027651
DB00667	C0027709
DB00667	C0027765
DB00667	C0027947
DB00667	C0028081
DB00667	C0028643
DB00667	C0085649
DB00667	C0028961
DB00667	C0029442
DB00667	C0030193
DB00667	C0030196
DB00667	C0030252
DB00667	C0030554
DB00667	C0085620
DB00667	C0239385
DB00667	C0236024
DB00667	C0032285
DB00667	C0032343
DB00667	C0033774
DB00667	C0429097
DB00667	C0015230
DB00667	C0035078
DB00667	C0022660
DB00667	C1565489
DB00667	C1720775
DB00667	C0278134
DB00667	C0036974
DB00667	C0037274
DB00667	C0234518
DB00667	C0221512
DB00667	C0038362
DB00667	C0038999
DB00667	C0151602
DB00667	C0039231
DB00667	C0240327
DB00667	C0039621
DB00667	C0039971
DB00667	C0236071
DB00667	C0040034
DB00667	C2242996
DB00667	C0178298
DB00667	C0041912
DB00667	C0042109
DB00667	C0221477
DB00667	C0042571
DB00667	C0042963
DB00667	C0043096
DB00667	C0043094
DB00667	C0221232
DB00667	C0043144
DB01275	C0085631
DB01275	C0001824
DB01275	C0002871
DB01275	C0002962
DB01275	C0003123
DB01275	C0003467
DB01275	C0003862
DB01275	C0018939
DB01275	C0015967
DB01275	C0018801
DB01275	C0018802
DB01275	C0085593
DB01275	C0009763
DB01275	C0009806
DB01275	C0026821
DB01275	C0232462
DB01275	C0011570
DB01275	C0011603
DB01275	C0011991
DB01275	C0232459
DB01275	C0234215
DB01275	C0233407
DB01275	C0012833
DB01275	C0013395
DB01275	C0013404
DB01275	C0013428
DB01275	C0014457
DB01275	C0015300
DB01275	C1443060
DB01275	C0016382
DB01275	C0017178
DB01275	C0017658
DB01275	C0018965
DB01275	C0002878
DB01275	C0018524
DB01275	C0018681
DB01275	C0086565
DB01275	C0019158
DB01275	C0019209
DB01275	C0020517
DB01275	C0020580
DB01275	C0020649
DB01275	C0030446
DB01275	C2047937
DB01275	C0022346
DB01275	C0152031
DB01275	C0423153
DB01275	C0152227
DB01275	C0023518
DB01275	C0023530
DB01275	C0497156
DB01275	C0231218
DB01275	C0037763
DB01275	C0948594
DB01275	C0231528
DB01275	C0027424
DB01275	C0027497
DB01275	C0027813
DB01275	C0031117
DB01275	C0027947
DB01275	C0028643
DB01275	C0013604
DB01275	C0030252
DB01275	C0030312
DB01275	C0221733
DB01275	C0030554
DB01275	C0008033
DB01275	C0032541
DB01275	C0152025
DB01275	C0948586
DB01275	C0033687
DB01275	C0033774
DB01275	C0033975
DB01275	C0034150
DB01275	C0015230
DB01275	C0022660
DB01275	C0035357
DB01275	C0278134
DB01275	C0038002
DB01275	C0241705
DB01275	C0039231
DB01275	C0040034
DB01275	C2242996
DB01275	C0040822
DB01275	C0080274
DB01275	C0042109
DB01275	C1368065
DB01275	C0042384
DB01275	C0042963
DB01275	C0043096
DB00999	C0000731
DB00999	C0000737
DB00999	C0232492
DB00999	C0162287
DB00999	C0157733
DB00999	C0948089
DB00999	C0233472
DB00999	C0085631
DB00999	C0001824
DB00999	C0001883
DB00999	C0151905
DB00999	C0002170
DB00999	C0002871
DB00999	C0002792
DB00999	C0553548
DB00999	C0002962
DB00999	C0002994
DB00999	C0687707
DB00999	C0003123
DB00999	C0003467
DB00999	C0003469
DB00999	C0002874
DB00999	C0003811
DB00999	C0428974
DB00999	C0003862
DB00999	C0003864
DB00999	C0151904
DB00999	C0004093
DB00999	C0004134
DB00999	C0004238
DB00999	C0232203
DB00999	C0151517
DB00999	C0264906
DB00999	C0004604
DB00999	C0541799
DB00999	C0853034
DB00999	C0235431
DB00999	C0853760
DB00999	C0151539
DB00999	C0235416
DB00999	C0015967
DB00999	C0151825
DB00999	C0428977
DB00999	C0006145
DB00999	C0018808
DB00999	C0008031
DB00999	C0264886
DB00999	C0009676
DB00999	C0009763
DB00999	C0009806
DB00999	C0520966
DB00999	C0858589
DB00999	C0010200
DB00999	C0019559
DB00999	C0026821
DB00999	C0151576
DB00999	C0262988
DB00999	C0232462
DB00999	C0011603
DB00999	C0011606
DB00999	C0011849
DB00999	C0011991
DB00999	C0234215
DB00999	C0855242
DB00999	C0012833
DB00999	C0850149
DB00999	C0043352
DB00999	C0151908
DB00999	C0013378
DB00999	C0013395
DB00999	C0011168
DB00999	C0013404
DB00999	C0013428
DB00999	C0013491
DB00999	C0342579
DB00999	C0085584
DB00999	C1291078
DB00999	C0232493
DB00999	C0014591
DB00999	C0242350
DB00999	C0041834
DB00999	C0239488
DB00999	C0014742
DB00999	C0542571
DB00999	C0231230
DB00999	C0015672
DB00999	C1443060
DB00999	C0234192
DB00999	C2939147
DB00999	C0016053
DB00999	C0016204
DB00999	C0016382
DB00999	C0151662
DB00999	C0392176
DB00999	C0017152
DB00999	C0017160
DB00999	C0017181
DB00999	C0687713
DB00999	C0017168
DB00999	C0017979
DB00999	C0018099
DB00999	C0018965
DB00999	C0002878
DB00999	C0018500
DB00999	C0018681
DB00999	C0018834
DB00999	C0034152
DB00999	C0019158
DB00999	C0600142
DB00999	C0020443
DB00999	C0020456
DB00999	C0020458
DB00999	C0020461
DB00999	C0020473
DB00999	C0020517
DB00999	C0740394
DB00999	C0020580
DB00999	C0020621
DB00999	C0020625
DB00999	C0020649
DB00999	C2047937
DB00999	C0232461
DB00999	C0021400
DB00999	C3263723
DB00999	C0917801
DB00999	C0234708
DB00999	C0022346
DB00999	C0022354
DB00999	C0152031
DB00999	C0231749
DB00999	C0023222
DB00999	C0023530
DB00999	C0011124
DB00999	C0587246
DB00999	C0151766
DB00999	C0853619
DB00999	C0013609
DB00999	C0041657
DB00999	C0231218
DB00999	C0233794
DB00999	C0236075
DB00999	C0149931
DB00999	C0270795
DB00999	C0085633
DB00999	C0037763
DB00999	C0151786
DB00999	C0948594
DB00999	C0026858
DB00999	C0948525
DB00999	C0231528
DB00999	C0027051
DB00999	C0027424
DB00999	C0027497
DB00999	C0240464
DB00999	C0027707
DB00999	C0027769
DB00999	C0031117
DB00999	C0027947
DB00999	C0028734
DB00999	C0028643
DB00999	C0600260
DB00999	C0013604
DB00999	C0085649
DB00999	C0014868
DB00999	C0026636
DB00999	C0149744
DB00999	C0020651
DB00999	C0030193
DB00999	C0239377
DB00999	C0030196
DB00999	C0030252
DB00999	C0030305
DB00999	C0030319
DB00999	C0030554
DB00999	C0030920
DB00999	C0857172
DB00999	C0031350
DB00999	C0349506
DB00999	C0162830
DB00999	C0032285
DB00999	C0042023
DB00999	C0032617
DB00999	C0033774
DB00999	C0034063
DB00999	C0034150
DB00999	C0877359
DB00999	C0015230
DB00999	C0034933
DB00999	C0035078
DB00999	C1565489
DB00999	C0476273
DB00999	C0035410
DB00999	C0035455
DB00999	C0700363
DB00999	C0549386
DB00999	C0278134
DB00999	C0700225
DB00999	C0553704
DB00999	C0549622
DB00999	C0036974
DB00999	C0037011
DB00999	C0037023
DB00999	C0085610
DB00999	C0030469
DB00999	C0037199
DB00999	C0863084
DB00999	C0851578
DB00999	C0037317
DB00999	C2830004
DB00999	C0038325
DB00999	C0427008
DB00999	C0677500
DB00999	C0038435
DB00999	C0038990
DB00999	C0038999
DB00999	C0158369
DB00999	C0039070
DB00999	C0039231
DB00999	C0233494
DB00999	C0039971
DB00999	C0040034
DB00999	C0040264
DB00999	C0040460
DB00999	C0014518
DB00999	C0043251
DB00999	C0040822
DB00999	C0041349
DB00999	C0522035
DB00999	C0041912
DB00999	C0042029
DB00999	C1167965
DB00999	C0042109
DB00999	C1368065
DB00999	C0042384
DB00999	C1318520
DB00999	C0085612
DB00999	C0042510
DB00999	C0042514
DB00999	C0042571
DB00999	C0344232
DB00999	C0547030
DB00999	C3665347
DB00999	C0042963
DB00999	C0043094
DB00999	C0043144
DB00999	C0221185
DB00956	C0232487
DB00956	C0000737
DB00956	C0233472
DB00956	C0001824
DB00956	C0042373
DB00956	C0003467
DB00956	C0003862
DB00956	C0004093
DB00956	C0004604
DB00956	C0015967
DB00956	C0009782
DB00956	C0009806
DB00956	C0009938
DB00956	C0036572
DB00956	C0010200
DB00956	C0011053
DB00956	C0011175
DB00956	C0011603
DB00956	C0012833
DB00956	C0013144
DB00956	C0687133
DB00956	C0043352
DB00956	C0233477
DB00956	C0013404
DB00956	C0015672
DB00956	C0272774
DB00956	C0017178
DB00956	C0687713
DB00956	C0017168
DB00956	C0018681
DB00956	C1384666
DB00956	C0600142
DB00956	C0020458
DB00956	C0020517
DB00956	C0020621
DB00956	C0020649
DB00956	C0857353
DB00956	C0917801
DB00956	C0409497
DB00956	C0434437
DB00956	C0043246
DB00956	C0023380
DB00956	C0435002
DB00956	C0220870
DB00956	C0024031
DB00956	C0162429
DB00956	C0025061
DB00956	C0236075
DB00956	C0004936
DB00956	C0149931
DB00956	C0085633
DB00956	C0037763
DB00956	C0080194
DB00956	C0948594
DB00956	C0026858
DB00956	C0231528
DB00956	C0027497
DB00956	C0007859
DB00956	C0027765
DB00956	C0028081
DB00956	C0476281
DB00956	C0085649
DB00956	C0029408
DB00956	C0030196
DB00956	C0030554
DB00956	C0033774
DB00956	C0855775
DB00956	C0015230
DB00956	C0235063
DB00956	C0037274
DB00956	C0558401
DB00956	C2830004
DB00956	C0040034
DB00956	C0040822
DB00956	C0178298
DB00956	C0041912
DB00956	C0948226
DB00956	C0080274
DB00956	C0042029
DB00956	C0042963
DB00956	C0038587
DB00741	C0000731
DB00741	C0000737
DB00741	C0232492
DB00741	C0000833
DB00741	C0702166
DB00741	C0263437
DB00741	C0175167
DB00741	C0948089
DB00741	C1735864
DB00741	C0151467
DB00741	C0233472
DB00741	C0151905
DB00741	C0085570
DB00741	C0162820
DB00741	C0002453
DB00741	C0002792
DB00741	C0340865
DB00741	C0002994
DB00741	C0003123
DB00741	C0003467
DB00741	C0877661
DB00741	C1167675
DB00741	C0521490
DB00741	C0521491
DB00741	C0151505
DB00741	C0003708
DB00741	C0003811
DB00741	C0022408
DB00741	C0085660
DB00741	C0004093
DB00741	C0333641
DB00741	C0033845
DB00741	C0232841
DB00741	C0456909
DB00741	C0015967
DB00741	C0428977
DB00741	C0541820
DB00741	C0018790
DB00741	C0018801
DB00741	C0018802
DB00741	C0018800
DB00741	C0086543
DB00741	C0235259
DB00741	C0009241
DB00741	C0338656
DB00741	C0009782
DB00741	C0009938
DB00741	C0036572
DB00741	C0332601
DB00741	C0232462
DB00741	C0011253
DB00741	C0278079
DB00741	C0011603
DB00741	C0234894
DB00741	C0011616
DB00741	C0263449
DB00741	C0011849
DB00741	C0241863
DB00741	C0011991
DB00741	C0221165
DB00741	C0234215
DB00741	C0012833
DB00741	C1510472
DB00741	C0152128
DB00741	C0314719
DB00741	C0151908
DB00741	C0013395
DB00741	C0013491
DB00741	C0013595
DB00741	C0342579
DB00741	C0013922
DB00741	C0340726
DB00741	C0014130
DB00741	C0014544
DB00741	C0302295
DB00741	C0041834
DB00741	C0239488
DB00741	C0235146
DB00741	C0015300
DB00741	C0015397
DB00741	C0013928
DB00741	C0015672
DB00741	C1443060
DB00741	C0860434
DB00741	C0268000
DB00741	C0016436
DB00741	C0016658
DB00741	C0026946
DB00741	C0038358
DB00741	C0017160
DB00741	C0017178
DB00741	C0687713
DB00741	C0017601
DB00741	C0271650
DB00741	C0017979
DB00741	C0151686
DB00741	C0518015
DB00741	C0019080
DB00741	C0018524
DB00741	C0018681
DB00741	C0019209
DB00741	C0019340
DB00741	C0019372
DB00741	C0019521
DB00741	C0019572
DB00741	C0020458
DB00741	C0020488
DB00741	C0020517
DB00741	C0020538
DB00741	C0020555
DB00741	C0007194
DB00741	C0020621
DB00741	C0020649
DB00741	C2047937
DB00741	C0021053
DB00741	C0151692
DB00741	C0232461
DB00741	C0235409
DB00741	C0009450
DB00741	C1384353
DB00741	C0851341
DB00741	C0021368
DB00741	C3263723
DB00741	C0917801
DB00741	C0151740
DB00741	C0234708
DB00741	C0022107
DB00741	C0152031
DB00741	C0023380
DB00741	C0023518
DB00741	C0162835
DB00741	C0041657
DB00741	C0231218
DB00741	C0162429
DB00741	C0338831
DB00741	C0577559
DB00741	C0025289
DB00741	C0156404
DB00741	C0004936
DB00741	C0026113
DB00741	C0085622
DB00741	C0085633
DB00741	C0016655
DB00741	C0240417
DB00741	C0151786
DB00741	C0948594
DB00741	C0231528
DB00741	C0027051
DB00741	C0018813
DB00741	C0026848
DB00741	C0027497
DB00741	C0027540
DB00741	C0027765
DB00741	C0027813
DB00741	C0442874
DB00741	C0031117
DB00741	C0854100
DB00741	C0013604
DB00741	C0239295
DB00741	C0151970
DB00741	C0014868
DB00741	C2586050
DB00741	C0029118
DB00741	C0029134
DB00741	C0029408
DB00741	C0029445
DB00741	C0029456
DB00741	C0030193
DB00741	C0030305
DB00741	C0001339
DB00741	C0267940
DB00741	C0030353
DB00741	C0030554
DB00741	C0221166
DB00741	C0030486
DB00741	C0030920
DB00741	C0240735
DB00741	C0031256
DB00741	C0410198
DB00741	C0033771
DB00741	C0033774
DB00741	C0033844
DB00741	C0033975
DB00741	C0034063
DB00741	C0015230
DB00741	C0423791
DB00741	C0267596
DB00741	C0332575
DB00741	C0036341
DB00741	C0423273
DB00741	C0271738
DB00741	C0442886
DB00741	C0036974
DB00741	C0151514
DB00741	C0241057
DB00741	C0262977
DB00741	C0151907
DB00741	C0037274
DB00741	C0237849
DB00741	C0162834
DB00741	C0037278
DB00741	C0152030
DB00741	C0423773
DB00741	C0152459
DB00741	C0262431
DB00741	C0270994
DB00741	C0235453
DB00741	C0677500
DB00741	C0424000
DB00741	C0700590
DB00741	C0039070
DB00741	C0039231
DB00741	C0039446
DB00741	C0151937
DB00741	C0040038
DB00741	C0040046
DB00741	C2242996
DB00741	C0040436
DB00741	C0043251
DB00741	C0021831
DB00741	C0178298
DB00741	C0041912
DB00741	C0042109
DB00741	C0042384
DB00741	C0042571
DB00741	C0042769
DB00741	C0042963
DB00741	C0542203
DB00741	C0043096
DB00741	C0043094
DB00741	C0087169
DB00774	C0085631
DB00774	C0001824
DB00774	C0553548
DB00774	C0003123
DB00774	C0002874
DB00774	C0004093
DB00774	C0235416
DB00774	C0009806
DB00774	C0026821
DB00774	C0262988
DB00774	C0232462
DB00774	C0011603
DB00774	C0011991
DB00774	C0012833
DB00774	C1291078
DB00774	C0392176
DB00774	C0017979
DB00774	C0018681
DB00774	C0020456
DB00774	C0020517
DB00774	C0740394
DB00774	C0022346
DB00774	C0022354
DB00774	C0023530
DB00774	C0037763
DB00774	C0027497
DB00774	C0020651
DB00774	C0030305
DB00774	C0349506
DB00774	C0162830
DB00774	C0034150
DB00774	C0015230
DB00774	C0040034
DB00774	C0042109
DB00774	C1368065
DB00774	C0042384
DB00774	C1318520
DB00774	C0042571
DB00774	C0042963
DB00774	C0221185
DB00327	C0000731
DB00327	C0000737
DB00327	C0232492
DB00327	C0234458
DB00327	C0162287
DB00327	C0151736
DB00327	C0151821
DB00327	C0234238
DB00327	C0184567
DB00327	C0001403
DB00327	C0233472
DB00327	C0001807
DB00327	C0085631
DB00327	C0085762
DB00327	C0001973
DB00327	C0150450
DB00327	C0002622
DB00327	C0151479
DB00327	C0016167
DB00327	C0002792
DB00327	C0340865
DB00327	C0002994
DB00327	C0042373
DB00327	C0003123
DB00327	C0003467
DB00327	C0085632
DB00327	C0003578
DB00327	C1971624
DB00327	C0521491
DB00327	C0233485
DB00327	C0003811
DB00327	C0003862
DB00327	C0022408
DB00327	C0151904
DB00327	C0004093
DB00327	C0004096
DB00327	C0242528
DB00327	C0004604
DB00327	C0575090
DB00327	C0004763
DB00327	C0741453
DB00327	C1321581
DB00327	C0151824
DB00327	C0852913
DB00327	C0853761
DB00327	C0853117
DB00327	C0235416
DB00327	C0020672
DB00327	C0015967
DB00327	C0428977
DB00327	C0220650
DB00327	C1135120
DB00327	C0006145
DB00327	C0006147
DB00327	C0006266
DB00327	C0018790
DB00327	C0018799
DB00327	C1392046
DB00327	C0235710
DB00327	C0008031
DB00327	C0232292
DB00327	C0008039
DB00327	C0085593
DB00327	C1610069
DB00327	C0009241
DB00327	C0232431
DB00327	C0009421
DB00327	C0852733
DB00327	C0009676
DB00327	C0009782
DB00327	C0009806
DB00327	C0009938
DB00327	C0036572
DB00327	C0520966
DB00327	C0010200
DB00327	C0026821
DB00327	C0023218
DB00327	C0232452
DB00327	C0010520
DB00327	C0232462
DB00327	C0011175
DB00327	C0740411
DB00327	C0439857
DB00327	C0278080
DB00327	C0278079
DB00327	C0549249
DB00327	C0011570
DB00327	C0011603
DB00327	C0011991
DB00327	C0012569
DB00327	C0234215
DB00327	C0233407
DB00327	C0233414
DB00327	C0855242
DB00327	C0012813
DB00327	C0012817
DB00327	C0012833
DB00327	C0013144
DB00327	C0013146
DB00327	C1510472
DB00327	C0687133
DB00327	C0013220
DB00327	C0152128
DB00327	C0314719
DB00327	C0043352
DB00327	C0013298
DB00327	C0013362
DB00327	C0237326
DB00327	C0013378
DB00327	C0013384
DB00327	C0013395
DB00327	C0011168
DB00327	C0233477
DB00327	C0013404
DB00327	C0013428
DB00327	C0013456
