"drugid"	"geneid"
"DB00073"	"2213"
"DB00074"	"2213"
"DB00087"	"2213"
"DB00092"	"2213"
"DB00095"	"2213"
"DB00110"	"2213"
"DB00111"	"2213"
"DB00112"	"2213"
"DB00056"	"2214"
"DB00073"	"2214"
"DB00074"	"2214"
"DB00087"	"2214"
"DB00092"	"2214"
"DB00095"	"2214"
"DB00110"	"2214"
"DB00111"	"2214"
"DB00112"	"2214"
"DB00056"	"2215"
"DB00073"	"2215"
"DB00074"	"2215"
"DB00087"	"2215"
"DB00092"	"2215"
"DB00095"	"2215"
"DB00110"	"2215"
"DB00111"	"2215"
"DB00112"	"2215"
"DB00074"	"3560"
"DB00111"	"3560"
"DB00114"	"10993"
"DB00114"	"8879"
"DB00114"	"6470"
"DB00114"	"6472"
"DB00114"	"10558"
"DB00114"	"9517"
"DB00114"	"6898"
"DB06779"	"7422"
"DB00114"	"63826"
"DB00114"	"64902"
"DB00114"	"875"
"DB00114"	"883"
"DB00114"	"9054"
"DB00114"	"55304"
"DB00092"	"914"
"DB01281"	"942"
"DB00114"	"51166"
"DB00114"	"84706"
"DB00114"	"51540"
"DB00114"	"55034"
"DB00114"	"51380"
"DB00114"	"29968"
"DB00114"	"18"
"DB00114"	"1491"
"DB00114"	"79896"
"DB00114"	"285313"
"DB00114"	"1644"
"DB00114"	"339896"
"DB00114"	"85007"
"DB00114"	"23042"
"DB00114"	"113451"
"DB00114"	"57026"
"DB00114"	"55163"
"DB00114"	"113675"
"DB00114"	"51091"
"DB00114"	"56267"
"DB00114"	"189"
"DB00100"	"2160"
"DB09030"	"2149"
"DB00100"	"2157"
"DB00114"	"211"
"DB00114"	"10841"
"DB00114"	"2571"
"DB00114"	"23464"
"DB00114"	"2731"
"DB00114"	"2805"
"DB00114"	"2806"
"DB00114"	"2875"
"DB00061"	"2885"
"DB00114"	"3067"
"DB09033"	"3676"
"DB00114"	"8942"
"DB00102"	"2"
"DB08935"	"931"
"DB00114"	"4942"
"DB00114"	"4953"
"DB00102"	"5156"
"DB00114"	"11212"
"DB00114"	"5834"
"DB00114"	"5836"
"DB00114"	"5837"
"DB00114"	"586"
"DB00114"	"587"
"DB01656"	"5141"
"DB01656"	"5143"
"DB04272"	"6714"
"DB09079"	"6714"
"DB01254"	"6777"
"DB01254"	"7525"
"DB01281"	"941"
"DB01254"	"2534"
"DB01254"	"3932"
"DB09079"	"3932"
"DB09053"	"695"
"DB04272"	"1431"
"DB04272"	"4282"
"DB04272"	"7371"
"DB04272"	"231"
"DB04272"	"4191"
"DB09079"	"2321"
"DB09079"	"2322"
"DB09079"	"2324"
"DB09079"	"3791"
"DB01109"	"462"
"DB06779"	"462"
"DB06643"	"8600"
"DB01109"	"6403"
"DB06779"	"6403"
"DB01254"	"27"
"DB04272"	"9955"
"DB04272"	"11157"
"DB06779"	"7035"
"DB00099"	"1991"
"DB01109"	"2159"
"DB01225"	"2159"
"DB06605"	"2159"
"DB09075"	"2159"
"DB00100"	"2159"
"DB00100"	"2155"
"DB09079"	"2260"
"DB09079"	"2263"
"DB09079"	"2261"
"DB00097"	"2492"
"DB00100"	"2677"
"DB00100"	"4035"
"DB04272"	"6035"
"DB04272"	"635"
"DB04272"	"27232"
"DB04272"	"353"
"DB01656"	"5142"
"DB01656"	"5144"
"DB04272"	"8654"
"DB06168"	"3553"
"DB06372"	"3553"
"DB04272"	"6037"
"DB04865"	"6122"
"DB04272"	"283"
"DB09079"	"4067"
"DB04272"	"259307"
"DB04272"	"10673"
"DB08879"	"10673"
"DB04272"	"58190"
"DB04272"	"733"
"DB04272"	"59338"
"DB04272"	"1360"
"DB04272"	"9146"
"DB04272"	"3704"
"DB08895"	"3716"
"DB08895"	"3717"
"DB08895"	"3718"
"DB09033"	"3695"
"DB06372"	"3552"
"DB06372"	"3557"
"DB06273"	"3570"
"DB00244"	"4353"
"DB00159"	"5743"
"DB00244"	"5743"
"DB00512"	"213"
"DB00227"	"3683"
"DB00159"	"2181"
"DB00159"	"2182"
"DB00244"	"240"
"DB00159"	"2864"
"DB00262"	"2936"
"DB00159"	"5467"
"DB00159"	"5468"
"DB00244"	"5468"
"DB00242"	"6240"
"DB00242"	"6241"
"DB00242"	"54107"
"DB00242"	"50484"
"DB00242"	"56655"
"DB00244"	"1147"
"DB00368"	"151"
"DB00368"	"152"
"DB00227"	"3066"
"DB00244"	"3551"
"DB00242"	"4860"
"DB00242"	"5422"
"DB00242"	"5426"
"DB00242"	"5427"
"DB00441"	"7298"
"DB00309"	"81027"
"DB00297"	"5731"
"DB00429"	"5731"
"DB00400"	"3859"
"DB00390"	"476"
"DB00368"	"6571"
"DB00368"	"148"
"DB00388"	"148"
"DB00318"	"4985"
"DB00318"	"4986"
"DB00126"	"5264"
"DB00159"	"5742"
"DB00244"	"5742"
"DB00126"	"9963"
"DB00159"	"6546"
"DB00126"	"8284"
"DB00126"	"54583"
"DB00159"	"7442"
"DB00126"	"112398"
"DB00126"	"112399"
"DB00126"	"55217"
"DB00115"	"166785"
"DB00126"	"64175"
"DB00126"	"55214"
"DB00126"	"10536"
"DB00115"	"25974"
"DB00126"	"55239"
"DB00126"	"79676"
"DB00126"	"1621"
"DB00126"	"54681"
"DB00126"	"221120"
"DB00126"	"121642"
"DB00159"	"3992"
"DB00126"	"3938"
"DB00115"	"4524"
"DB00115"	"4548"
"DB00115"	"4552"
"DB00115"	"4594"
"DB00126"	"5033"
"DB00368"	"5053"
"DB00126"	"5066"
"DB00126"	"5351"
"DB00126"	"5352"
"DB00126"	"8985"
"DB00126"	"8424"
"DB00307"	"6256"
"DB00307"	"6257"
"DB00307"	"6258"
"DB00368"	"6570"
"DB00444"	"7153"
"DB00445"	"7153"
"DB00368"	"147"
"DB00388"	"147"
"DB00368"	"146"
"DB00388"	"146"
"DB00368"	"150"
"DB00361"	"203068"
"DB00428"	"6514"
"DB00441"	"51727"
"DB00445"	"1105"
"DB00446"	"1604"
"DB00666"	"114814"
"DB00619"	"1436"
"DB00619"	"780"
"DB00648"	"2230"
"DB00641"	"3689"
"DB00630"	"523"
"DB00630"	"5775"
"DB00630"	"5791"
"DB00630"	"5802"
"DB00755"	"8854"
"DB00563"	"1719"
"DB00755"	"216"
"DB00631"	"6240"
"DB00631"	"5422"
"DB00528"	"786"
"DB00694"	"7155"
"DB00773"	"7155"
"DB00724"	"51311"
"DB00750"	"6331"
"DB00745"	"6531"
"DB00692"	"148"
"DB00619"	"4914"
"DB00615"	"7184"
"DB00615"	"3320"
"DB00570"	"7846"
"DB00755"	"6257"
"DB00755"	"6258"
"DB00694"	"7153"
"DB00773"	"7153"
"DB00648"	"1584"
"DB00745"	"147"
"DB00692"	"150"
"DB00755"	"5916"
"DB00541"	"203068"
"DB00570"	"203068"
"DB00541"	"7277"
"DB00570"	"7283"
"DB00570"	"51174"
"DB00570"	"51175"
"DB00570"	"3725"
"DB00762"	"116447"
"DB00755"	"190"
"DB00755"	"9052"
"DB00755"	"5918"
"DB00806"	"5141"
"DB00806"	"4907"
"DB00806"	"5142"
"DB00806"	"134"
"DB00806"	"135"
"DB00806"	"8654"
"DB01014"	"5743"
"DB01045"	"6579"
"DB01045"	"10599"
"DB01032"	"9356"
"DB01045"	"213"
"DB01138"	"4363"
"DB01138"	"1244"
"DB01133"	"523"
"DB00973"	"6646"
"DB00973"	"290"
"DB00987"	"5423"
"DB01032"	"55867"
"DB00905"	"8644"
"DB01014"	"240"
"DB01033"	"3614"
"DB01045"	"8856"
"DB01014"	"5468"
"DB01005"	"6240"
"DB01073"	"6240"
"DB01073"	"1633"
"DB00925"	"151"
"DB00925"	"152"
"DB01196"	"2099"
"DB01196"	"2100"
"DB00843"	"3356"
"DB01161"	"3359"
"DB01073"	"5422"
"DB00905"	"5731"
"DB00917"	"5731"
"DB00925"	"801"
"DB00928"	"1786"
"DB00917"	"5734"
"DB00929"	"5734"
"DB01133"	"5770"
"DB01045"	"28234"
"DB01045"	"11309"
"DB00988"	"6530"
"DB00988"	"6531"
"DB01161"	"6531"
"DB00988"	"6532"
"DB01161"	"57053"
"DB00925"	"148"
"DB00925"	"154"
"DB00905"	"5733"
"DB00917"	"5733"
"DB00929"	"5733"
"DB01014"	"5742"
"DB01032"	"9376"
"DB01161"	"116443"
"DB00988"	"1621"
"DB01033"	"5471"
"DB01076"	"1803"
"DB01083"	"8513"
"DB01083"	"5406"
"DB00970"	"7153"
"DB01177"	"7153"
"DB01045"	"1595"
"DB00925"	"147"
"DB00925"	"146"
"DB00925"	"150"
"DB00988"	"3350"
"DB00988"	"3363"
"DB01076"	"196"
"DB00993"	"3251"
"DB01033"	"3251"
"DB01039"	"64386"
"DB01030"	"116447"
"DB01083"	"2194"
"DB01032"	"24145"
"DB01296"	"7124"
"DB01244"	"8912"
"DB01244"	"9254"
"DB01244"	"5153"
"DB01296"	"4791"
"DB02659"	"126"
"DB01220"	"8856"
"DB01229"	"8856"
"DB01248"	"8856"
"DB01393"	"5467"
"DB01393"	"5468"
"DB01244"	"773"
"DB01280"	"5422"
"DB01229"	"81027"
"DB01248"	"81027"
"DB01394"	"81027"
"DB01244"	"476"
"DB01244"	"801"
"DB01206"	"81551"
"DB01250"	"3458"
"DB01296"	"3458"
"DB01229"	"4134"
"DB01248"	"4134"
"DB01229"	"4137"
"DB01248"	"4137"
"DB01364"	"6571"
"DB01364"	"6530"
"DB01364"	"148"
"DB02659"	"5319"
"DB01196"	"4130"
"DB01196"	"4133"
"DB01229"	"4133"
"DB01248"	"4133"
"DB01257"	"727"
"DB01364"	"43"
"DB01244"	"7134"
"DB01229"	"596"
"DB01248"	"596"
"DB01204"	"7153"
"DB02659"	"1066"
"DB02659"	"2104"
"DB01244"	"5136"
"DB01394"	"203068"
"DB01250"	"7172"
"DB01296"	"4318"
"DB02659"	"1327"
"DB02659"	"9377"
"DB02659"	"1329"
"DB02659"	"1339"
"DB02659"	"1340"
"DB02659"	"1345"
"DB02659"	"1346"
"DB02659"	"1349"
"DB02659"	"1350"
"DB02659"	"1351"
"DB02659"	"2172"
"DB02659"	"2235"
"DB02659"	"4512"
"DB02659"	"4513"
"DB02659"	"4514"
"DB08916"	"1956"
"DB00493"	"9356"
"DB09052"	"915"
"DB06681"	"942"
"DB05773"	"2064"
"DB08916"	"2064"
"DB00493"	"213"
"DB08819"	"5737"
"DB06681"	"941"
"DB00493"	"55867"
"DB05812"	"1586"
"DB06813"	"1719"
"DB08860"	"3156"
"DB04908"	"1815"
"DB04908"	"3356"
"DB06813"	"7298"
"DB06772"	"81027"
"DB00389"	"7173"
"DB08880"	"1723"
"DB08827"	"4547"
"DB08870"	"943"
"DB08916"	"2066"
"DB00493"	"6564"
"DB00493"	"6565"
"DB00493"	"10864"
"DB06413"	"6531"
"DB06207"	"148"
"DB09272"	"4985"
"DB09272"	"4986"
"DB09049"	"4988"
"DB09272"	"4988"
"DB06480"	"3360"
"DB08820"	"1080"
"DB09073"	"1019"
"DB05679"	"3593"
"DB00493"	"9376"
"DB09048"	"6869"
"DB06207"	"147"
"DB06207"	"146"
"DB04908"	"3350"
"DB08899"	"367"
"DB06772"	"7277"
"DB06268"	"1909"
"DB06403"	"1909"
"DB06268"	"1910"
"DB06403"	"1910"
"DB09036"	"3569"
"DB09052"	"930"
"DB09029"	"3605"
"DB09073"	"1021"
"DB08877"	"3716"
"DB08877"	"3717"
"DB05259"	"3123"
"DB00535"	"4353"
"DB00583"	"4353"
"DB01065"	"4353"
"DB01065"	"4835"
"DB01065"	"2099"
"DB01043"	"3359"
"DB01065"	"801"
"DB01022"	"632"
"DB01043"	"1813"
"DB00583"	"788"
"DB00583"	"123096"
"DB00583"	"1374"
"DB00583"	"1376"
"DB00583"	"1384"
"DB00583"	"54677"
"DB00583"	"7498"
"DB01065"	"811"
"DB01022"	"2677"
"DB00583"	"6583"
"DB00583"	"6584"
"DB01043"	"116443"
"DB01043"	"2902"
"DB01043"	"2903"
"DB01043"	"2904"
"DB01065"	"6096"
"DB01065"	"8288"
"DB01065"	"438"
"DB00583"	"1066"
"DB00626"	"2"
"DB00644"	"114814"
"DB01586"	"1646"
"DB00629"	"151"
"DB05578"	"3791"
"DB00647"	"4985"
"DB00647"	"4986"
"DB04854"	"7498"
"DB08869"	"2692"
"DB00626"	"3416"
"DB00629"	"150"
"DB06698"	"3269"
"DB06698"	"11255"
"DB00992"	"2209"
"DB00795"	"5743"
"DB00145"	"6470"
"DB00145"	"6472"
"DB00145"	"64902"
"DB00160"	"64902"
"DB00151"	"875"
"DB00151"	"9054"
"DB00160"	"9054"
"DB00160"	"84706"
"DB00151"	"51380"
"DB00160"	"18"
"DB00151"	"1491"
"DB00160"	"85007"
"DB00145"	"189"
"DB00160"	"189"
"DB00145"	"211"
"DB00145"	"23464"
"DB00145"	"2731"
"DB00151"	"2805"
"DB00160"	"2875"
"DB00160"	"8942"
"DB00167"	"586"
"DB00167"	"587"
"DB01271"	"10226"
"DB01279"	"10226"
"DB01349"	"186"
"DB01272"	"4074"
"DB00162"	"6017"
"DB00152"	"10560"
"DB00160"	"6509"
"DB00145"	"140679"
"DB00145"	"9152"
"DB00145"	"6536"
"DB00145"	"10249"
"DB00162"	"50700"
"DB00151"	"833"
"DB00162"	"8854"
"DB00151"	"80704"
"DB00162"	"10901"
"DB00152"	"27010"
"DB00162"	"9249"
"DB00145"	"51268"
"DB00151"	"1036"
"DB00162"	"51109"
"DB00254"	"23569"
"DB00145"	"206358"
"DB00160"	"206358"
"DB00162"	"145226"
"DB00162"	"112724"
"DB00162"	"57665"
"DB00160"	"16"
"DB00160"	"57505"
"DB00145"	"219970"
"DB00151"	"79587"
"DB00162"	"54884"
"DB00167"	"55699"
"DB00145"	"92292"
"DB00158"	"2350"
"DB00158"	"2352"
"DB00145"	"212"
"DB00162"	"216"
"DB00162"	"220"
"DB00145"	"2617"
"DB00145"	"2653"
"DB00145"	"2741"
"DB00228"	"2741"
"DB00145"	"2742"
"DB00145"	"8001"
"DB00145"	"2743"
"DB00795"	"240"
"DB00145"	"2841"
"DB00145"	"2937"
"DB00151"	"2937"
"DB00167"	"3376"
"DB00162"	"9227"
"DB00151"	"4255"
"DB00165"	"8566"
"DB00167"	"36"
"DB01252"	"5468"
"DB00795"	"5468"
"DB00145"	"570"
"DB00162"	"5947"
"DB00459"	"5947"
"DB00162"	"5949"
"DB00162"	"5959"
"DB00228"	"27032"
"DB02087"	"760"
"DB00795"	"1147"
"DB01352"	"2555"
"DB01352"	"2556"
"DB01352"	"2557"
"DB01352"	"2558"
"DB01352"	"2559"
"DB00995"	"3551"
"DB00795"	"3551"
"DB00228"	"3736"
"DB00228"	"3783"
"DB00228"	"513"
"DB00235"	"5139"
"DB00254"	"567"
"DB01289"	"3764"
"DB00226"	"6530"
"DB01352"	"1137"
"DB01352"	"1139"
"DB01349"	"185"
"DB01352"	"2554"
"DB00228"	"2554"
"DB00795"	"6916"
"DB00795"	"5319"
"DB00795"	"38"
"DB01283"	"5742"
"DB00795"	"5742"
"DB00795"	"23657"
"DB00160"	"23428"
"DB00146"	"7421"
"DB00145"	"116444"
"DB00145"	"2628"
"DB00151"	"2729"
"DB00151"	"2730"
"DB00145"	"27232"
"DB00228"	"2890"
"DB01352"	"2891"
"DB01352"	"2898"
"DB00145"	"2903"
"DB00145"	"2905"
"DB00518"	"7846"
"DB00518"	"10383"
"DB00459"	"6256"
"DB00523"	"6256"
"DB00459"	"6257"
"DB00523"	"6257"
"DB00459"	"6258"
"DB00523"	"6258"
"DB00978"	"7153"
"DB00459"	"5914"
"DB00523"	"5914"
"DB00982"	"5914"
"DB00459"	"5915"
"DB00523"	"5915"
"DB00459"	"5916"
"DB00523"	"5916"
"DB00435"	"2977"
"DB00995"	"25824"
"DB01212"	"9356"
"DB01212"	"55867"
"DB00759"	"23569"
"DB01131"	"1719"
"DB01159"	"2741"
"DB01159"	"4535"
"DB01159"	"27032"
"DB00836"	"773"
"DB00801"	"200959"
"DB00801"	"2555"
"DB00801"	"2556"
"DB00801"	"2558"
"DB00801"	"2560"
"DB00801"	"2561"
"DB00801"	"2562"
"DB00801"	"2563"
"DB00801"	"2564"
"DB00801"	"2565"
"DB00801"	"2566"
"DB00801"	"2567"
"DB00801"	"2568"
"DB00801"	"2569"
"DB00801"	"2570"
"DB01110"	"3783"
"DB01159"	"3783"
"DB01159"	"513"
"DB00650"	"7298"
"DB01110"	"81033"
"DB01110"	"90134"
"DB00836"	"801"
"DB01117"	"1723"
"DB01110"	"3779"
"DB01110"	"10242"
"DB01110"	"27094"
"DB01110"	"27345"
"DB01110"	"3780"
"DB01110"	"3781"
"DB01110"	"3782"
"DB01212"	"6564"
"DB00801"	"2554"
"DB01159"	"2554"
"DB00836"	"4985"
"DB00836"	"4986"
"DB01159"	"3760"
"DB01159"	"3763"
"DB01159"	"6010"
"DB01159"	"387129"
"DB01159"	"54331"
"DB01212"	"9376"
"DB01159"	"116443"
"DB01159"	"116444"
"DB01159"	"2903"
"DB01110"	"4843"
"DB01110"	"4846"
"DB00643"	"7846"
"DB00643"	"10383"
"DB00836"	"5443"
"DB01110"	"3757"
"DB01110"	"3778"
"DB01159"	"3778"
"DB01159"	"3777"
"DB01159"	"51305"
"DB00759"	"5621"
"DB05676"	"7124"
"DB01435"	"5743"
"DB05676"	"5141"
"DB01327"	"5444"
"DB00536"	"217"
"DB00536"	"2593"
"DB00471"	"240"
"DB01438"	"6323"
"DB00292"	"151"
"DB06401"	"2099"
"DB00306"	"2555"
"DB00306"	"2556"
"DB00306"	"2557"
"DB00306"	"2558"
"DB00306"	"2559"
"DB01611"	"51284"
"DB05676"	"3458"
"DB08889"	"5699"
"DB08889"	"5696"
"DB08889"	"5698"
"DB00383"	"1128"
"DB01085"	"1128"
"DB01085"	"1131"
"DB00306"	"1137"
"DB00306"	"1139"
"DB00292"	"2554"
"DB00306"	"2554"
"DB08889"	"5689"
"DB08889"	"5690"
"DB08889"	"5693"
"DB01611"	"54106"
"DB03793"	"1610"
"DB01435"	"5742"
"DB00536"	"6035"
"DB00306"	"2891"
"DB00306"	"2898"
"DB05676"	"4846"
"DB05676"	"5142"
"DB05676"	"5144"
"DB05676"	"3558"
"DB00385"	"7153"
"DB00383"	"1129"
"DB01019"	"1129"
"DB01085"	"1129"
"DB01007"	"1595"
"DB01003"	"3778"
"DB00536"	"1742"
"DB01003"	"6286"
"DB03793"	"25824"
"DB03793"	"10247"
"DB03793"	"9367"
"DB01269"	"1956"
"DB00936"	"5743"
"DB08885"	"7422"
"DB00184"	"1588"
"DB08888"	"2"
"DB00464"	"5627"
"DB00733"	"590"
"DB00940"	"3274"
"DB00920"	"5141"
"DB00920"	"5143"
"DB00920"	"5150"
"DB00920"	"27115"
"DB08911"	"5604"
"DB01213"	"124"
"DB01213"	"125"
"DB01213"	"126"
"DB00936"	"1645"
"DB00711"	"240"
"DB00939"	"240"
"DB00179"	"240"
"DB01108"	"3284"
"DB01121"	"6323"
"DB00230"	"773"
"DB00231"	"55879"
"DB00231"	"200959"
"DB00725"	"1132"
"DB00725"	"1133"
"DB00248"	"151"
"DB00248"	"152"
"DB00248"	"1812"
"DB00248"	"1814"
"DB00248"	"1815"
"DB00248"	"1816"
"DB01108"	"2099"
"DB01108"	"2100"
"DB00231"	"2555"
"DB00231"	"2556"
"DB00231"	"2557"
"DB01205"	"2558"
"DB00231"	"2558"
"DB00231"	"2559"
"DB00231"	"2560"
"DB00231"	"2561"
"DB00231"	"2562"
"DB00231"	"2563"
"DB00231"	"2564"
"DB00231"	"2565"
"DB01205"	"2566"
"DB00231"	"2566"
"DB00231"	"2567"
"DB00231"	"2568"
"DB00231"	"2569"
"DB00231"	"2570"
"DB00248"	"3356"
"DB00922"	"3767"
"DB00922"	"5139"
"DB00716"	"10800"
"DB00735"	"6713"
"DB01091"	"6713"
"DB00716"	"57105"
"DB00716"	"2357"
"DB00716"	"5729"
"DB00922"	"3764"
"DB00920"	"5151"
"DB00920"	"8622"
"DB01213"	"847"
"DB08885"	"7423"
"DB08908"	"9817"
"DB08888"	"2335"
"DB08890"	"2984"
"DB08885"	"5228"
"DB08888"	"5345"
"DB09302"	"255738"
"DB01089"	"6571"
"DB00186"	"706"
"DB00231"	"706"
"DB01116"	"57053"
"DB00184"	"57053"
"DB00184"	"55584"
"DB00184"	"8973"
"DB00462"	"1128"
"DB00725"	"1128"
"DB00940"	"1128"
"DB00942"	"1128"
"DB01231"	"1128"
"DB00185"	"1128"
"DB00462"	"1131"
"DB00725"	"1131"
"DB01231"	"1131"
"DB00185"	"1131"
"DB00184"	"1135"
"DB01227"	"1136"
"DB00184"	"1136"
"DB00184"	"1137"
"DB00184"	"1138"
"DB00184"	"1139"
"DB00184"	"1141"
"DB00184"	"1142"
"DB01227"	"1143"
"DB00184"	"1143"
"DB00211"	"148"
"DB00248"	"148"
"DB00248"	"153"
"DB00248"	"154"
"DB00181"	"2550"
"DB01205"	"2554"
"DB01107"	"2554"
"DB00186"	"2554"
"DB00189"	"2554"
"DB00231"	"2554"
"DB00181"	"9568"
"DB00248"	"3358"
"DB06800"	"4986"
"DB06800"	"4988"
"DB00939"	"3785"
"DB00939"	"3786"
"DB00716"	"3320"
"DB08894"	"2057"
"DB08923"	"2057"
"DB01125"	"2677"
"DB00464"	"5624"
"DB00711"	"5742"
"DB00936"	"5742"
"DB00184"	"1103"
"DB00920"	"5142"
"DB00920"	"5144"
"DB00922"	"7134"
"DB00855"	"210"
"DB08828"	"6608"
"DB00467"	"7153"
"DB00462"	"1129"
"DB00725"	"1129"
"DB01231"	"1129"
"DB00211"	"147"
"DB00248"	"147"
"DB00211"	"146"
"DB00248"	"146"
"DB00248"	"150"
"DB08936"	"3269"
"DB00216"	"3350"
"DB00248"	"3350"
"DB00248"	"3351"
"DB00248"	"3352"
"DB00216"	"3354"
"DB00216"	"3355"
"DB00216"	"3357"
"DB00248"	"3357"
"DB00216"	"3363"
"DB00248"	"3363"
"DB01216"	"6715"
"DB01216"	"6716"
"DB01216"	"6718"
"DB00920"	"5226"
"DB05829"	"5745"
"DB05829"	"5746"
"DB08911"	"5605"
"DB09035"	"5133"
"DB00382"	"590"
"DB00449"	"590"
"DB00640"	"136"
"DB00651"	"5141"
"DB00651"	"5143"
"DB00651"	"5150"
"DB00651"	"27115"
"DB00530"	"8856"
"DB00313"	"4967"
"DB00313"	"36"
"DB00313"	"6323"
"DB00423"	"759"
"DB00273"	"760"
"DB00273"	"762"
"DB00683"	"55879"
"DB00690"	"55879"
"DB00683"	"200959"
"DB00690"	"200959"
"DB00413"	"151"
"DB00696"	"151"
"DB00413"	"152"
"DB00397"	"1812"
"DB00413"	"1812"
"DB00508"	"1812"
"DB00696"	"1812"
"DB00413"	"1816"
"DB00371"	"2555"
"DB00402"	"2555"
"DB00425"	"2555"
"DB00683"	"2555"
"DB00690"	"2555"
"DB00371"	"2556"
"DB00402"	"2556"
"DB00425"	"2556"
"DB00683"	"2556"
"DB00690"	"2556"
"DB00371"	"2557"
"DB00683"	"2557"
"DB00690"	"2557"
"DB00371"	"2558"
"DB00402"	"2558"
"DB00683"	"2558"
"DB00690"	"2558"
"DB00371"	"2559"
"DB00683"	"2559"
"DB00690"	"2559"
"DB00683"	"2560"
"DB00690"	"2560"
"DB00683"	"2561"
"DB00690"	"2561"
"DB00683"	"2562"
"DB00690"	"2562"
"DB00683"	"2563"
"DB00690"	"2563"
"DB00683"	"2564"
"DB00690"	"2564"
"DB00683"	"2565"
"DB00690"	"2565"
"DB00683"	"2566"
"DB00690"	"2566"
"DB00683"	"2567"
"DB00690"	"2567"
"DB00683"	"2568"
"DB00690"	"2568"
"DB00683"	"2569"
"DB00690"	"2569"
"DB00683"	"2570"
"DB00690"	"2570"
"DB00313"	"3066"
"DB00413"	"3356"
"DB00696"	"3356"
"DB00377"	"3359"
"DB00313"	"9734"
"DB00486"	"1269"
"DB00422"	"6530"
"DB00696"	"6530"
"DB00422"	"6531"
"DB00422"	"6532"
"DB00402"	"706"
"DB00628"	"706"
"DB00411"	"1128"
"DB00508"	"1128"
"DB00411"	"1135"
"DB00397"	"148"
"DB00449"	"148"
"DB00696"	"148"
"DB00397"	"153"
"DB00397"	"154"
"DB00490"	"1813"
"DB00273"	"2554"
"DB00349"	"2554"
"DB00371"	"2554"
"DB00402"	"2554"
"DB00404"	"2554"
"DB00425"	"2554"
"DB00475"	"2554"
"DB00628"	"2554"
"DB00683"	"2554"
"DB00690"	"2554"
"DB00413"	"3358"
"DB00696"	"3358"
"DB00449"	"43"
"DB00313"	"7915"
"DB00273"	"2897"
"DB00651"	"5142"
"DB00651"	"5144"
"DB00411"	"1129"
"DB00508"	"1129"
"DB00651"	"134"
"DB00640"	"135"
"DB00651"	"135"
"DB00696"	"147"
"DB00696"	"146"
"DB00320"	"150"
"DB00397"	"150"
"DB00413"	"150"
"DB00449"	"150"
"DB00696"	"150"
"DB00255"	"2104"
"DB00315"	"3350"
"DB00413"	"3350"
"DB00669"	"3350"
"DB00320"	"3351"
"DB00413"	"3351"
"DB00696"	"3351"
"DB00320"	"3352"
"DB00413"	"3352"
"DB00696"	"3352"
"DB00315"	"3355"
"DB00669"	"3355"
"DB00696"	"3355"
"DB00320"	"3357"
"DB00413"	"3357"
"DB00508"	"3357"
"DB00593"	"8913"
"DB00356"	"3778"
"DB00561"	"3777"
"DB00561"	"51305"
"DB00852"	"7124"
"DB00898"	"775"
"DB00898"	"776"
"DB00909"	"8912"
"DB00898"	"779"
"DB00822"	"217"
"DB00898"	"2741"
"DB00898"	"2742"
"DB00774"	"759"
"DB00869"	"759"
"DB00909"	"759"
"DB00774"	"760"
"DB00869"	"760"
"DB00909"	"760"
"DB00774"	"762"
"DB00869"	"762"
"DB00909"	"762"
"DB00829"	"55879"
"DB00842"	"55879"
"DB00897"	"55879"
"DB00898"	"55879"
"DB00829"	"200959"
"DB00842"	"200959"
"DB00897"	"200959"
"DB00767"	"1132"
"DB00767"	"1133"
"DB00829"	"2555"
"DB00842"	"2555"
"DB00897"	"2555"
"DB00898"	"2555"
"DB00829"	"2556"
"DB00842"	"2556"
"DB00897"	"2556"
"DB00898"	"2556"
"DB00842"	"2557"
"DB00897"	"2557"
"DB00898"	"2557"
"DB00829"	"2558"
"DB00842"	"2558"
"DB00897"	"2558"
"DB00898"	"2558"
"DB00842"	"2559"
"DB00897"	"2559"
"DB00898"	"2559"
"DB00829"	"2560"
"DB00842"	"2560"
"DB00897"	"2560"
"DB00898"	"2560"
"DB00829"	"2561"
"DB00842"	"2561"
"DB00897"	"2561"
"DB00898"	"2561"
"DB00829"	"2562"
"DB00842"	"2562"
"DB00897"	"2562"
"DB00898"	"2562"
"DB00829"	"2563"
"DB00842"	"2563"
"DB00897"	"2563"
"DB00898"	"2563"
"DB00829"	"2564"
"DB00842"	"2564"
"DB00897"	"2564"
"DB00898"	"2564"
"DB00829"	"2565"
"DB00842"	"2565"
"DB00897"	"2565"
"DB00898"	"2565"
"DB00829"	"2566"
"DB00842"	"2566"
"DB00897"	"2566"
"DB00829"	"2567"
"DB00842"	"2567"
"DB00897"	"2567"
"DB00898"	"2567"
"DB00829"	"2568"
"DB00842"	"2568"
"DB00897"	"2568"
"DB00898"	"2568"
"DB00829"	"2569"
"DB00842"	"2569"
"DB00897"	"2569"
"DB00829"	"2570"
"DB00842"	"2570"
"DB00897"	"2570"
"DB00898"	"3359"
"DB00909"	"766"
"DB00898"	"782"
"DB00898"	"786"
"DB00774"	"476"
"DB00857"	"6713"
"DB00909"	"6324"
"DB00909"	"6327"
"DB00909"	"6330"
"DB00909"	"56934"
"DB00909"	"770"
"DB00909"	"763"
"DB00909"	"11238"
"DB00909"	"765"
"DB00909"	"767"
"DB00909"	"377677"
"DB00909"	"55800"
"DB00754"	"6331"
