"drugid"	"g"
"DB00252"	"go:0086016"
"DB00252"	"go:0086043"
"DB00252"	"go:0086045"
"DB00252"	"go:0086046"
"DB00252"	"go:0086047"
"DB00252"	"go:0086048"
"DB00252"	"go:0086067"
"DB00252"	"go:0086091"
"DB00252"	"go:1902305"
"DB00252"	"go:0021537"
"DB00252"	"go:0003360"
"DB00252"	"go:0051899"
"DB00252"	"go:0060048"
"DB00252"	"go:0086004"
"DB00252"	"go:0086012"
"DB00368"	"go:0001975"
"DB00368"	"go:0007626"
"DB00368"	"go:0009636"
"DB00368"	"go:0015844"
"DB00368"	"go:0042137"
"DB00368"	"go:0098700"
"DB00368"	"go:1903427"
"DB00368"	"go:0007268"
"DB00368"	"go:0007269"
"DB00368"	"go:0009791"
"DB00368"	"go:0055085"
"DB00368"	"go:0015872"
"DB00115"	"go:0006766"
"DB00115"	"go:0006767"
"DB00115"	"go:0044281"
"DB00115"	"go:0009235"
"DB00115"	"go:0050667"
"DB00115"	"go:0009791"
"DB00115"	"go:0044255"
"DB00115"	"go:0006635"
"DB00115"	"go:0019626"
"DB00115"	"go:0001666"
"DB00115"	"go:0042493"
"DB00115"	"go:0055114"
"DB00115"	"go:0006520"
"DB00115"	"go:0035999"
"DB00115"	"go:0046655"
"DB00115"	"go:0051593"
"DB00115"	"go:0008015"
"DB00115"	"go:0070555"
"DB00115"	"go:0006555"
"DB00115"	"go:0009086"
"DB00115"	"go:0031060"
"DB00115"	"go:0033274"
"DB00115"	"go:0046500"
"DB00115"	"go:0070829"
"DB00115"	"go:0009236"
"DB00126"	"go:0001666"
"DB00126"	"go:0030198"
"DB00126"	"go:0055114"
"DB00126"	"go:0006464"
"DB00126"	"go:0032870"
"DB00126"	"go:0098779"
"DB00126"	"go:0042311"
"DB00126"	"go:0001701"
"DB00126"	"go:0008104"
"DB00126"	"go:0030199"
"DB00126"	"go:0048730"
"DB00126"	"go:0001886"
"DB00126"	"go:0021915"
"DB00126"	"go:0060425"
"DB00126"	"go:0070831"
"DB00126"	"go:0009083"
"DB00126"	"go:0034641"
"DB00126"	"go:0045329"
"DB00126"	"go:0007613"
"DB00126"	"go:0042127"
"DB00126"	"go:0045907"
"DB00126"	"go:0050900"
"DB00126"	"go:0001816"
"DB00126"	"go:0001974"
"DB00126"	"go:0001975"
"DB00126"	"go:0007626"
"DB00126"	"go:0008542"
"DB00126"	"go:0042423"
"DB00126"	"go:0007268"
"DB00126"	"go:0042593"
"DB00126"	"go:0042711"
"DB00126"	"go:0002443"
"DB00126"	"go:0042309"
"DB00126"	"go:0042420"
"DB00126"	"go:0042421"
"DB00126"	"go:0042596"
"DB00126"	"go:0048149"
"DB00126"	"go:0048265"
"DB00126"	"go:2001236"
"DB00126"	"go:0007584"
"DB00126"	"go:0042493"
"DB00126"	"go:0009744"
"DB00126"	"go:0005975"
"DB00126"	"go:0042594"
"DB00126"	"go:0043627"
"DB00126"	"go:0045471"
"DB00126"	"go:0010040"
"DB00126"	"go:0010045"
"DB00126"	"go:0010288"
"DB00126"	"go:0044245"
"DB00126"	"go:0019511"
"DB00126"	"go:0001519"
"DB00126"	"go:0008544"
"DB00126"	"go:0017185"
"DB00126"	"go:0046947"
"DB00126"	"go:0008285"
"DB00126"	"go:0016049"
"DB00126"	"go:0050708"
"DB00126"	"go:0006457"
"DB00126"	"go:0050821"
"DB00126"	"go:0060348"
"DB00126"	"go:0061077"
"DB00126"	"go:0018126"
"DB00126"	"go:0030278"
"DB00126"	"go:0032963"
"DB00126"	"go:1901874"
"DB00126"	"go:0070989"
"DB00126"	"go:0006281"
"DB00126"	"go:0006307"
"DB00126"	"go:0035511"
"DB00126"	"go:0080111"
"DB00126"	"go:0008283"
"DB00126"	"go:0006449"
"DB00126"	"go:0034063"
"DB00159"	"go:0007267"
"DB00159"	"go:0009267"
"DB00159"	"go:0006355"
"DB00159"	"go:0045595"
"DB00159"	"go:0046456"
"DB00159"	"go:0006636"
"DB00159"	"go:0008654"
"DB00159"	"go:0033559"
"DB00159"	"go:0036109"
"DB00159"	"go:0043651"
"DB00159"	"go:0001892"
"DB00159"	"go:0007596"
"DB00159"	"go:0002027"
"DB00159"	"go:0002028"
"DB00159"	"go:0006936"
"DB00159"	"go:0010763"
"DB00159"	"go:0030501"
"DB00159"	"go:0034614"
"DB00159"	"go:0035725"
"DB00159"	"go:0070588"
"DB00159"	"go:0003007"
"DB00159"	"go:0009749"
"DB00159"	"go:0009791"
"DB00159"	"go:0021537"
"DB00159"	"go:0042542"
"DB00159"	"go:0055085"
"DB00159"	"go:0002026"
"DB00159"	"go:0006811"
"DB00159"	"go:0006883"
"DB00159"	"go:0010649"
"DB00159"	"go:0010881"
"DB00159"	"go:0010882"
"DB00159"	"go:0014829"
"DB00159"	"go:0033198"
"DB00159"	"go:0035050"
"DB00159"	"go:0035994"
"DB00159"	"go:0044557"
"DB00159"	"go:0048747"
"DB00159"	"go:0051481"
"DB00159"	"go:0055013"
"DB00159"	"go:0055074"
"DB00159"	"go:0055119"
"DB00159"	"go:0060048"
"DB00159"	"go:0060401"
"DB00159"	"go:0060402"
"DB00159"	"go:0070509"
"DB00159"	"go:0071313"
"DB00159"	"go:0071320"
"DB00159"	"go:0071436"
"DB00159"	"go:0086012"
"DB00159"	"go:0086064"
"DB00159"	"go:0097369"
"DB00159"	"go:0098735"
"DB00159"	"go:1901660"
"DB00368"	"go:0055114"
"DB00368"	"go:0006559"
"DB00368"	"go:0008652"
"DB00368"	"go:0034641"
"DB00368"	"go:0042136"
"DB00368"	"go:0042423"
"DB00368"	"go:0006571"
"DB00368"	"go:0018126"
"DB00368"	"go:0046146"
"DB00115"	"go:0000096"
"DB00115"	"go:0034641"
"DB00115"	"go:0006805"
"DB00115"	"go:0007399"
"DB00115"	"go:0032259"
"DB00115"	"go:0048678"
"DB00115"	"go:0031103"
"DB00115"	"go:0042558"
"DB00115"	"go:0071732"
"DB00115"	"go:0043418"
"DB00115"	"go:0006306"
"DB00115"	"go:0033353"
"DB00115"	"go:1904042"
"DB00126"	"go:0071456"
"DB00126"	"go:0061418"
"DB00126"	"go:0001558"
"DB00126"	"go:0018401"
"DB00126"	"go:0030520"
"DB00126"	"go:0043523"
"DB00126"	"go:0045454"
"DB00126"	"go:0045732"
"DB00126"	"go:0035552"
"DB00126"	"go:0006325"
"DB00126"	"go:0034720"
"DB00126"	"go:0045765"
"DB00126"	"go:0043433"
"DB00126"	"go:0071731"
"DB00126"	"go:0030821"
"DB00126"	"go:0032364"
"DB00126"	"go:0051344"
"DB00126"	"go:0055008"
"DB00126"	"go:0060347"
"DB00126"	"go:0060412"
"DB00126"	"go:0060711"
"DB00126"	"go:0006915"
"DB00126"	"go:0006919"
"DB00126"	"go:0006974"
"DB00126"	"go:0051354"
"DB00126"	"go:0045646"
"DB00126"	"go:0006766"
"DB00126"	"go:0006767"
"DB00126"	"go:0009636"
"DB00126"	"go:0035725"
"DB00126"	"go:0007420"
"DB00126"	"go:0030324"
"DB00126"	"go:0006139"
"DB00126"	"go:0006814"
"DB00126"	"go:0015851"
"DB00126"	"go:0015882"
"DB00126"	"go:0019852"
"DB00126"	"go:0035461"
"DB00126"	"go:0070837"
"DB00126"	"go:0070904"
"DB00159"	"go:0007166"
"DB00159"	"go:0071312"
"DB00159"	"go:0006810"
"DB00159"	"go:0007635"
"DB00159"	"go:0034220"
"DB00159"	"go:0050955"
"DB00368"	"go:0001819"
"DB00368"	"go:0006928"
"DB00368"	"go:0007265"
"DB00368"	"go:0030335"
"DB00368"	"go:0043406"
"DB00368"	"go:0050995"
"DB00368"	"go:0051044"
"DB00368"	"go:0051926"
"DB00368"	"go:0090303"
"DB00368"	"go:0030036"
"DB00368"	"go:0007266"
"DB00368"	"go:0032147"
"DB00368"	"go:0032870"
"DB00368"	"go:0042593"
"DB00368"	"go:0046676"
"DB00368"	"go:0002526"
"DB00368"	"go:0006260"
"DB00368"	"go:0030818"
"DB00368"	"go:0050892"
"DB00368"	"go:0050955"
"DB00368"	"go:0045741"
"DB00368"	"go:0045955"
"DB00368"	"go:0071878"
"DB00368"	"go:0071882"
"DB00368"	"go:1901020"
"DB00307"	"go:0000122"
"DB00307"	"go:0006766"
"DB00307"	"go:0006954"
"DB00307"	"go:0007566"
"DB00307"	"go:0007568"
"DB00307"	"go:0008285"
"DB00307"	"go:0033280"
"DB00307"	"go:0043065"
"DB00307"	"go:0044281"
"DB00307"	"go:0045944"
"DB00307"	"go:0045994"
"DB00307"	"go:0051384"
"DB00307"	"go:0008203"
"DB00307"	"go:0008206"
"DB00307"	"go:0015721"
"DB00307"	"go:0019048"
"DB00307"	"go:0032526"
"DB00307"	"go:0035357"
"DB00307"	"go:0043010"
"DB00307"	"go:0048384"
"DB00307"	"go:0001893"
"DB00307"	"go:0031641"
"DB00307"	"go:0001701"
"DB00307"	"go:0001889"
"DB00307"	"go:0006367"
"DB00307"	"go:0010467"
"DB00307"	"go:0032869"
"DB00307"	"go:0044255"
"DB00307"	"go:0045471"
"DB00307"	"go:0051289"
"DB00307"	"go:0055010"
"DB00307"	"go:0060687"
"DB00307"	"go:0007494"
"DB00307"	"go:0010269"
"DB00307"	"go:0031103"
"DB00307"	"go:0033189"
"DB00307"	"go:0055012"
"DB00307"	"go:0060528"
"DB00307"	"go:1901522"
"DB00307"	"go:0043401"
"DB00338"	"go:0042493"
"DB00338"	"go:0010107"
"DB00338"	"go:0006810"
"DB00338"	"go:0008152"
"DB00338"	"go:0055085"
"DB00338"	"go:0006883"
"DB00338"	"go:0010248"
"DB00338"	"go:0034220"
"DB00338"	"go:0010155"
"DB00338"	"go:0015991"
"DB00338"	"go:0030007"
"DB00338"	"go:0036376"
"DB00338"	"go:0045851"
"DB00368"	"go:0007275"
"DB00368"	"go:0008283"
"DB00368"	"go:0001986"
"DB00368"	"go:0006259"
"DB00388"	"go:0007275"
"DB00388"	"go:0008283"
"DB00388"	"go:0008284"
"DB00388"	"go:0007188"
"DB00388"	"go:0001986"
"DB00388"	"go:0006259"
"DB00444"	"go:0043065"
"DB00444"	"go:0045944"
"DB00444"	"go:0002244"
"DB00444"	"go:0045070"
"DB00444"	"go:0006266"
"DB00444"	"go:0000278"
"DB00444"	"go:0006974"
"DB00444"	"go:0042752"
"DB00444"	"go:0048511"
"DB00444"	"go:0000712"
"DB00444"	"go:0000819"
"DB00444"	"go:0006265"
"DB00444"	"go:0006268"
"DB00444"	"go:0006312"
"DB00444"	"go:0007059"
"DB00444"	"go:0030263"
"DB00444"	"go:0040016"
"DB00444"	"go:0044774"
"DB00444"	"go:0045870"
"DB00445"	"go:0043065"
"DB00445"	"go:0045944"
"DB00445"	"go:0002244"
"DB00445"	"go:0045070"
"DB00445"	"go:0006266"
"DB00445"	"go:0000278"
"DB00445"	"go:0006974"
"DB00445"	"go:0042752"
"DB00445"	"go:0048511"
"DB00445"	"go:0000712"
"DB00445"	"go:0000819"
"DB00445"	"go:0006265"
"DB00445"	"go:0006268"
"DB00445"	"go:0006312"
"DB00445"	"go:0007059"
"DB00445"	"go:0030263"
"DB00445"	"go:0040016"
"DB00445"	"go:0044774"
"DB00445"	"go:0045870"
"DB00307"	"go:0060038"
"DB00368"	"go:0001974"
"DB00368"	"go:0008542"
"DB00368"	"go:0016049"
"DB00368"	"go:0048148"
"DB00368"	"go:0055117"
"DB00368"	"go:0035265"
"DB00368"	"go:0043278"
"DB00368"	"go:0001987"
"DB00368"	"go:0007512"
"DB00368"	"go:0045818"
"DB00368"	"go:0045819"
"DB00388"	"go:0001974"
"DB00388"	"go:0001975"
"DB00388"	"go:0007626"
"DB00388"	"go:0008542"
"DB00388"	"go:0016049"
"DB00388"	"go:0048148"
"DB00388"	"go:0055117"
"DB00388"	"go:0001996"
"DB00388"	"go:0001997"
"DB00388"	"go:0035265"
"DB00388"	"go:0042593"
"DB00388"	"go:0043278"
"DB00388"	"go:0001987"
"DB00388"	"go:0007512"
"DB00388"	"go:0045818"
"DB00388"	"go:0045819"
"DB00159"	"go:0005634"
"DB00159"	"go:0005737"
"DB00159"	"go:0005783"
"DB00244"	"go:0005615"
"DB00244"	"go:0005634"
"DB00244"	"go:0005739"
"DB00244"	"go:0005764"
"DB00244"	"go:0030141"
"DB00244"	"go:0042582"
"DB00244"	"go:0070062"
"DB00361"	"go:0006928"
"DB00361"	"go:0006996"
"DB00361"	"go:0051225"
"DB00361"	"go:0000086"
"DB00361"	"go:0000278"
"DB00361"	"go:0008152"
"DB00361"	"go:0051301"
"DB00361"	"go:0007017"
"DB00361"	"go:0009987"
"DB00361"	"go:0030705"
"DB00361"	"go:0042267"
"DB00368"	"go:0051612"
"DB00368"	"go:0033603"
"DB00368"	"go:0051610"
"DB00368"	"go:0006855"
"DB00368"	"go:0071285"
"DB00368"	"go:0042755"
"DB00368"	"go:0005975"
"DB00368"	"go:0006091"
"DB00368"	"go:0007187"
"DB00368"	"go:0046677"
"DB00428"	"go:0044281"
"DB00428"	"go:0050796"
"DB00428"	"go:0015758"
"DB00428"	"go:0015992"
"DB00428"	"go:0008645"
"DB00428"	"go:0005975"
"DB00428"	"go:0006112"
"DB00428"	"go:0009749"
"DB00428"	"go:0043434"
"DB00428"	"go:0055085"
"DB00428"	"go:0031018"
"DB00428"	"go:0070837"
"DB00428"	"go:0009758"
"DB00428"	"go:0015755"
"DB00428"	"go:1904659"
"DB00441"	"go:0006165"
"DB00441"	"go:0009142"
"DB00441"	"go:0006222"
"DB00441"	"go:0009220"
"DB00441"	"go:0006207"
"DB00445"	"go:0032508"
"DB00445"	"go:0006338"
"DB00445"	"go:0006351"
"DB00445"	"go:0006357"
"DB00445"	"go:0043923"
"DB00446"	"go:0006958"
"DB00446"	"go:0045087"
"DB00446"	"go:0045730"
"DB00446"	"go:0046718"
"DB00446"	"go:0007204"
"DB00446"	"go:0030449"
"DB00446"	"go:0031664"
"DB00446"	"go:0035743"
"DB00446"	"go:0045916"
"DB00446"	"go:2000516"
"DB00446"	"go:2000563"
"DB00159"	"go:0005788"
"DB00159"	"go:0005789"
"DB00159"	"go:0005901"
"DB00159"	"go:0043005"
"DB00159"	"go:0043234"
"DB00159"	"go:0005886"
"DB00159"	"go:0005887"
"DB00159"	"go:0016020"
"DB00159"	"go:0016021"
"DB00159"	"go:0043025"
"DB00159"	"go:0070062"
"DB00159"	"go:0005741"
"DB00159"	"go:0005811"
"DB00159"	"go:0044233"
"DB00159"	"go:0005778"
"DB00159"	"go:0048471"
"DB00159"	"go:0005794"
"DB00159"	"go:0005829"
"DB00159"	"go:0005654"
"DB00159"	"go:0043231"
"DB00159"	"go:0090575"
"DB00175"	"go:0005783"
"DB00175"	"go:0005789"
"DB00175"	"go:0016021"
"DB00175"	"go:0005778"
"DB00227"	"go:0005886"
"DB00227"	"go:0009897"
"DB00227"	"go:0009986"
"DB00227"	"go:0016020"
"DB00227"	"go:0070062"
"DB00227"	"go:0001772"
"DB00227"	"go:0008305"
"DB00227"	"go:0034687"
"DB00227"	"go:0005911"
"DB00227"	"go:0005783"
"DB00227"	"go:0005789"
"DB00227"	"go:0016021"
"DB00227"	"go:0005778"
"DB00242"	"go:0005737"
"DB00242"	"go:0005829"
"DB00242"	"go:0043025"
"DB00242"	"go:0070062"
"DB00242"	"go:0005971"
"DB00242"	"go:0005635"
"DB00242"	"go:0005654"
"DB00242"	"go:0042995"
"DB00242"	"go:0005634"
"DB00244"	"go:0005737"
"DB00244"	"go:0005783"
"DB00244"	"go:0005788"
"DB00244"	"go:0005789"
"DB00244"	"go:0005901"
"DB00244"	"go:0043005"
"DB00244"	"go:0043234"
"DB00244"	"go:0005829"
"DB00244"	"go:0031965"
"DB00244"	"go:0005641"
"DB00244"	"go:0005635"
"DB00244"	"go:0016363"
"DB00244"	"go:0030425"
"DB00244"	"go:0042383"
"DB00244"	"go:0048471"
"DB00244"	"go:0005654"
"DB00244"	"go:0005794"
"DB00244"	"go:0043231"
"DB00244"	"go:0090575"
"DB00244"	"go:0008385"
"DB00244"	"go:0035631"
"DB00244"	"go:0009898"
"DB00252"	"go:0005886"
"DB00252"	"go:0043025"
"DB00252"	"go:0014704"
"DB00252"	"go:0033268"
"DB00252"	"go:0043194"
"DB00252"	"go:0001518"
"DB00252"	"go:0030018"
"DB00252"	"go:0030315"
"DB00262"	"go:0005829"
"DB00262"	"go:0009897"
"DB00262"	"go:0070062"
"DB00262"	"go:0005759"
"DB00282"	"go:0005737"
"DB00282"	"go:0005829"
"DB00282"	"go:0005654"
"DB00287"	"go:0005576"
"DB00287"	"go:0005737"
"DB00287"	"go:0005886"
"DB00287"	"go:0005887"
"DB00297"	"go:0070062"
"DB00297"	"go:0071439"
"DB00297"	"go:0001518"
"DB00368"	"go:0005886"
"DB00368"	"go:0005887"
"DB00441"	"go:0005737"
"DB00441"	"go:0005829"
"DB00441"	"go:0043025"
"DB00441"	"go:0070062"
"DB00441"	"go:0005971"
"DB00441"	"go:0005635"
"DB00441"	"go:0005654"
"DB00441"	"go:0042995"
"DB00512"	"go:0005576"
"DB00512"	"go:0005615"
"DB00512"	"go:0005634"
"DB00512"	"go:0005783"
"DB00512"	"go:0043234"
"DB00512"	"go:0070062"
"DB00512"	"go:0072562"
"DB00512"	"go:0005794"
"DB00512"	"go:0031093"
"DB00512"	"go:0043209"
"DB00242"	"go:0005739"
"DB00242"	"go:0005671"
"DB00242"	"go:0008622"
"DB00227"	"go:0005634"
"DB00227"	"go:0005737"
"DB00227"	"go:0043234"
"DB00227"	"go:0016580"
"DB00227"	"go:0016581"
"DB00227"	"go:0035098"
"DB00227"	"go:0005654"
"DB00227"	"go:0000790"
"DB00242"	"go:0005622"
"DB00242"	"go:0005856"
"DB00242"	"go:0000785"
"DB00242"	"go:0005730"
"DB00242"	"go:0016363"
"DB00242"	"go:0005658"
"DB00242"	"go:0043231"
"DB00242"	"go:0005886"
"DB00244"	"go:0045121"
"DB00297"	"go:0005886"
"DB00297"	"go:0005887"
"DB00309"	"go:0005737"
"DB00309"	"go:0070062"
"DB00309"	"go:0005874"
"DB00322"	"go:0005634"
"DB00322"	"go:0005737"
"DB00322"	"go:0005739"
"DB00322"	"go:0005829"
"DB00322"	"go:0005759"
"DB00322"	"go:0005654"
"DB00322"	"go:0005730"
"DB00322"	"go:0005743"
"DB00368"	"go:0005737"
"DB00368"	"go:0005768"
"DB00368"	"go:0043679"
"DB00368"	"go:0005634"
"DB00368"	"go:0005764"
"DB00368"	"go:0043235"
"DB00368"	"go:0032809"
"DB00368"	"go:0016324"
"DB00368"	"go:0030424"
"DB00368"	"go:0042383"
"DB00368"	"go:0043197"
"DB00368"	"go:0005769"
"DB00368"	"go:0005829"
"DB00368"	"go:0031965"
"DB00388"	"go:0005634"
"DB00388"	"go:0005829"
"DB00388"	"go:0005886"
"DB00388"	"go:0005887"
"DB00388"	"go:0031965"
"DB00390"	"go:0005768"
"DB00390"	"go:0005783"
"DB00390"	"go:0005886"
"DB00390"	"go:0005901"
"DB00390"	"go:0016020"
"DB00390"	"go:0016021"
"DB00390"	"go:0016323"
"DB00390"	"go:0043234"
"DB00390"	"go:0070062"
"DB00390"	"go:0014704"
"DB00390"	"go:0005794"
"DB00390"	"go:0016324"
"DB00390"	"go:0042383"
"DB00390"	"go:0042470"
"DB00390"	"go:0043209"
"DB00390"	"go:0043231"
"DB00390"	"go:1903561"
"DB00390"	"go:0030315"
"DB00390"	"go:0097481"
"DB00390"	"go:0005890"
"DB00400"	"go:0070062"
"DB00400"	"go:0005882"
"DB00429"	"go:0005886"
"DB00429"	"go:0005887"
"DB00441"	"go:0005634"
"DB00441"	"go:0005739"
"DB00441"	"go:0005759"
"DB00441"	"go:0005730"
"DB00441"	"go:0005743"
"DB00115"	"go:0005739"
"DB00115"	"go:0005759"
"DB00115"	"go:0005829"
"DB00115"	"go:0043005"
"DB00126"	"go:0005739"
"DB00126"	"go:0005777"
"DB00126"	"go:0005782"
"DB00126"	"go:0005783"
"DB00126"	"go:0005789"
"DB00126"	"go:0070062"
"DB00126"	"go:0030867"
"DB00126"	"go:0005829"
"DB00126"	"go:0005576"
"DB00126"	"go:0005737"
"DB00126"	"go:0016020"
"DB00126"	"go:0016021"
"DB00126"	"go:0030658"
"DB00126"	"go:0034774"
"DB00126"	"go:0042584"
"DB00126"	"go:0034466"
"DB00126"	"go:0005886"
"DB00126"	"go:0005887"
"DB00126"	"go:0016324"
"DB00126"	"go:0005903"
"DB00126"	"go:0005788"
"DB00126"	"go:0043231"
"DB00126"	"go:0005634"
"DB00126"	"go:0005578"
"DB00126"	"go:0032991"
"DB00159"	"go:0001750"
"DB00159"	"go:0005635"
"DB00159"	"go:0005739"
"DB00159"	"go:0016323"
"DB00159"	"go:0014704"
"DB00159"	"go:0030018"
"DB00159"	"go:0042383"
"DB00159"	"go:0043197"
"DB00159"	"go:0005874"
"DB00159"	"go:0030315"
"DB00159"	"go:0043198"
"DB00244"	"go:0001750"
"DB00252"	"go:0005622"
"DB00252"	"go:0005783"
"DB00252"	"go:0005901"
"DB00252"	"go:0009986"
"DB00252"	"go:0016021"
"DB00252"	"go:0016328"
"DB00252"	"go:0042383"
"DB00318"	"go:0005783"
"DB00318"	"go:0005829"
"DB00318"	"go:0005886"
"DB00318"	"go:0005887"
"DB00318"	"go:0043005"
"DB00318"	"go:0005794"
"DB00318"	"go:0005737"
"DB00318"	"go:0045121"
"DB00318"	"go:0043679"
"DB00318"	"go:0045211"
"DB00318"	"go:0031226"
"DB00318"	"go:0031982"
"DB00318"	"go:0032590"
"DB00318"	"go:0016021"
"DB00318"	"go:0030425"
"DB00318"	"go:0043204"
"DB00318"	"go:0045202"
"DB00368"	"go:0016020"
"DB00368"	"go:0008021"
"DB00368"	"go:0070083"
"DB00368"	"go:0070062"
"DB00115"	"go:0005737"
"DB00115"	"go:0005654"
"DB00115"	"go:0045111"
"DB00126"	"go:0015630"
"DB00126"	"go:0005654"
"DB00126"	"go:0005604"
"DB00126"	"go:0005794"
"DB00126"	"go:0010494"
"DB00126"	"go:0005575"
"DB00126"	"go:0005759"
"DB00126"	"go:0009925"
"DB00126"	"go:0043229"
"DB00159"	"go:0045211"
"DB00159"	"go:0030054"
"DB00159"	"go:0031226"
"DB00159"	"go:0032591"
"DB00307"	"go:0005634"
"DB00307"	"go:0043235"
"DB00307"	"go:0005654"
"DB00307"	"go:0030424"
"DB00307"	"go:0090575"
"DB00307"	"go:0000790"
"DB00338"	"go:0005615"
"DB00338"	"go:0005886"
"DB00338"	"go:0005887"
"DB00338"	"go:0043231"
"DB00361"	"go:0005634"
"DB00361"	"go:0005829"
"DB00361"	"go:0070062"
"DB00361"	"go:0005641"
"DB00361"	"go:0005856"
"DB00361"	"go:0005874"
"DB00361"	"go:0044297"
"DB00361"	"go:0036464"
"DB00368"	"go:0016323"
"DB00368"	"go:0045202"
"DB00368"	"go:0005789"
"DB00368"	"go:0016021"
"DB00444"	"go:0005634"
"DB00444"	"go:0043234"
"DB00444"	"go:0005814"
"DB00444"	"go:0005654"
"DB00444"	"go:0005730"
"DB00444"	"go:0000793"
"DB00444"	"go:0009330"
"DB00444"	"go:0000228"
"DB00444"	"go:0019035"
"DB00445"	"go:0005634"
"DB00445"	"go:0043234"
"DB00445"	"go:0005814"
"DB00445"	"go:0005654"
"DB00445"	"go:0005730"
"DB00445"	"go:0000793"
"DB00445"	"go:0009330"
"DB00445"	"go:0000228"
"DB00445"	"go:0019035"
"DB00445"	"go:0005737"
"DB00446"	"go:0005576"
"DB00446"	"go:0005829"
"DB00446"	"go:0005886"
"DB00446"	"go:0005887"
"DB00446"	"go:0009986"
"DB00446"	"go:0031225"
"DB00446"	"go:0045121"
"DB00159"	"go:0004601"
"DB00159"	"go:0004666"
"DB00159"	"go:0008289"
"DB00159"	"go:0019899"
"DB00159"	"go:0020037"
"DB00159"	"go:0046872"
"DB00159"	"go:0050473"
"DB00159"	"go:0005515"
"DB00159"	"go:0042803"
"DB00159"	"go:0045125"
"DB00159"	"go:0004930"
"DB00159"	"go:0005085"
"DB00159"	"go:0005524"
"DB00159"	"go:0031957"
"DB00159"	"go:0047676"
"DB00159"	"go:0004467"
"DB00159"	"go:0019901"
"DB00159"	"go:0019904"
"DB00159"	"go:0003682"
"DB00159"	"go:0008144"
"DB00159"	"go:0019903"
"DB00159"	"go:0044212"
"DB00159"	"go:0001012"
"DB00159"	"go:0001046"
"DB00159"	"go:0001228"
"DB00159"	"go:0004879"
"DB00159"	"go:0004955"
"DB00159"	"go:0030331"
"DB00159"	"go:0030374"
"DB00159"	"go:0033613"
"DB00159"	"go:0050544"
"DB00159"	"go:0051393"
"DB00159"	"go:0003677"
"DB00159"	"go:0003700"
"DB00159"	"go:0008270"
"DB00159"	"go:0003707"
"DB00159"	"go:0043565"
"DB00159"	"go:0046965"
"DB00159"	"go:0046982"
"DB00159"	"go:0070539"
"DB00175"	"go:0004420"
"DB00175"	"go:0042282"
"DB00175"	"go:0005515"
"DB00175"	"go:0042803"
"DB00175"	"go:0050662"
"DB00175"	"go:0051721"
"DB00175"	"go:0070402"
"DB00227"	"go:0046872"
"DB00227"	"go:0030369"
"DB00227"	"go:0005515"
"DB00227"	"go:0050839"
"DB00227"	"go:0004420"
"DB00227"	"go:0042282"
"DB00227"	"go:0042803"
"DB00227"	"go:0050662"
"DB00227"	"go:0051721"
"DB00227"	"go:0070402"
"DB00244"	"go:0003682"
"DB00244"	"go:0004601"
"DB00244"	"go:0008201"
"DB00244"	"go:0020037"
"DB00244"	"go:0046872"
"DB00244"	"go:0004666"
"DB00244"	"go:0008289"
"DB00244"	"go:0019899"
"DB00244"	"go:0050473"
"DB00244"	"go:0005515"
"DB00244"	"go:0042803"
"DB00244"	"go:0004051"
"DB00244"	"go:0005506"
"DB00244"	"go:0008144"
"DB00244"	"go:0019903"
"DB00244"	"go:0044212"
"DB00244"	"go:0001012"
"DB00244"	"go:0001046"
"DB00244"	"go:0001228"
"DB00244"	"go:0004879"
"DB00244"	"go:0004955"
"DB00244"	"go:0030331"
"DB00244"	"go:0030374"
"DB00244"	"go:0033613"
"DB00244"	"go:0050544"
"DB00244"	"go:0051393"
"DB00244"	"go:0003677"
"DB00244"	"go:0003700"
"DB00244"	"go:0008270"
"DB00244"	"go:0003707"
"DB00244"	"go:0043565"
"DB00244"	"go:0046965"
"DB00244"	"go:0005524"
"DB00244"	"go:0046982"
"DB00244"	"go:0004672"
"DB00244"	"go:0008384"
"DB00244"	"go:0019901"
"DB00244"	"go:0097110"
"DB00244"	"go:0004674"
"DB00262"	"go:0004362"
"DB00262"	"go:0009055"
"DB00262"	"go:0050660"
"DB00262"	"go:0050661"
"DB00282"	"go:0046872"
"DB00282"	"go:0004161"
"DB00282"	"go:0004337"
"DB00282"	"go:0044822"
"DB00287"	"go:0004958"
"DB00297"	"go:0005248"
"DB00297"	"go:0044325"
"DB00428"	"go:0005768"
"DB00428"	"go:0005829"
"DB00428"	"go:0005886"
"DB00428"	"go:0005887"
"DB00428"	"go:0016020"
"DB00428"	"go:0016323"
"DB00428"	"go:0005911"
"DB00428"	"go:0031526"
"DB00446"	"go:0070062"
"DB00512"	"go:0008144"
"DB00512"	"go:0005504"
"DB00512"	"go:0005507"
"DB00512"	"go:0015643"
"DB00512"	"go:0016209"
"DB00512"	"go:0030170"
"DB00512"	"go:0005515"
"DB00512"	"go:0003677"
"DB00512"	"go:0019825"
"DB00512"	"go:0051087"
"DB00227"	"go:0003682"
"DB00227"	"go:0019899"
"DB00227"	"go:0031072"
"DB00227"	"go:0001103"
"DB00227"	"go:0004407"
"DB00227"	"go:0019213"
"DB00227"	"go:0032041"
"DB00227"	"go:0033558"
"DB00227"	"go:0051059"
"DB00227"	"go:0001047"
"DB00227"	"go:0008134"
"DB00227"	"go:0044822"
